PMemb,Cluster,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,matched_observations,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp,l,b,Ecl_Lon,Ecl_Lat,ruwe,mag
0.4,NGC_869,4.58375E+17,34.856589,0.053106615,57.13891164,0.087704693,0.284392135,0.096729831,2.940067,-0.853017856,0.153898507,-0.845521508,0.280558885,0.4330269,0.1474153,-0.1423173,-0.1802918,0.1064732,-0.131002,-0.3039095,0.2617866,-0.1269488,0.3728767,239,239,-1.784286,196.8888,2.698487,1.4107556,0.013934022,0.07117725,27,10,0.262127,32,248,2877.776865,5.94539401,484.0347,17.04072,27,1147.173442,33.17425239,34.58023,17.70232,28,2992.283411,35.92703149,83.2878,16.07191,1.438422,1.630404,0.6615925,0.968811,134.6832739,-3.711662557,54.2567987,40.33978871,0.8938134,17.04072
0.5,NGC_869,4.58381E+17,34.74383039,0.068719352,57.3093867,0.09463972,0.387619084,0.128401006,3.018816,-0.878538275,0.218275937,-0.851623397,0.234150238,0.2066135,0.03447571,-0.1005297,0.02841246,-0.1846189,-0.04914801,-0.1767307,0.4457889,0.1246926,0.234496,246,243,-0.3173905,230.4891,1.58871,1.4173341,0.01895658,0.02350145,28,12,0.2218546,32,262,1767.569884,4.259426653,414.9784,17.56992,24,646.4970916,15.48203571,41.75788,18.32497,25,1759.967236,14.37753951,122.4109,16.64816,1.361454,1.676813,0.7550488,0.9217644,134.568684,-3.571270201,54.28046507,40.5199646,0.9458237,17.56992
0.6,NGC_869,4.58375E+17,34.86444049,0.028081993,57.13823136,0.044851846,0.42226265,0.051817915,8.148971,-0.540565646,0.083920446,-1.288219617,0.133360035,0.4380063,0.01446143,-0.2464242,-0.2363021,0.1162515,-0.1557814,-0.4213853,0.3936964,-0.1129388,0.280085,214,210,7.177558,386.3667,249.8968,1.6477898,0.006414095,0.02762667,25,11,0.08271878,28,242,3667922.125,1728.48398,2122.046,9.277315,28,2199693.782,2585.672913,850.7239,9.495482,27,2139420.737,3533.542482,605.4606,8.936179,1.18299,0.5593033,0.2181673,0.341136,134.6875256,-3.710880338,54.2614674,40.33734966,0.870654,9.277315
0.3,NGC_869,4.5837E+17,34.57946515,0.079629182,57.04118005,0.08598826,0.309225143,0.13902815,2.224191,-0.327898541,0.307935667,-1.020817353,0.211470132,0.1339273,-0.3618506,0.2768274,-0.2707721,-0.1756128,-0.2328481,0.1620056,-0.0267512,0.4667108,-0.09229492,229,228,2.591793,281.5562,1.713979,1.4086704,0.018262364,-0.08687411,26,11,0.2769447,29,242,2374.552847,4.72618558,502.4248,17.24941,23,823.2843124,16.40042717,50.19896,18.06251,24,2410.699112,19.62023462,122.868,16.30656,1.361934,1.755951,0.8131027,0.9428482,134.573467,-3.853848124,54.02340099,40.31607704,1.0819433,17.24941
0.8,NGC_869,4.58375E+17,34.74620499,0.021842969,57.12436729,0.031032252,0.411623145,0.035434239,11.61654,-0.704611025,0.06776466,-1.384255748,0.095991602,0.4809538,0.1646014,0.2644917,0.1199205,-0.1185177,0.1164884,0.2970167,0.1800884,-0.1002351,0.5084052,180,180,-2.690992,128.7853,63.99289,1.6526452,0.004353539,0.0117316,22,11,0.1076215,24,190,54076.614,16.91631521,3196.714,13.85584,18,31949.04569,169.0709001,188.9683,14.09024,17,33755.9873,61.1983633,551.5832,13.44104,1.215036,0.6492004,0.2344017,0.4147987,134.6315296,-3.745340163,54.17760219,40.35232148,0.9485103,13.85584
0.8,NGC_869,4.58361E+17,34.98217983,0.019673047,57.01040058,0.029306292,0.476594426,0.035844986,13.29599,-0.644454129,0.065302763,-0.954776541,0.080007397,0.3076797,0.04817357,0.07084834,-0.03224951,-0.08873147,-0.06538422,-0.05748194,0.1784375,0.1700645,0.3159511,236,236,-1.756497,194.6696,27.31272,1.6176888,0.005066012,0.05288896,27,12,0.0874556,31,253,23647.08321,7.6144123,3105.569,14.75392,28,13283.38876,22.68846992,585.4687,15.04312,29,15406.23122,23.49433405,655.7424,14.29268,1.213241,0.7504368,0.2891941,0.4612427,134.7908746,-3.80988175,54.26568633,40.19443016,0.9939995,14.75392
0.3,NGC_869,4.58371E+17,34.63876907,0.102131522,57.03964537,0.112362143,0.450641115,0.162297433,2.776637,-0.186801069,0.37983307,-1.07463231,0.289523855,0.2053374,-0.3129756,0.2191235,-0.2882556,-0.1084365,-0.2701605,0.03476937,-0.1100866,0.4232894,-0.0340267,203,203,-0.4724015,188.1023,1.111194,1.4275963,0.025326112,-0.05409449,23,11,0.339536,27,217,1441.850555,2.431596314,592.9646,17.79107,22,526.6453549,20.97278053,25.1109,18.54759,23,1569.815182,20.89364552,75.13362,16.7723,1.454007,1.775293,0.7565269,1.018766,134.604495,-3.844632213,54.06074896,40.30083931,0.93000394,17.79107
0.9,NGC_869,4.58363E+17,35.1031955,0.016634412,57.11469548,0.021943997,0.407609366,0.028448671,14.32789,-0.656015544,0.050960423,-1.136528838,0.061377409,0.35913,0.0392218,-0.1156752,-0.08381828,-0.1945517,-0.1538133,-0.1409675,0.3819887,0.1051288,0.418575,246,246,-2.247683,194.3665,56.37707,1.649596,0.004390983,0.023372,28,13,0.07360373,29,252,46005.34588,10.64370845,4322.304,14.03135,25,26852.34545,55.51800517,483.6691,14.27893,25,28849.95765,38.89230892,741.7908,13.61156,1.210779,0.6673756,0.2475872,0.4197884,134.8177664,-3.689520424,54.40190409,40.26069383,0.9895563,14.03135
0.9,NGC_869,4.58378E+17,34.75709457,0.017608651,57.13873231,0.029511196,0.391034116,0.034219399,11.42726,-0.760405774,0.05204392,-1.28195474,0.08604261,0.2005933,0.1475201,-0.1482368,-0.1190829,-0.2850099,-0.1889075,-0.1418789,0.2856421,0.09568429,0.441525,175,175,-2.247366,131.2746,77.81968,1.6563212,0.005216934,0.1076969,21,10,0.09324908,26,191,63027.00795,24.78549583,2542.899,13.68955,15,37514.86002,91.31383495,410.8344,13.91588,13,39209.46047,65.94071261,594.6169,13.27844,1.217324,0.6374378,0.2263308,0.4111071,134.6323278,-3.729827388,54.19269345,40.36276344,0.9722347,13.68955
0.7,NGC_869,4.58375E+17,34.83126842,0.017494347,57.14008163,0.025953655,0.42673245,0.030379904,14.04654,-0.509305978,0.052404539,-0.970180879,0.071091595,0.3478297,0.06447353,-0.07990085,-0.1112295,-0.1099764,-0.1457531,-0.1561028,0.2726628,0.1196238,0.3330189,256,256,-2.779369,193.1748,33.86399,1.6274306,0.004314676,0.04879122,29,13,0.07964783,31,271,28874.54274,8.717092588,3312.405,14.53708,24,16482.60458,31.45834096,523.9502,14.80882,22,18798.72894,33.82184499,555.8162,14.0766,1.221884,0.7322245,0.2717457,0.4604788,134.6699048,-3.715146718,54.24116772,40.34673062,0.95807475,14.53708
0.4,NGC_869,4.58378E+17,34.74517812,0.083854045,57.14742411,0.106453591,0.384238089,0.131685975,2.917836,-0.618745498,0.230771027,-0.972176678,0.285008756,0.3779226,0.127864,-0.03890552,0.03553192,0.07189918,0.03124929,0.0834473,0.3914252,0.08548958,0.2782759,191,182,44.36841,3007.477,5.097112,1.6451547,0.022428496,-0.02293622,22,10,0.1542579,35,185,500212.6268,498.763612,1002.905,11.44048,14,310144.5727,1116.405049,277.8065,11.62248,13,292822.3852,1218.833729,240.248,11.09541,1.205421,0.5270681,0.1819983,0.3450699,134.6233211,-3.723780153,54.18992187,40.37338827,2.6724825,11.44048
0.2,NGC_869,4.5837E+17,34.46992254,0.02882479,57.03076093,0.038294496,0.370701229,0.049471696,7.493198,-0.550128701,0.095107784,-0.563409265,0.098208709,0.2487609,-0.1315124,0.1117613,-0.1115602,-0.128409,-0.1511254,0.1731317,0.07996546,0.3188362,0.1264084,263,262,-0.3336547,248.8564,9.637145,1.5825443,0.007092275,-0.03041466,30,12,0.09976583,31,270,8842.097907,5.283263129,1673.605,15.82198,28,4750.679434,18.46037215,257.3447,16.1595,28,6084.464639,13.60149026,447.3381,15.30136,1.225404,0.8581343,0.3375206,0.5206137,134.5204988,-3.883314577,53.94693864,40.33229065,1.0162915,15.82198
0.7,NGC_869,4.58361E+17,34.92997702,0.020416558,57.01458556,0.029458052,0.421022061,0.036809838,11.43776,-0.779340891,0.062518792,-1.215888423,0.075425621,0.1877089,0.1889918,0.06365095,-0.00866243,-0.3189869,-0.1366759,-0.2354172,0.2475629,0.22295,0.3394833,186,185,-2.608327,134.3582,45.71665,1.6381779,0.005724853,0.02495578,21,13,0.08363138,23,204,37502.97933,11.81794126,3173.394,14.2532,22,21784.59431,31.13255331,699.7368,14.50601,22,23714.83688,51.91912437,456.765,13.82437,1.213222,0.6816454,0.2528133,0.4288321,134.7626334,-3.815475815,54.23437264,40.21034671,0.94433135,14.2532
0.5,NGC_869,4.58378E+17,34.71240745,0.028902605,57.15123483,0.041217414,0.439480665,0.048645679,9.034321,-0.862162159,0.092471376,-1.060881779,0.10734576,0.2246301,0.01890531,0.07236172,-0.1226229,-0.08910085,-0.1664416,-0.09671514,0.1724324,0.2031606,0.2217657,200,199,-1.60299,163.5113,11.73681,1.5769273,0.007454465,0.06034723,24,12,0.1095239,30,217,10567.4334,6.186217795,1708.222,15.62844,24,5637.453993,33.93331208,166.1333,15.97368,20,7550.811191,16.94920139,445.4966,15.06694,1.24801,0.906745,0.3452387,0.5615063,134.6052501,-3.726091466,54.17099118,40.38445902,0.96337944,15.62844
0.5,NGC_869,4.58368E+17,34.79449973,0.024831685,57.02495387,0.036461706,0.463330004,0.043853539,10.5654,-0.565713301,0.080625756,-1.435964179,0.09962761,0.3219638,0.07846529,0.04899705,-0.110521,-0.1120159,-0.1462551,-0.1602418,0.1791597,0.07416505,0.3212566,242,236,8.545457,466.5959,257.7117,1.6911951,0.005993637,-0.003064002,29,13,0.06656645,31,264,2314953.043,1988.652559,1164.081,9.77701,30,1440785.415,3441.989064,418.5909,9.95489,31,1295556.441,2614.994782,495.4337,9.480779,1.182029,0.4741116,0.1778803,0.2962313,134.6894985,-3.830348264,54.15285415,40.25124783,0.8645106,9.77701
0.6,NGC_869,4.58355E+17,34.92776912,0.023135771,56.97940683,0.034350117,0.453490997,0.042407936,10.69354,-0.357202063,0.076766659,-1.117956082,0.099033619,0.3466518,0.0646492,0.08437657,-0.08009185,-0.09213609,-0.1091082,-0.05126816,0.1860424,-0.007480538,0.3471584,270,264,11.11641,602.1592,318.861,1.7101603,0.00567744,-0.02737869,31,13,0.06644505,33,272,1332201.539,543.7387272,2450.077,10.37694,32,874121.6472,847.4865696,1031.428,10.49746,32,700213.5763,511.2834193,1369.521,10.14884,1.181755,0.3486147,0.1205177,0.228097,134.7733142,-3.849023103,54.21328646,40.17904878,0.8970366,10.37694
0.6,NGC_869,4.58378E+17,34.73963102,0.062294051,57.14864027,0.099230542,0.341585222,0.103556038,3.298554,-0.788799936,0.14784952,-0.901433465,0.215404162,0.5970358,0.2941626,0.1465285,0.226982,0.00195511,0.1255945,0.3987869,0.3720211,0.04777206,0.4286857,192,191,2.415219,235.7984,3.738861,1.5150625,0.012983765,0.097142,22,10,0.2116473,27,200,4665.541328,7.359756727,633.926,16.51611,15,2167.07523,25.14868119,86.17053,17.0117,14,3975.146069,14.87369406,267.2602,15.76354,1.316508,1.248166,0.4955921,0.752574,134.620072,-3.723633422,54.18703892,40.37577788,1.1370398,16.51611
0.9,NGC_869,4.5836E+17,35.04381487,0.016037214,56.96890136,0.021345925,0.394541986,0.02594504,15.20684,-0.501755379,0.052420756,-1.088736354,0.061943748,0.3222848,-0.07355341,-0.04707114,-0.1445613,-0.2386039,-0.1829581,-0.187232,0.1726638,0.09710401,0.3360557,248,248,-2.051756,199.9307,56.63488,1.6561235,0.003884974,-0.01905174,28,13,0.07448661,30,265,47318.09509,13.26470205,3567.219,14.0008,27,28609.47673,61.10529285,468.1996,14.21011,25,28453.61278,47.04286863,604.8444,13.62658,1.205946,0.5835371,0.2093163,0.3742208,134.8365565,-3.837668886,54.28228096,40.14257578,0.9641549,14.0008
0.7,NGC_869,4.58378E+17,34.67514799,0.016631102,57.15334335,0.02680686,0.368772606,0.029331398,12.57262,-0.678651678,0.050071843,-1.124329208,0.083602828,0.3950364,0.01405232,-0.05250416,0.02910344,-0.2346176,0.01114882,0.1646163,0.1474979,-0.1015981,0.457657,227,226,-2.718645,168.0735,59.10124,1.6533409,0.004294444,0.09258831,26,12,0.0938687,30,244,49034.98755,16.29346636,3009.488,13.9621,29,29366.83119,49.23064335,596.5153,14.18175,26,29920.30225,43.02037206,695.4915,13.57201,1.209078,0.6097403,0.2196445,0.3900957,134.5854432,-3.730806121,54.14821656,40.39504136,0.94213444,13.9621
0.7,NGC_869,4.58375E+17,34.76688218,0.018304763,57.13909779,0.028255044,0.441167966,0.032158682,13.71847,-0.784360793,0.054544104,-1.101521321,0.088289088,0.2951468,0.02570549,-0.07735452,-0.2266216,3.79E-04,-0.2206115,-0.08408149,0.2073593,0.1873193,0.2637248,229,228,-1.87858,185.0437,34.20062,1.63654,0.004661361,0.06203297,27,12,0.0945103,31,238,29030.31087,22.71096904,1278.251,14.53124,17,17168.77393,196.9681892,87.16521,14.76454,17,19503.5291,131.8086438,147.9685,14.03664,1.263242,0.7279024,0.2333031,0.4945993,134.6372248,-3.727715852,54.19919546,40.36081598,0.9937849,14.53124
0.8,NGC_869,4.58381E+17,34.92216192,0.026993507,57.30626993,0.040072864,0.346324646,0.049894047,6.941202,-0.752380809,0.083198357,-1.046287533,0.106316058,0.2004398,0.0639044,-0.06448665,-0.05599586,-0.2549375,-0.1372861,-0.1309047,0.277923,0.1729331,0.2959718,242,240,-1.630515,200.7932,10.44568,1.5313601,0.007720388,0.03403921,28,13,0.1084514,29,248,9055.932692,4.583992451,1975.556,15.79603,28,4294.452287,15.30493364,280.5927,16.26912,27,7019.082446,11.78269153,595.7113,15.14622,1.249295,1.1229,0.4730864,0.6498137,134.6607028,-3.542070107,54.393102,40.47579257,0.96979064,15.79603
0.1,NGC_869,4.5837E+17,34.54972745,0.018744737,57.01770387,0.025539887,0.423120343,0.035087257,12.05909,-0.966410087,0.062088151,-1.549165581,0.065698231,0.2907414,0.06965491,0.1879575,-0.02950433,-0.05250763,-0.1240661,0.158658,0.2099824,0.3473901,0.2293686,256,255,-4.130297,168.0378,36.25481,1.556573,0.004457104,-0.0514044,29,11,0.07376622,32,273,30484.85009,11.03317355,2763.017,14.47816,28,14923.1331,56.71057273,263.1455,14.91674,29,22798.53742,40.66660511,560.6206,13.86715,1.237391,1.049586,0.4385834,0.6110029,134.565917,-3.881348909,53.99101217,40.30182878,0.97225064,14.47816
0.1,NGC_869,4.58373E+17,34.63476057,0.016939024,57.15569567,0.024271589,0.331429865,0.029637822,11.18267,0.12189361,0.04895435,-1.155508908,0.066212722,0.3332813,0.05606449,-0.169347,-0.1234601,-0.1173646,-0.1686868,-0.08577684,0.326439,0.1684352,0.3545524,215,214,-1.942528,171.1632,66.89708,1.6536403,0.004664672,0.02943776,25,12,0.07511944,28,231,54828.1293,27.08073723,2024.617,13.84086,18,33373.93849,154.9502745,215.3848,14.04287,17,33276.07049,58.96726827,564.3143,13.45659,1.215617,0.5862799,0.2020121,0.3842678,134.5639494,-3.735840423,54.12356972,40.40657749,0.97364056,13.84086
1,NGC_869,4.5837E+17,34.58314548,0.017707023,57.02983655,0.023627261,0.383985763,0.030855332,12.44471,-0.779102286,0.057328505,-1.146435771,0.059693875,0.2485475,0.02916199,0.1806637,-0.1011763,-0.09894816,-0.1962283,0.1266119,0.1365231,0.335416,0.1690197,228,228,-6.520104,111.2806,58.47363,1.6281923,0.00427099,-0.04696916,26,12,0.06752799,31,246,48469.63131,13.10585301,3698.32,13.97469,29,27701.806,65.54258911,422.6535,14.24512,25,31420.17506,32.97282265,952.9113,13.5189,1.219774,0.7262201,0.2704268,0.4557934,134.5791149,-3.863894538,54.01938376,40.30497294,0.8009225,13.97469
0.6,NGC_869,4.58364E+17,34.99657015,0.016911208,57.11604225,0.025943029,0.383520726,0.030725076,12.48234,-0.54523406,0.058146328,-0.952775394,0.079007601,0.2667727,-0.04375435,0.1021264,-0.1298283,-0.02537002,-0.09946404,-0.1606949,0.06329067,0.1157877,0.1189703,220,220,-4.025962,141.3506,52.82759,1.6351814,0.004414369,-0.005657393,25,11,0.08441357,28,237,43250.44709,10.1793024,4248.862,14.09839,25,24483.84207,42.54252019,575.5146,14.37919,24,28107.62126,58.91252473,477.1077,13.63986,1.215975,0.7393293,0.2807999,0.4585295,134.762689,-3.70775259,54.33403804,40.28662069,0.9176502,14.09839
0.1,NGC_869,4.58365E+17,34.63887503,0.080636317,56.89645342,0.086882868,0.514980732,0.118170074,4.357962,-1.089567282,0.317741273,-0.725820633,0.238711554,0.2084713,-0.1892633,0.4950255,-0.1668935,-0.05915432,-0.1436547,0.03645433,-0.1865557,0.3252172,0.02374458,241,241,1.621938,272.2864,1.690658,1.5260259,0.017137043,-0.0231301,27,11,0.2879879,31,257,1930.114867,1.97097349,979.2698,17.47441,24,866.3021636,6.397905951,135.404,18.00722,25,1577.929571,6.329465091,249.299,16.7667,1.266366,1.240515,0.5328083,0.7077065,134.6520549,-3.979734115,53.98040251,40.17144885,1.0521629,17.47441
0.4,NGC_869,4.58375E+17,34.78056951,0.053901918,57.12447872,0.080778568,0.453432718,0.093746934,4.836774,-0.821893533,0.149352654,-0.881171121,0.18815387,0.4101695,0.1436647,-0.05955435,-0.09036189,-0.01407888,-0.1023921,-0.1251,0.33764,0.06311403,0.229834,236,236,3.330849,309.4341,2.723727,1.4963796,0.013375962,0.04663019,27,12,0.1773939,31,249,3523.512845,5.580962385,631.345,16.82093,7,1815.769144,165.9062033,10.94455,17.20374,6,3319.875894,33.34789402,99.55279,15.95912,1.457536,1.244622,0.3828106,0.8618116,134.6491209,-3.739028638,54.19977669,40.34442392,1.1542426,16.82093
0.9,NGC_869,4.58371E+17,34.48113197,0.014757805,57.04213418,0.020969329,0.401567008,0.026927763,14.91275,-0.61762811,0.04844776,-1.09072513,0.057866852,0.2183678,-0.03199683,0.05806592,-0.1631132,-0.2023689,-0.2212306,0.003833758,0.1069691,0.3141365,0.238934,230,230,-1.873136,186.9681,117.7949,1.6830801,0.003653984,2.84E-04,26,12,0.06679188,28,245,98265.51178,30.5132999,3220.416,13.20736,25,62852.31491,113.5404294,553.5677,13.35559,26,55395.75971,76.94461946,719.9432,12.90323,1.203353,0.4523563,0.148222,0.3041344,134.5225264,-3.870568704,53.96058035,40.33993398,0.85015804,13.20736
0.6,NGC_869,4.58368E+17,34.65629571,0.029738287,57.02749912,0.04174593,0.406567686,0.053489439,7.600896,-0.494340302,0.101008572,-1.227531341,0.126413205,0.2949049,-0.09096754,-0.009779425,-0.2543992,-0.1297833,-0.2860563,-0.1193957,0.1602894,0.272158,0.3056422,219,219,-2.698889,162.3251,11.05443,1.5527055,0.00747133,0.005141192,25,11,0.1288318,27,237,9898.733128,5.572062003,1776.494,15.69942,23,4884.068121,10.47222424,466.3831,16.12943,24,7451.227152,19.18003637,388.4887,15.08135,1.246149,1.048084,0.4300175,0.6180668,134.6175451,-3.852935808,54.06521141,40.28577605,0.9171801,15.69942
0.1,NGC_869,4.58355E+17,34.87297761,0.051693516,56.9512187,0.068221621,0.297599513,0.086782292,3.429265,-1.344824,0.176653536,-0.70005281,0.191331628,0.1825116,-0.1221252,0.1959256,-0.1595238,-0.0868886,-0.1761837,0.1160912,0.04600116,0.2505765,0.06567903,254,253,-0.8737046,228.4145,2.788016,1.4596932,0.013626141,-0.02185005,29,12,0.1766706,32,269,3009.140894,2.413730603,1246.676,16.99226,28,1123.114932,9.652811051,116.3511,17.72533,26,2745.652138,9.355632613,293.4758,16.16531,1.285672,1.560022,0.7330685,0.8269539,134.7545611,-3.88558369,54.16218721,40.1663118,0.93973076,16.99226
0.8,NGC_869,4.58375E+17,34.78124724,0.016439895,57.14331373,0.023563458,0.37630689,0.028507217,13.20041,-0.527450085,0.046479101,-1.062680183,0.063652562,0.2957184,0.05521267,-0.1793488,-0.2006605,-0.2098655,-0.2664833,-0.1311668,0.3194921,0.1790222,0.3284779,200,200,-3.379445,135.063,100.7197,1.6385828,0.004016988,-0.01170004,24,12,0.07256242,28,218,82342.62036,32.53583645,2530.828,13.3993,16,48336.36202,133.0201741,363.3762,13.6407,16,51913.41388,165.7194914,313.2608,12.97372,1.217471,0.6669827,0.2413988,0.4255838,134.6431836,-3.721145936,54.21080858,40.36128256,0.94049245,13.3993
0.6,NGC_869,4.58376E+17,35.00254768,0.047627457,57.15510102,0.065138083,0.359165935,0.080483604,4.462597,-0.634458723,0.143645809,-1.172170353,0.16353702,0.3120467,-0.009674842,-0.121166,-0.007010062,-0.1804025,-0.06005447,-0.1353353,0.3435537,0.04332307,0.2699645,243,243,0.3429877,244.8817,3.357421,1.4855613,0.013313156,0.04044662,28,12,0.1609458,29,242,3315.978895,2.789744926,1188.632,16.88684,26,1654.842956,76.29017842,21.69143,17.3045,26,3621.288093,97.53299016,37.12885,15.86476,1.591123,1.439734,0.4176598,1.022075,134.7525951,-3.669875882,54.35976626,40.3205489,1.0012566,16.88684
0.1,NGC_869,4.58375E+17,34.77929366,0.031193748,57.12396484,0.041372403,0.493861722,0.054002019,9.145246,-0.736449812,0.089829678,-0.686136404,0.112622276,0.3446134,0.1781037,-0.001670138,-0.07915463,-0.03868624,-0.09152542,-0.1993285,0.4277541,0.08784376,0.260252,212,211,-2.010232,167.2506,10.98152,1.5615469,0.007857881,-0.01283774,24,11,0.1129746,31,214,9691.74255,6.548261044,1480.048,15.72236,16,4823.835424,22.66008544,212.8781,16.14291,15,7698.760358,43.39465066,177.4127,15.04587,1.292089,1.097038,0.4205456,0.6764927,134.6486379,-3.739743791,54.19866672,40.34425653,0.9492964,15.72236
0.8,NGC_869,4.58375E+17,34.77915218,0.040960909,57.14961071,0.031197004,0.39410555,0.069073193,5.705622,-0.833842929,0.188613846,-0.96378299,0.088534193,0.6516076,-0.6921409,-0.650744,-0.4717071,-0.5067499,-0.5388161,-0.4705091,0.8278198,0.4569259,0.5770001,149,149,-1.115992,125.2706,108.2277,1.640246,0.005438314,-0.2351928,17,8,0.1900494,29,171,87179.15403,34.46584293,2529.436,13.33733,21,51634.29008,177.2196391,291.3576,13.56904,18,55146.08944,152.7101929,361.116,12.90813,1.224838,0.6609087,0.2317085,0.4292002,134.6400086,-3.715586664,54.21300469,40.36745862,1.0454795,13.33733
0.2,NGC_869,4.58366E+17,34.60315883,0.082609475,56.953101,0.108327452,0.474386939,0.135804003,3.493173,-0.737784519,0.262744138,-1.273761792,0.278824265,0.2323251,-0.07653596,0.1325157,-0.1819683,0.01189257,-0.229094,0.1195741,0.06070025,0.3898548,0.0601221,244,244,1.879689,281.7519,1.13612,1.3999224,0.020156724,0.02907345,28,12,0.2544153,31,262,1489.828037,5.856643614,254.3826,17.75553,4,1530.397164,437.2369997,3.500155,17.38938,4,2197.462484,254.2505257,8.642902,16.40712,2.502208,0.9822617,-0.366148,1.34841,134.6148355,-3.9327215,53.98913164,40.23098393,1.0663768,17.75553
0.9,NGC_869,4.58375E+17,34.8230303,0.038036173,57.13542176,0.053854318,0.318012062,0.063462797,5.011,-0.726475299,0.113068588,-1.175400371,0.134267252,0.2617757,0.02975442,-0.1171653,-0.06203196,-0.2541235,-0.1228972,-0.1990838,0.2277181,0.2100849,0.2740766,216,216,0.1157585,212.7159,5.909708,1.453747,0.010064109,0.06308386,25,13,0.1345215,27,214,5688.833552,7.940787837,716.4067,16.30081,22,2377.320816,62.37312186,38.11451,16.91117,22,5278.705752,28.77384358,183.455,15.4556,1.345799,1.455567,0.6103611,0.8452063,134.6672398,-3.721030988,54.23324863,40.34443521,1.012441,16.30081
0.6,NGC_869,4.58356E+17,34.90200942,0.025613419,57.0063161,0.036707671,0.336812963,0.045548753,7.394559,-0.866891412,0.08496071,-1.182293631,0.097059481,0.2834443,0.02228483,0.07849352,-0.06143569,-0.2200123,-0.1127117,-0.08217453,0.1631278,0.1095437,0.2966812,237,236,-3.127685,169.5407,13.42313,1.5946898,0.006744249,0.00589112,27,13,0.1026831,28,244,11869.9299,4.891596988,2426.596,15.50224,26,6393.426403,21.7988659,293.2917,15.83705,28,8158.728498,18.22726142,447.6113,14.98286,1.225968,0.8541908,0.3348093,0.5193815,134.7510292,-3.828368256,54.2117179,40.2093734,0.9012459,15.50224
0.8,NGC_869,4.5837E+17,34.55942975,0.022268657,57.03033018,0.031002906,0.413950569,0.041164908,10.05591,-0.616058594,0.074269115,-1.163295111,0.078410312,0.1753732,-0.07401779,0.1290241,-0.131677,-0.1539809,-0.1983063,0.1482652,0.1054966,0.3471607,0.1161473,252,248,-1.035859,220.247,19.28828,1.5692006,0.005814152,-0.03392094,29,12,0.08146132,31,264,16881.98812,8.066821204,2092.768,15.11981,28,8736.698886,18.27949738,477.9507,15.49802,27,12152.38578,25.05751628,484.9797,14.55027,1.237359,0.9477539,0.3782139,0.56954,134.5667407,-3.867687456,54.00437816,40.31096204,1.0429082,15.11981
0.3,NGC_869,4.58356E+17,34.88135935,0.04406654,57.00833189,0.063247482,0.415829455,0.079021313,5.262244,-1.319983764,0.143573404,-0.46557774,0.162596425,0.2311699,0.02915034,0.07290033,-0.03622857,-0.2109904,-0.08115716,-0.09064064,0.2137123,0.09622599,0.1942196,229,227,0.3537225,228.8561,3.919702,1.5252883,0.012274018,-0.01021987,26,12,0.1561385,30,236,3931.86998,3.031403337,1297.046,16.70187,27,1793.266672,8.449186378,212.2413,17.21728,25,3184.643074,10.56340356,301.4789,16.00427,1.266041,1.213007,0.5154076,0.6975994,134.739733,-3.830231181,54.19953253,40.2160002,1.0181255,16.70187
0.4,NGC_869,4.5837E+17,34.51578547,0.034617809,57.02821684,0.047912494,0.338247386,0.064148687,5.272865,-0.502094246,0.114504678,-0.993206088,0.115693645,0.1582787,-0.03479553,0.1428264,-0.08574188,-0.2047716,-0.1559839,0.1256616,0.08455681,0.3656974,0.08431363,246,245,1.24991,267.7212,6.43272,1.5108523,0.009139782,-0.02432977,28,12,0.113085,30,263,6494.667095,4.784705752,1357.381,16.15697,26,2837.358247,10.8164163,262.3196,16.7191,27,5436.074345,13.68652834,397.1843,15.42371,1.273881,1.295397,0.56213,0.7332668,134.5449622,-3.877509108,53.97506019,40.31926067,1.0834514,16.15697
