PMemb,Cluster,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,matched_observations,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp,l,b,Ecl_Lon,Ecl_Lat,ruwe,mag
0.8,NGC_869,4.58374E+17,34.81926102,0.022944699,57.08392185,0.034557215,0.387852554,0.039057452,9.930308,-0.605417892,0.06630009,-1.137602637,0.089507241,0.3792484,0.0981019,-0.06977034,-0.1076632,-0.06503465,-0.1337908,-0.1418906,0.2588165,0.1144003,0.3071769,248,247,-0.5918887,228.5682,16.55408,1.5722392,0.005828901,0.06934496,28,13,0.09443615,30,264,14471.68187,5.71676779,2531.445,15.28707,27,7497.477526,19.22783671,389.9283,15.6641,28,10397.85796,21.41674285,485.5014,14.71956,1.236576,0.94454,0.3770323,0.5675077,134.6825209,-3.770264261,54.2018917,40.29877481,1.0484165,15.28707
0.2,NGC_869,4.58369E+17,34.76492134,0.0239385,57.08925296,0.034206623,0.395967219,0.039808287,9.946854,-0.392956392,0.067898394,-1.359448471,0.092891112,0.376776,0.0835541,-0.1590594,-0.1754654,-0.1168362,-0.2101616,-0.1656847,0.2886687,0.08785616,0.3661217,239,234,3.456993,310.4188,373.6282,1.6942109,0.006221903,0.01239855,27,13,0.06350904,32,255,301354.9784,238.8345952,1261.773,11.99067,29,191744.5756,700.0666839,273.8947,12.14458,29,171198.4581,454.2040835,376.9197,11.67817,1.20437,0.4664106,0.1539106,0.3125,134.6528406,-3.77507437,54.16989952,40.31624025,0.84369224,11.99067
0.9,NGC_869,4.58378E+17,34.74934107,0.024973339,57.16662275,0.033536106,0.398601916,0.042470072,9.385478,-0.79872894,0.080991689,-1.093318301,0.089449934,0.3601603,-0.1837521,-0.3241456,-0.1609553,-0.03508699,-0.1324248,-0.319333,0.4166363,0.1409565,0.2964182,170,170,-1.544937,137.9036,34.19604,1.602844,0.00664083,0.0683312,20,12,0.09826235,23,168,29394.91451,10.46269253,2809.498,14.51768,14,15773.96752,34.3172589,459.6512,14.85654,13,20393.92396,35.93466585,567.5278,13.98817,1.230413,0.8683681,0.338851,0.5295172,134.6190583,-3.704923052,54.20341311,40.38976113,1.0404876,14.51768
0.6,NGC_869,4.58369E+17,34.53040162,0.023987306,56.94197998,0.027859091,0.454557693,0.03805133,11.94591,-0.610751416,0.091056238,-0.996640633,0.071316236,0.2443133,-0.2564471,0.3673827,-0.1909092,-0.02190534,-0.1957149,0.1472717,-0.1964704,0.3750109,0.01102678,237,237,-0.2523491,225.9509,27.74058,1.6562504,0.005168253,-0.04474964,27,11,0.09285412,29,253,23512.10435,8.921336877,2635.491,14.76014,28,14005.31155,33.15288996,422.4462,14.98566,26,14434.51064,27.98764677,515.7458,14.36341,1.209582,0.622241,0.2255192,0.3967218,134.5809648,-3.956313141,53.93592868,40.23796512,1.0295691,14.76014
0.7,NGC_869,4.5838E+17,34.81341369,0.023774281,57.24751419,0.03438941,0.385564497,0.043802814,8.802277,-0.650809739,0.075629987,-0.800825442,0.100110616,0.3249566,-0.02989207,-0.1806202,-0.08337107,-0.04229041,-0.09761021,-0.2932445,0.4112095,-0.05514024,0.2908203,256,250,9.236522,510.5201,397.3253,1.7072337,0.006309686,0.01089239,29,12,0.06572639,31,258,374441.3921,134.5900817,2782.088,11.75491,30,236761.3171,702.9549771,336.8087,11.91561,27,213787.543,180.7814166,1182.575,11.43696,1.203256,0.4786472,0.1607056,0.3179417,134.6248595,-3.617092893,54.29017938,40.447934,1.010936,11.75491
0.4,NGC_869,4.58368E+17,34.75999172,0.02627748,57.04440807,0.035018497,0.358834334,0.04248213,8.446712,-0.624089999,0.095197486,-0.784562837,0.089116429,0.3581575,-0.03084372,0.2205839,-0.1020748,-0.09586451,-0.1276548,-0.117941,-0.006075389,0.09472708,0.2727771,218,216,-3.65116,144.0144,17.52682,1.6064512,0.00602121,-0.01224751,25,12,0.1032916,28,230,15543.53592,6.288087927,2471.902,15.20949,26,8488.17337,19.77947587,429.1405,15.52935,23,10562.72301,21.71790881,486.36,14.70248,1.225648,0.8268719,0.3198614,0.5070105,134.6652617,-3.818255853,54.14153287,40.27686825,0.8817997,15.20949
0.4,NGC_869,4.5838E+17,34.79605321,0.060814332,57.29245977,0.084888371,0.300480157,0.103561819,2.901457,-1.035098733,0.18082641,-0.937980905,0.206007744,0.3218133,0.006171292,-0.1500914,-0.0420932,-0.08747812,-0.06750518,-0.1621248,0.3780238,0.0828457,0.2457503,245,243,4.948679,362.2338,1.991133,1.4925039,0.016069558,0.053779,28,12,0.198548,30,251,2463.547684,4.101716653,600.6138,17.20946,25,961.1618461,11.1865053,85.92155,17.8944,25,2258.453792,17.51717283,128.928,16.37739,1.306902,1.517006,0.6849346,0.8320713,134.6009838,-3.577844857,54.30440162,40.49255631,1.2024654,17.20946
0.6,NGC_869,4.58372E+17,34.69938456,0.018894361,57.09796022,0.027586288,0.394383086,0.03384436,11.65285,-0.895891814,0.052983511,-0.690160315,0.08551253,0.3306125,0.277167,-0.01610016,-0.1718956,-0.04566794,-0.1865924,-0.413933,0.4007692,0.01366457,0.3411199,183,180,1.760247,209.288,126.595,1.6769158,0.004374852,-0.008863743,21,10,0.089692,30,194,105754.8396,38.4999915,2746.88,13.12761,16,65536.35867,159.2322171,411.5772,13.31018,20,62609.88752,124.4739342,502.996,12.77031,1.211729,0.5398703,0.1825676,0.3573027,134.616287,-3.778692458,54.13260607,40.33937361,1.0119152,13.12761
0.6,NGC_869,4.58377E+17,34.89927655,0.025053966,57.18553199,0.042816526,0.36886432,0.04456667,8.276686,-0.976175267,0.071992974,-1.23668315,0.11797442,0.407316,0.1832107,-0.1451554,-0.1852162,0.05933194,-0.1478906,-0.4726689,0.2974022,-0.0901763,0.3648237,212,209,0.2721478,208.8687,18.08807,1.5945325,0.006611053,0.1042401,24,10,0.1220645,27,222,15512.12033,7.643039233,2029.575,15.21169,23,8255.418327,32.71469175,252.3459,15.55954,23,10911.26294,22.54597301,483.9562,14.66723,1.235594,0.8923082,0.3478527,0.5444555,134.6895148,-3.65998576,54.31044721,40.37200562,1.091187,15.21169
0.6,NGC_869,4.58367E+17,34.77074955,0.023859654,56.95862309,0.039046641,0.296487427,0.044651866,6.639978,-0.505286597,0.078047179,-1.056286249,0.108067236,0.2444559,-0.03521464,-0.006886174,-0.1700006,-0.1311987,-0.1930965,-0.1290112,0.02882588,0.2448554,0.1827991,221,217,7.484261,405.4413,325.5312,1.6896878,0.006675681,0.01794128,27,12,0.06860508,29,242,1250345.936,585.2734772,2136.345,10.44579,21,797024.0174,1062.974213,749.8056,10.59771,24,680512.5391,993.4736675,684.983,10.17983,1.181702,0.4178801,0.1519194,0.2659607,134.6994127,-3.897201263,54.100366,40.19683202,0.85022134,10.44579
0.4,NGC_869,4.58372E+17,34.6681774,0.065530888,57.14697226,0.101973883,0.426708496,0.119792349,3.562068,-0.868880507,0.188728863,-1.39571243,0.260901078,0.3131492,0.002487604,-0.1089427,0.05545635,-0.2896236,-0.02418492,0.2545646,0.2933995,0.02447033,0.344663,220,219,0.4959929,223.7386,1.862919,1.5042608,0.01910332,0.02447039,26,13,0.2466533,30,232,2103.780568,3.16252649,665.2215,17.38087,23,929.3263668,11.08603014,83.8286,17.93097,23,1860.87568,11.39019014,163.3753,16.58763,1.32628,1.34334,0.5501022,0.7932377,134.5839839,-3.738070239,54.14014013,40.39091207,1.0002028,17.38087
0.9,NGC_869,4.58362E+17,34.98441736,0.015505052,57.06940014,0.025147602,0.375907135,0.027928173,13.45978,-0.683226718,0.046613019,-1.059039164,0.071597044,0.3026773,0.07827955,-0.06621159,-0.07716833,-0.07496958,-0.08932037,-0.2513464,0.2623853,0.0295459,0.2688294,241,240,-3.683227,163.3286,54.2643,1.6328791,0.004009678,0.05192768,27,12,0.0797905,29,258,44624.61897,11.92354162,3742.564,14.06443,27,25613.16913,51.69336112,495.4828,14.33023,28,28522.82205,43.69640426,652.7499,13.62394,1.213142,0.7062912,0.2658005,0.4404907,134.7721619,-3.753901483,54.30010836,40.24726591,0.9331327,14.06443
0.5,NGC_869,4.58382E+17,34.7845059,0.034080546,57.38234429,0.045458736,0.422974845,0.05841132,7.241316,-0.752997197,0.105312701,-1.282268389,0.115917024,0.3477788,-0.08787843,-0.2335736,-0.102716,-0.1941576,-0.1589885,-0.150754,0.3969045,0.1536839,0.354116,241,239,0.2102433,237.9031,7.405154,1.5384518,0.008542743,0.04316046,28,13,0.1234571,29,246,6605.705143,3.59164621,1839.186,16.13857,27,3104.513009,15.10066156,205.5879,16.6214,24,5206.680987,11.9176089,436.8897,15.47052,1.258184,1.150887,0.4828377,0.6680498,134.5651048,-3.495166822,54.34783183,40.57639283,1.0393085,16.13857
0.7,NGC_869,4.58378E+17,34.74262046,0.046662753,57.12389849,0.068874404,0.346620998,0.090215186,3.842158,-0.587290363,0.151996984,-1.121512445,0.208165732,0.2417282,-0.1296323,-0.2666783,-0.2004818,-0.2541853,-0.2722155,-0.3032893,0.4573383,0.1873225,0.3667161,233,233,-1.624883,194.4323,3.503814,1.4888788,0.012922374,0.08063407,27,12,0.2029633,30,239,3739.826804,3.656567394,1022.77,16.75624,23,1725.604222,14.32357278,120.473,17.25904,22,3384.38278,16.29740071,207.664,15.93822,1.36637,1.320814,0.5027981,0.8180161,134.6298468,-3.746429169,54.17503187,40.35273251,0.92080057,16.75624
0.1,NGC_869,4.58372E+17,34.66465634,0.092658886,57.13956021,0.128425612,0.397474585,0.158176677,2.512852,-0.987982288,0.26273948,-1.436685912,0.297022151,0.3041868,0.05950806,-0.1234031,-0.08622272,-0.1713426,-0.1745074,-0.08502729,0.3197833,0.2138016,0.2342077,227,225,-1.211605,194.9356,0.9152388,1.4186352,0.024528084,0.01820142,27,13,0.2829807,31,245,1190.791681,4.480986356,265.7432,17.99878,24,471.3403427,14.91676735,31.59802,18.66805,27,1241.286961,13.51748266,91.82826,17.02724,1.438226,1.640812,0.6692753,0.9715366,134.5846387,-3.745696576,54.13369535,40.38503914,0.9021805,17.99878
0.3,NGC_869,4.58369E+17,34.53765226,0.058057023,56.94345587,0.069981479,0.460982285,0.094359856,4.885365,-1.089193554,0.226870607,-1.274314054,0.180716697,0.2190259,-0.1964575,0.4232007,-0.1721888,-0.04466633,-0.1457875,0.07095465,-0.2628453,0.380005,-0.03900559,227,226,-0.8061898,203.8481,3.064962,1.4388446,0.014305214,0.02060341,26,11,0.2084799,29,234,3108.989624,5.07524552,612.5792,16.95682,26,1271.977244,19.94931876,63.76044,17.59019,27,2813.767022,25.88270195,108.7123,16.1387,1.314171,1.451488,0.6333714,0.8181171,134.5842205,-3.953616524,53.94143803,40.23760036,0.94545704,16.95682
0.7,NGC_869,4.58374E+17,34.88339193,0.015823574,57.12178974,0.024153833,0.352854933,0.027061412,13.03904,-0.805260846,0.050302188,-1.340666998,0.06508479,0.431408,0.08394885,0.05855432,-0.1293869,0.08319613,-0.07661823,-0.2271142,0.1719074,-0.03944664,0.2709121,237,234,-3.183273,166.8668,79.17907,1.6408871,0.003591994,0.01225058,27,12,0.07444786,29,210,65744.25958,52.60461464,1249.781,13.64372,26,37607.69107,156.4479897,240.3846,13.9132,23,42517.41552,103.6547773,410.1829,13.1905,1.218739,0.7226934,0.269475,0.4532185,134.702748,-3.722937431,54.2644285,40.31808767,0.98516315,13.64372
0.5,NGC_869,4.58369E+17,34.5061289,0.044822154,56.95707643,0.060250815,0.286375489,0.075561671,3.789957,-0.624951451,0.143630387,-1.160979104,0.145817786,0.2830417,-0.04005343,0.1459496,-0.06249243,-0.07590047,-0.1239353,0.1692515,0.05443972,0.3552757,0.09634554,257,255,0.7144836,265.6243,3.733142,1.4765326,0.011406891,0.008639125,29,12,0.1404363,32,271,3718.627288,3.438241626,1081.549,16.76241,27,1561.510317,10.28596376,151.8098,17.36753,28,3223.062545,11.42918294,282.0029,15.99125,1.28665,1.376277,0.6051159,0.7711611,134.5634529,-3.946417125,53.92875845,40.25728327,1.0252962,16.76241
0.3,NGC_869,4.58367E+17,34.78292217,0.049737005,56.94503141,0.06231113,0.439338837,0.080165215,5.480417,-0.952961636,0.156407461,-0.72278516,0.167983222,0.2294948,0.02447597,0.1315688,-0.143148,-0.144744,-0.1896672,-0.02609796,0.1596366,0.264678,0.1377326,201,201,0.7736419,211.0187,4.026197,1.5037841,0.013117231,-0.04257174,23,12,0.1606856,29,216,4009.710522,5.936180514,675.4698,16.68058,2,3598.236425,1172.324002,3.069319,16.46116,2,4151.535181,734.9656918,5.648611,15.7164,1.932751,0.7447662,-0.2194195,0.9641857,134.7102229,-3.907806944,54.10061123,40.18170703,1.034481,16.68058
0.2,NGC_869,4.58377E+17,34.89291073,0.025963029,57.17112363,0.045125973,0.361554022,0.045404636,7.962932,-1.097896087,0.073249655,-1.259842902,0.128637971,0.3513435,0.1446296,-0.1645235,-0.1828921,0.08939082,-0.147516,-0.4194802,0.2949382,0.01243468,0.3165635,186,181,-2.632953,130.5319,17.8276,1.5963861,0.007466273,0.1332892,21,10,0.130526,25,201,15080.69434,7.315068424,2061.593,15.24231,21,8080.77348,16.61591296,486.3274,15.58276,21,10381.29306,22.04270769,470.9627,14.72129,1.224219,0.8614645,0.3404436,0.5210209,134.6910877,-3.674718132,54.29825728,40.36046248,0.92220217,15.24231
0.6,NGC_869,4.58356E+17,34.88525868,0.031436743,57.00099545,0.043095656,0.360137083,0.057562236,6.256482,-0.619930723,0.107220064,-1.066921831,0.113556435,0.3111739,-0.06674749,0.015094,-0.07825969,-0.2253668,-0.1432407,-0.05300365,0.2670934,0.1181704,0.2951319,237,237,-0.3131165,224.6672,8.67569,1.5402347,0.008132312,-0.03156857,27,13,0.1195177,29,252,8039.386805,5.000271946,1607.79,15.92531,27,3875.272657,16.09434273,240.7848,16.38063,26,6149.581404,32.88885129,186.9807,15.28981,1.246968,1.090826,0.4553242,0.6355019,134.7441981,-3.836434777,54.19794158,40.20845988,1.0252568,15.92531
0.9,NGC_869,4.58376E+17,34.99959639,0.021238299,57.23768542,0.029648284,0.413438549,0.035626002,11.60497,-0.659656082,0.063857882,-1.08458439,0.078930262,0.3741388,0.04200769,-0.09339555,-0.08104488,-0.1296239,-0.1203027,-0.1061003,0.2962314,0.0766263,0.372393,275,275,-2.196778,221.5164,18.03316,1.5926461,0.005310243,0.05459152,31,13,0.08774859,32,281,15435.9818,6.096248295,2532.046,15.21703,30,8356.659156,17.9927934,464.4448,15.54631,29,10474.8957,13.29799369,787.705,14.71155,1.219978,0.8347607,0.3292761,0.5054846,134.723273,-3.592633373,54.40421147,40.39588626,0.96750724,15.21703
0.7,NGC_869,4.58368E+17,34.67849296,0.035824056,57.05718703,0.043787386,0.415856882,0.057733042,7.2031,-0.648052775,0.111741747,-1.06387145,0.122609915,0.3102641,0.08385621,0.1362887,-0.1363617,-0.04710466,-0.1622509,-0.06550858,0.2542118,0.2628853,0.2059597,202,201,1.344452,223.1144,9.041534,1.5417761,0.008821628,-0.04102076,23,11,0.1236468,30,217,8447.021661,4.732413956,1784.929,15.87161,25,4032.781019,16.97103746,237.6273,16.33738,24,6588.633017,14.12441825,466.4711,15.21493,1.257415,1.122444,0.4657688,0.6566753,134.6191043,-3.820923712,54.09621,40.30741423,1.1147987,15.87161
0.4,NGC_869,4.58372E+17,34.68407218,0.035275141,57.11284635,0.056100257,0.412130521,0.065012754,6.339226,-0.777578641,0.108636168,-1.28527368,0.179382613,0.279672,0.05936247,-0.1326744,-0.1771025,-0.1050731,-0.2051634,-0.3643732,0.2981094,0.00810496,0.3150257,235,234,-0.4367524,219.1317,5.964697,1.5018042,0.010197714,0.008552032,27,11,0.1731955,29,251,5601.855391,3.682274632,1521.303,16.31754,23,2490.626701,16.47871679,151.142,16.86062,24,4702.678224,12.97589355,362.4165,15.58106,1.284093,1.27956,0.5430813,0.7364788,134.6034762,-3.767407511,54.13113244,40.3563881,0.99496216,16.31754
0.2,NGC_869,4.58381E+17,34.79192253,0.07552265,57.29630671,0.105809514,0.377847848,0.13115426,2.880942,-1.426451879,0.229122668,-0.638179505,0.257581241,0.2890992,0.008397901,-0.1340914,-0.01659991,-0.1392811,-0.05707822,-0.1742649,0.372584,0.08459705,0.2415482,254,253,3.196459,325.4176,1.205651,1.4187598,0.020327985,0.0509676,29,12,0.2464636,31,262,1676.278641,3.27886783,511.237,17.6275,26,584.6421212,7.986010148,73.20829,18.43416,29,1719.98862,11.95881902,143.826,16.67311,1.374849,1.761057,0.8066616,0.9543953,134.5975913,-3.574961055,54.30392422,40.49698897,1.0954813,17.6275
0.1,NGC_869,4.58365E+17,34.73723336,0.08086734,56.94163824,0.111755992,0.402035101,0.13364255,3.008287,-0.270935168,0.254173345,-1.33056207,0.274213585,0.2247325,0.01576537,0.1771912,-0.1504895,-0.02160772,-0.2324892,0.1272105,0.0308636,0.3365728,0.0467849,218,218,0.4938168,222.6683,1.299277,1.4646424,0.02215311,0.03837777,25,12,0.2482874,30,235,1561.547809,1.909085133,817.9561,17.70448,25,709.7999153,27.22014023,26.07628,18.22355,25,1350.054763,12.1404839,111.2027,16.93604,1.319111,1.287508,0.5190716,0.7684364,134.687798,-3.919299226,54.06922465,40.18930055,0.99656445,17.70448
0.1,NGC_869,4.58382E+17,34.75983176,0.023961326,57.36007738,0.033852347,0.367677769,0.042249456,8.702544,-1.105342447,0.074385642,-1.497781611,0.089878941,0.3315834,-0.06608372,-0.2144508,-0.07118686,-0.06197658,-0.08372419,-0.2428063,0.4128463,0.01519282,0.2642085,237,236,-0.888819,211.7876,17.05712,1.5857549,0.006097384,0.03334488,27,12,0.09447925,29,252,14476.27375,4.950004127,2924.497,15.28672,27,7519.223782,17.39939013,432.1544,15.66096,27,10283.44488,11.56755122,888.9907,14.73157,1.229783,0.9293823,0.3742313,0.555151,134.5599587,-3.520591871,54.31941188,40.56201378,1.0313352,15.28672
0.7,NGC_869,4.58374E+17,34.86458351,0.035665533,57.11879255,0.046437403,0.289237873,0.062213465,4.64912,-0.951276109,0.096596924,-1.022937678,0.115964029,0.3732873,0.2630774,0.02214259,-0.0258812,0.002682512,-0.09706309,-0.0278024,0.450852,0.2507748,0.3619157,191,191,0.03414314,185.9919,9.931424,1.5392799,0.008433651,0.04151767,22,11,0.1196693,29,210,9129.538653,5.059767651,1804.339,15.78724,17,4354.926328,28.75185623,151.4659,16.25394,13,7298.830703,35.21854519,207.244,15.10379,1.276489,1.15015,0.4666929,0.6834574,134.6941085,-3.729175713,54.25064283,40.31974919,1.0495875,15.78724
0.7,NGC_869,4.58363E+17,35.1484565,0.01951729,57.08838476,0.027426356,0.385343533,0.033893394,11.36928,-0.392519362,0.061539448,-0.802203999,0.080049759,0.3026878,0.01414854,-0.05786056,-0.0482906,-0.2788911,-0.1204267,-0.1144291,0.2512861,0.004638282,0.4000737,275,274,-2.208786,220.3671,21.82371,1.5982046,0.005357985,0.02708195,32,13,0.08939897,33,281,18436.80817,6.009203169,3068.095,15.02415,30,9862.632992,17.18626741,573.8671,15.36641,29,12744.79078,22.24842238,572.8402,14.49859,1.226211,0.8678179,0.3422546,0.5255632,134.8498618,-3.705975731,54.41634727,40.22641459,0.9870431,15.02415
0.3,NGC_869,4.58373E+17,34.8499802,0.081471212,57.04459891,0.113545957,0.444559508,0.131925251,3.369783,-0.373924328,0.257212258,-0.846524556,0.342132265,0.3686688,0.04646525,-0.08571243,-0.224086,-0.1527635,-0.2550767,-0.3024452,0.1863955,0.0401112,0.4009425,222,221,3.270668,290.5473,1.284944,1.4579225,0.02040254,0.02192657,25,12,0.3305922,30,239,1942.431324,3.624363174,535.9373,17.4675,26,734.3396091,10.21197842,71.90963,18.18665,25,1857.548909,11.58329134,160.3645,16.58957,1.334353,1.597076,0.7191448,0.8779316,134.7114529,-3.801757722,54.19961986,40.25608705,1.1216515,17.4675
0.1,NGC_869,4.58375E+17,34.88788241,0.07215593,57.16216959,0.109804786,0.41225179,0.118859557,3.468394,-1.100768948,0.21559673,-0.49830347,0.339825625,0.357129,-0.002713877,-0.2437432,-0.2116982,-0.08104727,-0.2257382,-0.4577616,0.2942791,-0.01567765,0.3375728,216,216,0.0521133,211.4041,1.631972,1.4593832,0.020816019,0.04844238,25,11,0.3194181,29,225,1817.654119,3.162861887,574.6865,17.53959,6,756.4133482,15.38217845,49.17466,18.15449,6,1767.504874,33.7515434,52.36812,16.64352,1.388558,1.510971,0.6149025,0.8960686,134.6915147,-3.684068329,54.28999294,40.35353806,0.9684111,17.53959
0.6,NGC_869,4.58378E+17,34.74739837,0.065020667,57.13110646,0.07064346,0.343289019,0.116693884,2.941791,-0.807864303,0.277120262,-1.065552518,0.181245147,0.1686127,-0.08801996,0.126683,-0.05650493,-0.316474,-0.1833332,-0.2067233,0.4433467,0.3682335,0.296534,158,156,0.01422461,150.5809,3.428444,1.48967,0.014568272,-0.08940914,18,10,0.2592853,24,156,3584.739068,6.330235867,566.2884,16.80222,15,1532.8644,16.41418867,93.38654,17.38763,15,3316.315659,36.07527941,91.92765,15.96028,1.352729,1.427348,0.5854073,0.8419409,134.6298963,-3.738769029,54.18216306,40.35813149,0.98974967,16.80222
0.3,NGC_869,4.58368E+17,34.77290081,0.021482789,57.02020459,0.029606775,0.380267773,0.035137344,10.82233,-0.96045461,0.067336277,-1.254837372,0.083618769,0.3543972,0.0606413,-0.003642675,-0.1078999,-0.1363465,-0.1445365,-0.1721413,0.2045475,0.1256649,0.3639075,212,211,3.760122,291.2952,166.0194,1.657218,0.00547838,0.02089995,24,13,0.07183814,26,220,131667.8689,52.20636854,2522.065,12.88967,25,79007.7841,134.1532396,588.9368,13.10721,20,80393.22926,106.5767515,754.3224,12.49887,1.21063,0.6083422,0.2175465,0.3907957,134.6799737,-3.838741893,54.13626917,40.2519881,0.9501873,12.88967
0.1,NGC_869,4.58368E+17,34.78897133,0.017683951,57.01855977,0.025499617,0.338011225,0.030414342,11.11355,-0.951641868,0.053511086,-0.364390804,0.065095689,0.3367546,0.1818731,0.06460818,-0.103353,-0.1343451,-0.1644094,-0.2164348,0.2459127,0.1493663,0.3428804,198,197,-6.739937,87.49914,78.33484,1.611062,0.004232013,0.02596899,23,13,0.07500649,26,215,65504.16977,13.84623628,4730.829,13.64769,23,35509.90151,46.92152943,756.7933,13.97551,22,44502.68787,119.8356624,371.3643,13.14095,1.221488,0.8345604,0.3278208,0.5067396,134.6887899,-3.837379635,54.14570527,40.24675691,0.81855434,13.64769
0.6,NGC_869,4.58369E+17,34.72112686,0.049015229,57.07135826,0.069884198,0.347404941,0.083189697,4.176057,-0.670568442,0.156629557,-1.020984404,0.21429825,0.3442847,0.10242,3.55E-04,-0.2071416,-0.09430736,-0.2246947,-0.3326373,0.2263184,0.01409458,0.3461799,224,224,-0.4930303,208.1976,3.53632,1.5098317,0.013093183,0.007393965,26,12,0.2079315,31,239,3714.014325,3.136882179,1183.983,16.76376,25,1593.910426,8.907933043,178.9316,17.34523,24,3200.849448,13.14674543,243.4709,15.99876,1.290991,1.346472,0.5814705,0.7650013,134.6363065,-3.799863658,54.13163969,40.31027533,0.97096694,16.76376
0.1,NGC_869,4.58369E+17,34.73131811,0.069068326,57.09552789,0.121294323,0.426855237,0.1593654,2.678469,-1.107810849,0.253514002,-1.733195555,0.521269202,0.2201247,-0.1992396,-0.06686518,-0.06660327,-0.4595853,-0.0472777,0.2383026,0.05011234,-0.2417222,0.4338275,175,175,-0.02581818,168.8598,1.927894,1.4818088,0.019154597,0.01531643,20,9,0.475856,27,193,2333.673301,2.806793552,831.4374,17.26826,16,1012.887697,16.04254028,63.13761,17.83748,15,2054.558419,10.96113725,187.4403,16.48012,1.314428,1.357361,0.5692196,0.7881413,134.6334948,-3.775226895,54.15179439,40.32973563,0.9762952,17.26826
0.8,NGC_869,4.58364E+17,35.07626064,0.034194757,57.11023343,0.047441109,0.492249772,0.057826401,8.512544,-0.643596304,0.110861406,-1.076615944,0.124764755,0.3308156,-0.0120668,-0.001165293,-0.001233616,-0.1540135,-0.0256057,-0.1420628,0.2479969,0.0046075,0.2943702,240,240,-1.831576,196.8938,6.823648,1.4955297,0.009368659,0.02748196,27,12,0.1279844,29,244,6129.61631,3.67016043,1670.122,16.21978,25,2690.319378,13.41322997,200.5721,16.77688,25,5114.260525,9.640126839,530.5179,15.48996,1.273257,1.286916,0.5570965,0.7298193,134.8054787,-3.698655561,54.38207509,40.26289614,0.93582654,16.21978
0.5,NGC_869,4.58375E+17,34.88155909,0.073966651,57.14920299,0.120076883,0.460959944,0.114643935,4.020797,-0.630577164,0.194617184,-1.537836781,0.332811201,0.533243,0.1679746,-0.2359555,-0.3362571,0.1307198,-0.2388169,-0.5225324,0.2436225,-0.1343713,0.3489046,211,209,2.358817,254.6777,1.893,1.4419618,0.018671885,0.0906605,24,10,0.3155462,29,210,2387.434416,4.874836385,489.7466,17.24354,19,948.8932093,16.04403237,59.14306,17.90834,21,2343.248372,16.9018253,138.6388,16.33737,1.378945,1.570971,0.6648064,0.9061642,134.6926217,-3.697435217,54.27864192,40.34328834,1.085227,17.24354
0.4,NGC_869,4.58354E+17,34.96867767,0.052065799,56.9169667,0.068533222,0.345773238,0.08099236,4.269208,-0.64206081,0.206495651,-1.408143059,0.194534169,0.486446,-0.2746539,0.4918183,0.2770984,-0.358081,0.2792818,0.343209,-0.2650637,-0.2017711,0.4988665,239,239,1.393987,264.7461,4.139458,1.489038,0.011872163,0.02390458,27,11,0.2282023,31,256,4205.907896,5.560604613,756.376,16.62872,27,1704.986857,14.20457825,120.0308,17.27209,25,3718.091535,13.48616419,275.6967,15.83612,1.289395,1.435966,0.6433697,0.7925959,134.8153739,-3.900361418,54.2048446,40.1130569,1.0605584,16.62872
0.5,NGC_869,4.58375E+17,34.84514526,0.029425257,57.14158713,0.043698991,0.390269026,0.05264032,7.41388,-0.881808187,0.084835434,-1.078613272,0.116899904,0.4477426,0.0783961,-0.2121856,-0.2539712,0.1307949,-0.1936812,-0.1866232,0.3825518,0.07909481,0.3742392,215,200,12.04897,541.5375,400.2966,1.6683074,0.007200995,0.02632514,25,11,0.07429459,32,208,621539.5149,849.4065439,731.7338,11.20469,27,375741.4195,788.1897289,476.7144,11.41417,25,365274.2112,499.5281002,731.2386,10.85537,1.192226,0.5587931,0.2094717,0.3493214,134.6765135,-3.711214386,54.25094052,40.34486569,1.0351363,11.20469
