dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra_1,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,PMemb,Cluster,Separation
0.011623483,1.63572E+18,Gaia DR2 3326740865570980864,3.32674E+18,950810697,2015.5,100.2517998,0.089935619,9.900954789,0.080814732,1.33698662,0.05829315,22.93557,-1.622318131,0.156498996,-3.165910359,0.146909966,-0.83750236,-0.68527013,-0.8657575,0.87945026,0.5141992,0.83926713,-0.88280123,0.70088696,-0.61889553,-0.8268757,132,0,130,2,-0.23594598,120.65406,0,0,31,FALSE,20.508783,1.436916468,0.011466046,-0.12917489,15,9,0.22961566,0,18,FALSE,131,16686.60128,51.33268521,325.06778,15.132446,11,6570.036124,133.3296676,49.276627,15.807468,11,16646.80607,122.4255048,135.97499,14.208592,1.3913463,0,1.598876,0.6750221,0.9238539,NOT_AVAILABLE,202.9350059,2.207335092,100.3732471,-13.1699274,100001,4445,4352.75,4563.715,200111,1.1732429,1.1129982,1.2235001,0.48412514,0.4386575,0.5295928,Gaia DR2 3326740865570980864,,0.7,NGC_2264,1.06E-08
0.020199091,1.63572E+18,Gaia DR2 3326740899930718336,3.32674E+18,107534867,2015.5,100.2619488,0.071015314,9.89796498,0.069440573,1.419767628,0.07994185,17.760004,-2.749175768,0.141573517,-3.81715857,0.126565904,-0.115885526,0.003802753,-0.14184219,0.30074602,-0.38469848,0.22565815,-0.29135585,0.13633452,0.09207219,-0.120601416,177,0,177,0,4.8523254,277.68802,0.288459501,2.717884868,31,FALSE,2.9418,1.310795566,0.017423088,-0.0315513,20,11,0.13668469,0,20,FALSE,174,3836.811769,6.328985392,606.2286,16.72844,19,923.3369764,17.6134865,52.422157,17.937988,17,5093.154249,54.7210788,93.074814,15.494452,1.5680965,0,2.4435358,1.209549,1.2339869,NOT_AVAILABLE,202.9422353,2.214865738,100.3837112,-13.17218202,102001,3576.6375,3418,4194.2266,200111,1.0672913,0.77612025,1.1686612,0.16794236,0.14819759,0.18768713,Gaia DR2 3326740899930718336,,0.8,NGC_2264,2.27E-08
0.02020182,1.63572E+18,Gaia DR2 3326740796851503872,3.32674E+18,1022305669,2015.5,100.2621048,0.055376616,9.893347717,0.054291991,1.384110769,0.062582098,22.11672,-1.236527874,0.110398345,-3.426972052,0.099334834,-0.108303726,-0.017601065,-0.14364938,0.29584807,-0.38158476,0.21965452,-0.29829112,0.1453109,0.09483999,-0.12056935,179,0,177,2,1.2338182,195.18758,0.106602093,0.470472207,31,FALSE,4.9178743,1.3339666,0.013902323,-0.024423122,20,11,0.109157786,0,20,FALSE,178,4865.183433,20.48020245,237.55544,16.470617,20,1416.328516,49.90927001,28.378065,17.473478,20,5755.061316,66.98790602,85.91194,15.361795,1.4740225,0,2.111683,1.002861,1.1088219,NOT_AVAILABLE,202.9464167,2.212894841,100.3842138,-13.17677585,102001,3640,3554,3949.5498,200111,1.162947,0.9877966,1.2199103,0.21390462,0.1932322,0.23457704,Gaia DR2 3326740796851503872,,0.7,NGC_2264,1.74E-08
0.021868815,1.63572E+18,Gaia DR2 3326740693772848896,3.32674E+18,1498297977,2015.5,100.2578179,0.08349201,9.879997479,0.070823772,1.393670395,0.127392417,10.93998,-1.847324123,0.286224093,-3.817709962,0.214936819,-0.20938952,0.54025626,-0.52315605,-0.37726682,-0.54482293,0.36879542,0.20665844,-0.6941264,-0.66770273,0.7740643,130,130,122,8,14.75373,517.1085,0.180606384,8.682199785,31,TRUE,23.99686,1.801640337,0.016916351,0.07261558,15,8,0.18068042,0,16,FALSE,129,4600798.721,3340.703392,1377.1946,9.031282,12,3513117.887,5531.841401,635.0721,8.987156,12,1792419.867,2486.020364,720.9997,9.128321,1.1531775,1,-0.14116478,-0.04412651,-0.09703827,NOT_AVAILABLE,202.9563744,2.203043131,100.3808855,-13.19039802,100002,8868.667,7963.25,9593,,,,,,,,Gaia DR2 3326740693772848896,,0.9,NGC_2264,1.18E-08
0.021922072,1.63572E+18,Gaia DR2 3326740792561056128,3.32674E+18,1603418202,2015.5,100.2586015,0.190054808,9.880778709,0.197717601,1.257106817,0.062075065,20.251398,-2.138306696,0.239079731,-3.058495506,0.259091663,-0.96029615,-0.10275641,-0.885211,0.9268597,0.04803047,0.8874913,-0.9333943,0.23829326,-0.17268088,-0.8967245,107,107,101,6,9.497362,295.47882,0.072896522,1.168154267,31,FALSE,106.979034,1.76391102,0.016386263,-0.44545704,12,7,0.26079458,0,19,FALSE,102,996339.3733,678.6723274,1468.0713,10.692348,7,746949.6308,6509.74467,114.74331,10.6681595,7,444981.7337,952.9980084,466.92828,10.641065,1.1963106,0,0.027094841,-0.024188042,0.051282883,NOT_AVAILABLE,202.9560315,2.204086649,100.3816179,-13.18956268,102001,9489,7245,9613,,,,,,,,Gaia DR2 3326740792561056128,,0.7,NGC_2264,1.78E-08
0.023614615,1.63572E+18,Gaia DR2 3326740934290462976,3.32674E+18,1294538813,2015.5,100.2209235,0.051373159,9.883165176,0.051197439,1.352403966,0.061831318,21.872475,-1.806391823,0.108862556,-3.717310468,0.112792593,-0.028127823,-0.09236765,-0.17655799,0.13784984,-0.41853628,0.10260905,-0.23877211,0.08384454,0.24983798,-0.25602973,151,0,147,4,0.9859463,158.55334,0.062079963,0.178842896,31,TRUE,6.6357827,1.386114104,0.014101391,-0.042918615,17,10,0.11803261,0,19,FALSE,151,6110.512725,50.98857173,119.84083,16.223171,17,1874.936177,67.82595636,27.643343,17.168922,16,7080.675138,163.2120329,43.38329,15.136733,1.4656072,0,2.0321894,0.9457512,1.0864382,NOT_AVAILABLE,202.9369483,2.172151148,100.3434159,-13.1898784,102001,3803.29,3578,4169.225,200111,1.1541435,0.9604351,1.3040614,0.25110313,0.22646612,0.27574015,Gaia DR2 3326740934290462976,,1,NGC_2264,1.85E-08
0.026282524,1.63572E+18,Gaia DR2 3326740728132033024,3.32674E+18,1146114363,2015.5,100.2306387,0.116731164,9.871068052,0.113108781,1.143012759,0.13044222,8.762598,-0.94099228,0.232336947,-3.945207443,0.205937564,-0.09332306,-0.009347804,-0.13428758,0.30250087,-0.37692437,0.23094945,-0.29144976,0.14308827,0.1021305,-0.11733635,176,0,176,0,7.1910863,340.38394,0.572407507,4.833347584,31,FALSE,1.0847466,1.226487493,0.02908321,-0.027589744,20,11,0.2178981,0,20,FALSE,175,1940.35798,4.255621085,455.95178,17.46866,17,437.6527219,13.81850898,31.671486,18.748564,18,2884.75535,14.48398953,199.16856,16.111647,1.7122655,0,2.636917,1.2799034,1.3570137,NOT_AVAILABLE,202.9520918,2.175143361,100.354122,-13.20124944,,,,,,,,,,,,Gaia DR2 3326740728132033024,,0.3,NGC_2264,5.86E-09
0.027341187,1.63572E+18,Gaia DR2 3326740796851503744,3.32674E+18,1003479611,2015.5,100.2686041,0.03659624,9.888417382,0.035774491,1.343942457,0.03568013,37.666412,-1.368541926,0.071229417,-3.713483069,0.066488317,-0.3605982,-0.026395025,-0.3473483,0.472375,-0.25199264,0.3970073,-0.47761917,0.17817129,0.008679084,-0.3199192,160,0,158,2,1.2202274,174.62419,0,0,31,FALSE,18.610645,1.421168519,0.008531999,-0.08211273,18,10,0.08793058,0,18,FALSE,159,15462.17496,74.74084864,206.87717,15.215189,13,5140.293574,61.82739786,83.13941,16.07392,14,15688.55659,221.0412166,70.97571,14.272963,1.3470842,1,1.8009567,0.8587303,0.9422264,NOT_AVAILABLE,202.9537315,2.21634103,100.3911409,-13.18122696,100002,3934.6025,3857.94,4126.463,200111,1.651238,1.5012586,1.7175148,0.5887318,0.5521551,0.6253086,Gaia DR2 3326740796851503744,,1,NGC_2264,1.98E-08
0.027803474,1.63572E+18,Gaia DR2 3326741101798707584,3.32674E+18,1305742240,2015.5,100.2472574,0.040706308,9.922252566,0.045803179,1.323588775,0.056705863,23.341303,-1.756352214,0.091323643,-3.699879629,0.074527333,0.05824632,-0.055275507,-0.12433843,0.20611016,-0.6385426,0.20622967,-0.112896524,-0.10597549,-0.13658535,0.31555104,143,143,143,0,-0.8676214,123.46199,0,0,31,TRUE,367.12265,1.531525965,0.010165789,0.053694535,16,10,0.057304244,0,16,FALSE,143,266766.8712,797.7560609,334.39655,12.123036,16,122773.319,1405.291488,87.36502,12.628628,15,205539.2446,1633.214158,125.84953,11.479683,1.2307097,0,1.1489449,0.5055914,0.64335346,NOT_AVAILABLE,202.9139984,2.213076244,100.3670741,-13.14901121,100001,4937.6104,4902,5007.79,200111,3.5462,3.4475029,3.5979095,6.734237,6.349302,7.1191726,Gaia DR2 3326741101798707584,,1,NGC_2264,1.62E-08
0.02814249,1.63572E+18,Gaia DR2 3326739937858048384,3.32674E+18,609112251,2015.5,100.2601962,0.073257455,9.873581023,0.073204788,1.520525469,0.076229858,19.946587,-1.682363512,0.139842122,-3.927287083,0.134263992,-0.42928776,0.039307054,-0.372086,0.41965806,-0.27837375,0.3082002,-0.47433645,0.26654613,0.08390126,-0.39599058,155,0,155,0,0.37885424,155.97285,0.085255964,0.213197249,31,FALSE,3.738894,1.338588089,0.018170665,-0.19317594,18,11,0.15955989,0,18,FALSE,155,3754.594256,9.558199285,392.81396,16.751959,17,1138.524313,25.10783844,45.345375,17.710533,16,4436.484902,53.04360315,83.63845,15.644322,1.4848499,0,2.0662107,0.9585743,1.1076365,NOT_AVAILABLE,202.9631579,2.202198821,100.3837653,-13.19662697,102001,3804.75,3572.75,4198.01,200111,0.8036482,0.6601328,0.91140825,0.12193576,0.10912093,0.1347506,Gaia DR2 3326739937858048384,,0.9,NGC_2264,9.97E-09
0.028667576,1.63572E+18,Gaia DR2 3326739937858049024,3.32674E+18,814678293,2015.5,100.2533626,0.054785928,9.868749972,0.054065297,1.366882603,0.060607737,22.552938,-1.779096835,0.111204195,-3.58458296,0.105916482,-0.10233103,-0.033869233,-0.38128945,0.12920563,-0.360282,0.040456798,-0.43216822,0.2275863,0.16222262,-0.11178471,181,0,181,0,2.5492733,227.49995,0,1.51E-15,31,FALSE,5.020063,1.388175833,0.01363642,-0.070195846,21,11,0.112137355,0,21,FALSE,182,4548.531026,103.0756382,44.12809,16.543688,8,1724.444788,47.56645707,36.25338,17.259766,8,6188.696808,191.3442193,32.343266,15.282922,1.7397137,0,1.9768438,0.7160778,1.260766,NOT_AVAILABLE,202.9643838,2.194003427,100.3772294,-13.20193501,102001,4193,3825.455,4480,200111,0.7161266,0.6273119,0.8603464,0.142815,0.12886357,0.15676641,Gaia DR2 3326739937858049024,,1,NGC_2264,1.88E-08
0.02967244,1.63572E+18,Gaia DR2 3326740655117624448,3.32674E+18,1480144554,2015.5,100.2368293,0.073543959,9.865712761,0.070009111,1.328988314,0.081204348,16.365974,-1.571081017,0.140836626,-3.396263972,0.123081726,-0.17114834,0.07446656,-0.09722861,0.38116363,-0.32901445,0.27014,-0.30996096,0.22593363,0.084079385,-0.10329334,157,0,153,4,1.6482866,177.4545,0.230243655,1.673230789,31,FALSE,3.4639215,1.324846447,0.018659942,-0.06903279,18,11,0.13569017,0,19,FALSE,156,4124.974285,12.47913757,330.54962,16.649813,15,1091.611185,14.46453111,75.46813,17.756218,14,4965.603092,23.20485829,213.9898,15.52199,1.4684247,0,2.2342281,1.1064053,1.1278229,NOT_AVAILABLE,202.9596463,2.178124604,100.3607693,-13.20614788,100001,3969.1523,3655,4392.61,200111,0.8376769,0.6839538,0.9878643,0.15690574,0.13690712,0.17690437,Gaia DR2 3326740655117624448,,0.8,NGC_2264,1.33E-08
0.030485604,1.63572E+18,Gaia DR2 3326740796851503360,3.32674E+18,830194860,2015.5,100.2717094,0.040878552,9.887689575,0.039963673,1.347787445,0.040224993,33.506218,-1.424313455,0.084934891,-3.559587773,0.089087352,-0.35939398,-0.03625635,-0.3579626,0.44289514,-0.2624893,0.38442153,-0.41138932,0.10680216,0.07655057,-0.44372463,143,0,142,1,5.8199635,256.6687,0.180915616,3.567725292,31,FALSE,14.799793,1.400250853,0.009809783,-0.15444008,16,9,0.10964484,0,19,FALSE,144,24611.53151,62.72439056,392.37576,14.710519,17,8267.602765,74.2038837,111.41739,15.55794,18,24605.34457,134.4138745,183.05658,13.784347,1.3356726,0,1.773593,0.8474207,0.92617226,NOT_AVAILABLE,202.9557769,2.218730695,100.3943289,-13.18173001,100001,4188.2075,3952,5122.64,200111,1.6955376,1.1333815,1.9042763,0.79693395,0.7427073,0.8511606,Gaia DR2 3326740796851503360,,1,NGC_2264,9.10E-09
0.030897757,1.63572E+18,Gaia DR2 3326717260430728832,3.32672E+18,1619025093,2015.5,100.2175095,0.062485442,9.875294629,0.062537917,1.278381693,0.066472428,19.231758,-1.504680389,0.119541346,-3.598079944,0.108081281,-0.25798136,-0.14603283,-0.3757457,0.43825957,-0.36281982,0.31516653,-0.49256125,0.24759448,0.051248364,-0.28389263,151,0,150,1,0.9832223,161.67851,0.073366223,0.22214267,31,FALSE,5.9295692,1.343277102,0.014996198,-0.04970235,17,10,0.13118757,0,17,FALSE,146,5468.208782,18.58552289,294.21872,16.343754,12,1601.087671,24.45001034,65.48413,17.340351,14,6352.503263,59.05669493,107.566185,15.254558,1.4545149,0,2.0857935,0.9965973,1.0891962,NOT_AVAILABLE,202.9424188,2.16556524,100.3405563,-13.19797203,100001,3649.5,3557,4179.91,200111,1.3234167,1.0088567,1.3931427,0.27991194,0.24901314,0.31081074,Gaia DR2 3326717260430728832,,0.9,NGC_2264,2.15E-08
0.031949723,1.63572E+18,Gaia DR2 3326741277887838080,3.32674E+18,156479806,2015.5,100.269021,0.062138031,9.912165684,0.057966524,1.274248365,0.060496095,21.063316,-1.209960586,0.110335693,-3.968378583,0.102644409,-0.25360245,-0.22984493,-0.18560766,0.66441727,-0.24928673,0.5118769,-0.35463008,0.18889047,-0.23680532,-0.10745522,116,116,115,1,8.9935665,303.27203,0,1.34E-15,31,FALSE,253.9856,1.68832143,0.014646836,-0.073342025,13,9,0.07368377,0,15,FALSE,107,1431961.32,1347.11165,1062.9863,10.298537,11,847445.6161,1796.842409,471.63046,10.531109,13,842967.1118,1254.531229,671.9379,9.947393,1.1804878,0,0.58371544,0.2325716,0.35114384,NOT_AVAILABLE,202.9327732,2.227546441,100.3897853,-13.15751181,100001,6521.8247,6409,6698.3926,200111,4.5748405,4.336836,4.73733,34.11325,31.986635,36.23987,Gaia DR2 3326741277887838080,,1,NGC_2264,1.53E-08
0.032321173,1.63572E+18,Gaia DR2 3326739899203380096,3.32674E+18,1188666703,2015.5,100.2492886,0.054975973,9.863563166,0.053019771,1.300118686,0.061834629,21.025738,-1.732254485,0.110416149,-3.838571952,0.100745299,-0.18371561,0.06611808,-0.166839,0.20655814,-0.34183747,0.13179219,-0.32424313,0.17404872,0.16126971,-0.21163061,178,0,178,0,6.0953636,311.96423,0.31065631,5.810786457,31,FALSE,4.7051187,1.368777238,0.014181084,-0.09262664,20,11,0.11223404,0,20,FALSE,178,7832.664947,10.15138538,771.5858,15.953592,20,2264.600068,30.27935774,74.79023,16.96391,19,8857.918059,43.49818015,203.63882,14.893591,1.4200171,0,2.0703182,1.0103168,1.0600014,NOT_AVAILABLE,202.9671683,2.188064482,100.373505,-13.20739993,100001,3675,3603.6667,3984.065,200111,1.5219879,1.2950099,1.5828387,0.3806681,0.34195253,0.41938367,Gaia DR2 3326739899203380096,,1,NGC_2264,8.74E-09
0.0331388,1.63572E+18,Gaia DR2 3326741209168361856,3.32674E+18,1489611730,2015.5,100.2736797,0.042017211,9.905180358,0.045452707,1.466106585,0.05225499,28.056776,-1.780561961,0.080424958,-3.894905486,0.07267083,-0.21404,0.006225423,-0.24614821,0.34787634,-0.5191995,0.16411684,-0.39970857,0.23182113,0.1199048,-0.15775713,151,0,150,1,2.1144505,183.29015,0.117274022,1.148635026,31,FALSE,13.072858,1.372612338,0.010884031,-0.074881494,18,11,0.08458543,0,18,FALSE,150,13635.63671,27.66717145,492.84534,15.351677,10,3772.046468,37.57340197,100.3914,16.409946,12,15391.39914,162.8942541,94.48706,14.293725,1.4053943,0,2.1162214,1.0582695,1.0579519,NOT_AVAILABLE,202.9410894,2.228441329,100.3950084,-13.16414429,100001,3909.7434,3606.5,4493.63,200111,1.4516994,1.0989517,1.7060876,0.4436506,0.4091106,0.4781906,Gaia DR2 3326741209168361856,,0.9,NGC_2264,1.91E-08
0.03403285,1.63572E+18,Gaia DR2 3326741174808624256,3.32674E+18,1114017620,2015.5,100.2424981,0.111830391,9.929022994,0.1229651,1.428379338,0.147996435,9.651444,-2.885245623,0.21432084,-3.561849535,0.189349797,-0.15819164,0.038387775,-0.12737317,0.32167384,-0.57643116,0.12809837,-0.31946987,0.21785648,0.14163607,-0.1146472,154,0,154,0,17.087872,679.6312,0.746690422,27.02729885,31,FALSE,1.3952075,1.392910168,0.027478777,-0.03621526,18,11,0.20042188,0,18,FALSE,154,6244.971528,24.15700589,258.51596,16.19954,16,1573.132128,52.92732,29.722498,17.359476,16,7655.285629,86.27878398,88.727325,15.052016,1.4777358,0,2.3074598,1.1599369,1.1475229,NOT_AVAILABLE,202.9058284,2.21199583,100.3617675,-13.14259926,100001,3539,3432.25,4019.25,200111,1.4021502,1.0870903,1.490726,0.2778472,0.21946721,0.3362272,Gaia DR2 3326741174808624256,,0.9,NGC_2264,2.20E-08
0.034512513,1.63572E+18,Gaia DR2 3326717260430729984,3.32672E+18,1581914956,2015.5,100.2170039,0.039456591,9.870489197,0.03889918,1.355684025,0.046996595,28.84643,-0.664940634,0.077941827,-3.970134093,0.072672924,0.018204326,-0.045150705,-0.10114415,0.24700326,-0.43446738,0.14509012,-0.26803094,0.20128936,0.19842164,-0.07694681,150,0,149,1,1.1939931,164.49841,0.061249228,0.296732612,31,FALSE,13.458441,1.389842452,0.010735837,3.81E-04,17,11,0.07849009,0,18,FALSE,144,11950.13332,18.7265058,638.1401,15.494934,16,3752.53569,24.90168276,150.69406,16.415577,16,12765.81774,48.04127382,265.72604,14.4967985,1.3822736,0,1.9187784,0.92064285,0.99813557,NOT_AVAILABLE,202.9464695,2.162927965,100.3404038,-13.20280093,100001,3814.875,3698,3914,200111,1.5940495,1.5143309,1.6964014,0.48486358,0.44757214,0.52215505,Gaia DR2 3326717260430729984,,0.8,NGC_2264,1.98E-08
0.034927757,1.63572E+18,Gaia DR2 3326740826920796160,3.32674E+18,566200551,2015.5,100.27711,0.078216539,9.89590507,0.079337773,1.336329891,0.088284867,15.136568,-1.73632444,0.149790619,-3.729502177,0.1352573,-0.28006417,0.07399457,-0.21814233,0.38080108,-0.43215817,0.25082234,-0.37980878,0.17952897,0.08802193,-0.20555781,161,0,161,0,1.4319247,181.94473,0,0,31,FALSE,2.9614525,1.322163012,0.019349467,-0.09202891,18,11,0.15221806,0,18,FALSE,159,2983.166707,5.056983945,589.9103,17.001673,14,821.0997456,14.50412061,56.61148,18.0654,13,3535.140678,20.47495781,172.6568,15.890903,1.4602739,0,2.1744957,1.0637264,1.1107693,NOT_AVAILABLE,202.950892,2.227214401,100.3991638,-13.17314867,100001,3642.5,3507,3933.395,200111,0.9410639,0.80701774,1.0151885,0.14045304,0.12121352,0.15969257,Gaia DR2 3326740826920796160,,1,NGC_2264,1.96E-08
0.035130101,1.63572E+18,Gaia DR2 3326739933562218496,3.32674E+18,1418530800,2015.5,100.2591889,0.031854424,9.864403685,0.029949117,1.407006874,0.034721056,40.52316,-1.331179909,0.059814923,-3.591421505,0.054334255,-0.11734919,0.19402938,-0.24971415,0.22213326,-0.20101266,0.14771378,-0.40308216,0.25834298,0.12187787,-0.120386444,165,152,164,1,1.7196208,190.92473,0,2.28E-15,31,FALSE,216.0371,1.555906644,0.007898041,0.015404864,19,10,0.04385907,0,21,FALSE,174,157211.3381,200.7211961,783.23236,12.697156,17,74537.54185,453.8924536,164.2185,13.17045,17,119698.9367,426.2155419,280.8413,12.066694,1.2355119,0,1.103756,0.47329426,0.6304617,NOT_AVAILABLE,202.9708759,2.197126453,100.3834346,-13.20585219,100001,4975,4887.2197,5069.223,200111,2.5118034,2.4192958,2.6028435,3.4820764,3.3475423,3.6166105,Gaia DR2 3326739933562218496,,0.9,NGC_2264,1.52E-08
0.035140004,1.63572E+18,Gaia DR2 3326740998714107008,3.32674E+18,814181066,2015.5,100.206403,0.035453499,9.889709163,0.03539663,1.346186207,0.041326043,32.574768,-1.463789378,0.073624318,-3.581101342,0.063578239,0.038672425,-0.08952615,-0.17016757,0.21576844,-0.4551176,0.15877563,-0.26501122,0.06641626,0.015973642,0.10101897,166,166,162,4,9.017793,375.94595,0,0,31,FALSE,417.4888,1.704066436,0.009273012,0.022497816,19,11,0.04751713,0,19,FALSE,162,529361.7778,245.952451,2152.2932,11.378984,18,349734.184,615.8811896,567.8598,11.492043,18,275170.5128,338.7020116,812.4266,11.162915,1.180487,0,0.3291273,0.11305809,0.21606922,NOT_AVAILABLE,202.9245859,2.162412336,100.3282752,-13.18438791,100001,8331.75,8138.5,8536,,,,,,,,Gaia DR2 3326740998714107008,,1,NGC_2264,1.83E-08
0.035422814,1.63572E+18,Gaia DR2 3326740040937260160,3.32674E+18,108352499,2015.5,100.274209,0.031700539,9.879933556,0.030380664,1.33390691,0.035001301,38.11021,-1.699483549,0.060719844,-3.738059449,0.054862541,-0.16093342,0.12539127,-0.23156865,0.2707347,-0.26808998,0.17696491,-0.39497375,0.25874802,0.12794012,-0.14112362,175,0,174,1,1.6323965,200.07578,0,0,31,FALSE,18.003704,1.427694761,0.007935326,-0.012301545,20,11,0.06717744,0,20,FALSE,174,15310.40542,18.61024304,822.687,15.225899,18,4994.511232,34.72202404,143.84274,16.105156,18,15448.80497,62.59162774,246.81903,14.289682,1.3352563,0,1.8154736,0.8792572,0.93621635,NOT_AVAILABLE,202.9638079,2.217381488,100.3974318,-13.18928599,100001,3925.3333,3900,4290.01,200111,1.6685175,1.3969063,1.6902642,0.5954734,0.55886394,0.6320829,Gaia DR2 3326740040937260160,,1,NGC_2264,2.10E-08
0.035438303,1.63572E+18,Gaia DR2 3326741209166292608,3.32674E+18,877038825,2015.5,100.2767333,0.091693571,9.902908748,0.081785899,1.446265097,0.094343035,15.329856,-1.546514336,0.203952348,-3.578912351,0.152755339,0.058505543,0.15921734,0.16129807,0.45342323,-0.46113732,0.45516893,0.039355688,-0.11036465,-0.112076275,0.40856346,133,0,133,0,4.095405,204.43181,0.313832374,3.45513223,31,FALSE,3.5519922,1.340097489,0.018689079,0.007000993,15,9,0.20382044,0,16,FALSE,133,6208.192723,12.11950245,512.24817,16.205954,12,1787.189044,29.86877711,59.83469,17.220963,14,9120.591774,46.18703168,197.47084,14.861862,1.7569978,0,2.3591003,1.0150089,1.3440914,NOT_AVAILABLE,202.9444862,2.230080913,100.3982594,-13.16619067,102001,3678.9624,3482,4273.42,200111,1.2137487,0.8995562,1.3549458,0.24313843,0.21038587,0.275891,Gaia DR2 3326741209166292608,,0.9,NGC_2264,1.21E-08
0.035979877,1.63572E+18,Gaia DR2 3326717466589159424,3.32672E+18,308729527,2015.5,100.207263,0.100124061,9.882923197,0.101822892,1.308307846,0.121580441,10.760841,-2.035598577,0.196171151,-4.166984082,0.174704498,-0.009927711,-0.08723533,-0.17865977,0.251164,-0.48472214,0.13408785,-0.32577488,0.21133026,0.16547678,-0.086062334,165,0,165,0,4.923671,264.29483,0.449662427,3.988472754,31,FALSE,1.6007698,1.298344255,0.025939251,5.80E-04,19,11,0.18233444,0,19,FALSE,165,2509.664816,7.035745483,356.70206,17.189327,14,643.8949025,9.587873732,67.15722,18.329351,17,3324.560325,23.27230583,142.85478,15.957584,1.581269,0,2.371767,1.1400242,1.2317429,NOT_AVAILABLE,202.9310146,2.160067587,100.3296477,-13.19109473,,,,,,,,,,,,Gaia DR2 3326717466589159424,,1,NGC_2264,1.59E-08
0.036412256,1.63572E+18,Gaia DR2 3326739933563070720,3.32674E+18,503561941,2015.5,100.2687,0.134146582,9.870169017,0.13961676,1.305131924,0.173928125,7.5038576,-0.974776811,0.257202163,-4.046500521,0.242620104,-0.22155319,0.18458539,-0.13227957,0.26480222,-0.49519205,0.041834835,-0.32692868,0.3018719,0.2482607,-0.21160603,158,0,151,7,1.492952,172.28084,0.393533999,1.36488414,31,FALSE,0.9261502,1.307551702,0.03334456,-0.05983703,18,11,0.25029135,0,18,FALSE,149,1337.628572,3.649515802,366.52222,17.872526,11,455.1166439,29.31391072,15.52562,18.706081,14,1782.650835,14.09503189,126.4737,16.634254,1.6729363,1,2.071827,0.8335552,1.2382717,NOT_AVAILABLE,202.9700231,2.208095398,100.3926027,-13.19941998,,,,,,,,,,,,Gaia DR2 3326739933563070720,,0.7,NGC_2264,1.59E-08
0.036909788,1.63572E+18,Gaia DR2 3326928705964373888,3.32693E+18,947235723,2015.5,100.2107873,0.031025789,9.915904812,0.028665108,1.350428124,0.033214498,40.65779,-1.609176842,0.059914866,-3.415268117,0.049561818,0.17214672,0.10122538,-0.16746396,0.15456922,-0.34380803,0.096548,-0.2826594,0.1561153,0.095944166,0.19523846,142,0,142,0,-1.2420431,116.85121,0,0,31,FALSE,35.667034,1.447616218,0.007145606,0.1344103,16,10,0.06459272,0,18,FALSE,143,28201.12449,413.8760551,68.13906,14.562699,16,10585.7879,608.0857809,17.408379,15.28958,17,26380.25094,1007.158796,26.192743,13.708723,1.3108002,0,1.5808573,0.726881,0.85397625,NOT_AVAILABLE,202.903237,2.178215651,100.3307513,-13.1579483,100001,4355,4282.5,4589.2397,200111,1.6050972,1.445427,1.6599038,0.8349299,0.784752,0.88510776,Gaia DR2 3326928705964373888,,0.9,NGC_2264,1.53E-08
