RA_ICRS,DE_ICRS,Source,GLON,GLAT,plx,pmRA,pmDE,o_Gmag,Gmag,BP-RP,PMemb,Cluster,_RA.icrs,_DE.icrs
34.62183241983,57.1844442361,458378774066186368,134.5477919061,-3.7110282804,0.4058,-0.735,-1.126,231,15.425126,0.905422,0.8,NGC_869,34.62183825923,57.18444908416
34.94111057875,57.21777087598,458376678122255872,134.7000897829,-3.6220189298,0.3392,-1.012,-0.477,229,14.169873,0.629108,0.1,NGC_869,34.94111862611,57.21777292973
35.04080329816,57.22508995203,458376192780934656,134.748563069,-3.596992777,0.4154,-0.824,-1.418,267,15.836094,1.151642,0.4,NGC_869,35.04080985186,57.22509605731
35.02094180783,57.22487626344,458376364579626624,134.7384903756,-3.6008122795,0.4245,-0.407,-1.071,261,17.882896,1.559149,0.4,NGC_869,35.02094504489,57.22488087469
34.97358450526,57.07528008501,458362040873866368,134.7646245649,-3.7503406202,0.3207,-0.555,-0.801,262,16.628195,1.382538,0.4,NGC_869,34.97358890162,57.07528353376
34.7550381318,57.1011557901,458374582178365696,134.6437980243,-3.7656357095,0.3661,-0.672,-1.424,239,12.878741,0.571138,0.3,NGC_869,34.75504345868,57.10116192121
34.75274267117,57.00848075208,458367126115250432,134.6735109603,-3.8534494889,0.3587,-0.574,-1.236,255,15.438473,0.967844,0.9,NGC_869,34.75274720987,57.00848607375
34.6067736237,57.17741330256,458373104709357312,134.5424018059,-3.7203618749,0.4086,-0.503,-1.041,240,15.504312,1.156951,0.7,NGC_869,34.60677761916,57.17741778464
34.79049152389,57.09535950681,458374376019938944,134.6639309282,-3.7646910572,0.3858,-0.786,-0.946,214,12.656115,0.591495,0.7,NGC_869,34.79049775346,57.09536357987
34.90316761221,56.90253532353,458353893307331328,134.7864493338,-3.925948975,0.4342,-0.575,-1.126,221,12.448749,0.36508,0.7,NGC_869,34.90317214591,56.90254017159
35.0533694984,57.06601946801,458361834715437184,134.8086782092,-3.7444745661,0.3947,-0.692,-0.993,248,13.968918,0.773353,0.7,NGC_869,35.05337497862,57.06602374343
34.91712841295,57.08261209083,458373826264124416,134.7331922223,-3.7537227236,0.3831,-0.82,-1.466,206,15.029339,1.112454,0.5,NGC_869,34.91713490976,57.08261840277
35.07705824678,57.20167521925,458376128366443520,134.7749890851,-3.6124235994,0.3604,-0.865,-1.305,278,13.655724,0.69667,0.6,NGC_869,35.07706512221,57.201680838
34.89405616153,57.08498891839,458373448307002240,134.7205551183,-3.7556804036,0.4273,-0.863,-1.063,279,17.829824,1.656889,0.6,NGC_869,34.89406299946,57.0849934952
34.67973274201,57.15690579517,458377945127545216,134.5866108215,-3.7266208378,0.4136,-0.726,-1.017,239,13.340903,0.59981,0.6,NGC_869,34.67973850561,57.15691017392
34.61545282815,57.19306937312,458378980224615296,134.5416649459,-3.7040310899,0.3704,-0.971,-0.919,263,15.903113,1.024276,0.5,NGC_869,34.61546054432,57.19307332993
34.92065680936,57.21862605102,458376746841733248,134.6893475052,-3.6249241931,0.3916,-0.689,-1.119,245,15.453273,0.963335,0.3,NGC_869,34.92066228837,57.21863086894
34.82795864928,57.0925240202,458374341660198912,134.6841097557,-3.7605783295,0.3492,-0.702,-1.108,269,16.717907,1.598867,0.5,NGC_869,34.82796421267,57.09252879076
34.90109948299,57.08197566335,458373448307005184,134.7251802378,-3.7572389996,0.3869,-0.691,-0.943,261,15.905412,1.090116,0.9,NGC_869,34.90110495765,57.08197972349
34.88160016376,57.08398086337,458373654465435264,134.7145006658,-3.7588946362,0.4546,-0.634,-1.159,255,16.531456,1.530227,0.7,NGC_869,34.88160518709,57.08398585351
34.73119602142,57.13135091732,458377605835299072,134.6215038327,-3.7414611101,0.3748,-0.647,-1.231,205,13.984034,0.693246,0.6,NGC_869,34.73120115431,57.13135621746
34.47201381236,57.03651841201,458370145467507968,134.5196800698,-3.8775028367,0.4671,-0.902,-1.169,283,14.199967,0.645464,0.7,NGC_869,34.47202094998,57.0365234452
34.74610112827,57.28071312122,458380938730277248,134.5793930956,-3.5979055787,0.3949,-0.783,-1.112,252,14.700109,0.832208,0.8,NGC_869,34.74610736528,57.280717909
34.94350270318,57.07911908522,458373757544648960,134.7478987356,-3.7522101757,0.4113,-0.561,-1.196,246,14.550651,0.851425,0.8,NGC_869,34.94350714753,57.07912423466
35.1309558644,57.06406658674,458362414522436992,134.8491315034,-3.7320778513,0.4399,-0.622,-1.075,280,12.765909,0.523849,1.0,NGC_869,35.13096079,57.06407121521
34.607873501,57.17360752445,458372898545112704,134.5442260154,-3.7237568262,0.4125,-0.63,-1.155,246,15.419149,1.154965,0.5,NGC_869,34.60787850473,57.17361249737
34.64778900684,56.94760937528,458366129682906112,134.6396800013,-3.9298523358,0.3467,-0.538,-1.238,231,16.506437,1.195479,0.4,NGC_869,34.64779325393,56.94761470556
35.13426806999,57.15198989985,458363999378833664,134.8210457125,-3.6487219829,0.3311,-0.374,-1.05,276,17.333076,1.656462,0.2,NGC_869,35.13427103872,57.15199442068
34.5242070445,56.98806785327,458369222058970496,134.5625523179,-3.913909446,0.5016,-0.495,-1.017,252,12.884281,0.531325,0.4,NGC_869,34.52421095639,56.98807223202
34.60667427563,57.19707712788,458378980225191040,134.5358394235,-3.701820449,0.4071,-0.706,-1.171,252,14.518541,0.682245,0.7,NGC_869,34.60667988655,57.19708216969
34.58982495913,56.96901722359,458366404560797056,134.6026870152,-3.9201007784,0.3298,-0.836,-1.289,219,12.996785,0.366703,0.6,NGC_869,34.5898315625,56.96902277345
34.72034520584,57.22080495353,458378533548592512,134.5861691716,-3.6590397415,0.4032,-0.732,-1.135,233,12.415597,0.622253,0.7,NGC_869,34.72035102714,57.22080984034
34.9565084065,57.0792807629,458362040873863296,134.7545175434,-3.7496870243,0.3472,-0.632,-0.873,263,15.580532,1.02786,0.5,NGC_869,34.95651341335,57.07928452165
34.61022749801,57.21070023159,458379014584350336,134.533148366,-3.6883266965,0.3761,-0.665,-0.939,230,13.51616,0.547248,0.7,NGC_869,34.61023278503,57.21070427451
34.69613992183,57.20518660243,458378877145977344,134.5789735038,-3.6781231383,0.358,-0.6,-1.059,270,15.425939,0.883055,0.7,NGC_869,34.69614469137,57.20519116201
34.69276872722,57.20074607106,458378877145977600,134.5787232445,-3.6829179722,0.4288,-0.709,-1.325,267,13.413834,0.629478,0.5,NGC_869,34.69277436254,57.20075177592
34.72134015978,57.21598543283,458378499188855040,134.5882820648,-3.6634068768,0.3558,-0.592,-1.013,261,15.444258,0.931973,0.5,NGC_869,34.7213448671,57.21598979436
34.51406490529,57.00313337921,458369325138182400,134.552351805,-3.9015028957,0.389,-0.643,-1.043,282,14.685671,0.659418,1.0,NGC_869,34.51406998885,57.0031378699
34.72052302608,57.21391591501,458378499188855168,134.5885524995,-3.6655058876,0.4143,-0.966,-0.877,246,16.877018,1.549847,0.3,NGC_869,34.72053070685,57.21391969098
34.76275305296,57.09555405297,458374582178372352,134.6496261739,-3.7695242882,0.4623,-0.643,-0.631,253,16.101995,1.194561,0.4,NGC_869,34.76275814919,57.09555676978
35.13622475941,57.11918129331,458363136076941056,134.8331608529,-3.6792400903,0.4052,-0.775,-1.255,268,12.424173,0.606568,0.8,NGC_869,35.13623090575,57.11918669678
35.06056227436,57.14023042821,458363754552231296,134.7873067212,-3.6732867941,0.3477,-1.072,-0.569,202,12.92021,1.802933,0.2,NGC_869,35.06057078097,57.14023287807
34.62973790294,57.22509490952,458379117663563008,134.5383696297,-3.6712488803,0.5149,-0.974,-0.982,256,17.415022,1.599703,0.5,NGC_869,34.62974564966,57.22509913758
34.69459335032,57.10307476634,458371695960348160,134.6121260189,-3.7747310278,0.3411,-0.737,-1.039,239,15.633941,0.917896,0.6,NGC_869,34.69459919275,57.10307923981
34.91874539864,57.07998765427,458373826264127488,134.734902952,-3.7559012141,0.4657,-0.617,-0.785,251,15.040029,1.092129,0.6,NGC_869,34.91875028675,57.07999103413
34.71403952354,57.18776341554,458378052507957632,134.5939341714,-3.6913408407,0.3044,-0.568,-1.053,257,17.843925,1.738594,0.1,NGC_869,34.71404403657,57.18776794929
34.7120781955,57.19540957979,458378121231734400,134.5903860619,-3.6844810897,0.3941,-0.794,-1.212,230,14.446338,0.822293,0.9,NGC_869,34.71208450551,57.19541479812
35.09741609147,57.05692351223,458362487550472576,134.834347359,-3.7449612949,0.3477,-0.941,-1.231,273,15.115767,0.841117,0.4,NGC_869,35.0974235418,57.05692881237
34.42119640555,57.00959048849,458370184131642496,134.5023498777,-3.9120171553,0.3353,-0.552,-1.106,249,16.217533,1.118344,0.1,NGC_869,34.42120077042,57.00959525043
34.49341196057,57.00232665827,458369290778445056,134.5419718488,-3.9059654761,0.3462,-0.612,-1.158,279,17.142117,1.286326,0.1,NGC_869,34.49341679894,57.0023316441
34.54472287242,56.99787080515,458369634375828480,134.5698913715,-3.9009716914,0.355,-0.687,-1.183,185,11.125327,0.336761,0.5,NGC_869,34.54472830308,56.99787589862
34.47335053775,56.97876546332,458369153339497344,134.5393897458,-3.931809954,0.38,-0.698,-1.116,263,15.240133,0.72708,0.6,NGC_869,34.47335605253,56.97877026832
34.50346964677,56.97615770538,458369118979758720,134.5557870399,-3.928875499,0.4173,-0.583,-1.097,235,12.568023,0.409547,0.6,NGC_869,34.50347425263,56.97616242857
34.82754281884,57.18327917151,458375338092495744,134.6535531368,-3.6750986974,0.4549,-0.63,-1.088,224,15.621483,1.065087,0.7,NGC_869,34.82754782388,57.18328385595
34.60417474371,57.23082038789,458379186383039232,134.5233868371,-3.6704195954,0.3698,-0.469,-0.598,271,14.936969,0.765915,0.2,NGC_869,34.60417847449,57.23082296261
34.46760882208,56.98238658212,458369909253740544,134.5352351294,-3.9294178572,0.3616,-0.811,-1.028,240,16.239597,1.064129,0.6,NGC_869,34.46761523028,56.98239100823
34.51086921235,56.97683065403,458369118979758208,134.5593820418,-3.9269129409,0.4825,-0.801,-1.0,231,16.47583,1.271943,0.6,NGC_869,34.51087554059,56.97683495959
34.70891209996,57.1864233521,458378121231734784,134.5917534961,-3.6935272584,0.3846,-0.517,-1.044,267,15.294785,0.9264,0.9,NGC_869,34.70891620762,57.1864278471
34.64099729061,57.22739922678,458379117663562368,134.5433692427,-3.6670578501,0.4844,-0.692,-1.344,269,11.533028,0.509772,0.4,NGC_869,34.64100279479,57.22740501345
34.74467470887,57.09451784393,458368706663115520,134.6406895453,-3.7737678952,0.4101,-0.731,-0.932,238,14.169919,0.777673,0.9,NGC_869,34.7446805024,57.09452185671
34.64901773875,57.24039009569,458379152023299328,134.5431652172,-3.6533624728,0.3885,-0.407,-0.363,290,17.966307,1.225019,0.4,NGC_869,34.64902097717,57.24039165861
34.73456248346,57.0952566256,458368775382592384,134.6352510721,-3.7748970866,0.4039,-0.824,-1.146,239,15.714416,0.995612,0.6,NGC_869,34.73456901419,57.09526155977
34.6768330768,57.10041722875,458371661600616064,134.6038887568,-3.7804370746,0.4142,-0.736,-1.516,211,12.772084,0.505455,0.2,NGC_869,34.67683891088,57.10042375597
34.55792274277,56.96493830307,458368947181067904,134.5875817561,-3.9296909333,0.3886,-0.826,-1.609,275,16.75433,1.165617,0.1,NGC_869,34.55792926643,56.96494523071
34.96718541838,57.10872137739,458373929343289472,134.7500924665,-3.7200071251,0.3671,-0.749,-1.016,247,14.160028,0.730967,0.4,NGC_869,34.96719135684,57.10872575183
34.70175839583,57.15876449387,458377915073306112,134.5972858727,-3.7209055862,0.409,-0.974,-0.839,202,15.010854,0.774619,0.2,NGC_869,34.70176612865,57.15876810623
34.57382920785,56.9680892865,458368981541177344,134.5947444671,-3.9238554859,0.3764,-0.576,-1.097,251,12.366285,0.355731,0.8,NGC_869,34.57383375742,56.96809400969
34.70080123887,57.16620788975,458377915073305856,134.5943201895,-3.7140561171,0.4247,-0.604,-0.756,236,15.452029,0.891347,0.6,NGC_869,34.70080603514,57.16621114475
34.67180616328,57.10386117365,458371661600612352,134.6001631699,-3.7780927664,0.3927,-0.433,-1.122,222,14.902902,0.784824,0.7,NGC_869,34.67180959588,57.10386600448
34.83245957924,57.08486389742,458373585745964416,134.6889817588,-3.766983327,0.4247,-0.712,-0.746,260,14.982051,1.04492,0.6,NGC_869,34.83246522071,57.08486710936
34.75119368647,57.18285633499,458378224310951040,134.6145982767,-3.6892792551,0.3635,-0.833,-1.175,227,15.311072,0.873475,0.8,NGC_869,34.75120030417,57.18286139402
34.62360105696,57.23810384512,458379186383038080,134.5309174841,-3.6600704402,0.4318,-0.881,-1.293,269,16.03814,1.133225,0.6,NGC_869,34.62360806648,57.2381094122
34.64093353589,57.25021105937,458379598699896960,134.5357723433,-3.6455426759,0.3255,-0.673,-0.753,280,16.705137,1.453013,0.5,NGC_869,34.64093889225,57.25021430145
34.84993522503,57.04016187688,458367396688447232,134.712914983,-3.8059481307,0.45,-0.891,-1.066,246,17.35044,1.693407,0.7,NGC_869,34.8499422763,57.0401664666
34.59475493816,56.96570967225,458366404560800128,134.6063246404,-3.9223349788,0.3594,-0.634,-1.263,253,14.79043,0.600054,0.4,NGC_869,34.59475994553,56.96571511017
34.61544389168,57.10893245636,458371902118781952,134.5695341021,-3.7834391645,0.4303,-0.685,-1.088,238,15.845743,1.021645,0.6,NGC_869,34.61544932275,57.1089371408
34.68842305142,57.12703965606,458371799039880064,134.6009925543,-3.7532340551,0.3204,-0.642,-1.371,219,15.380594,0.950191,0.3,NGC_869,34.68842814405,57.12704555898
34.67430520115,57.14206801891,458372005197935872,134.5887559283,-3.7415956748,0.4092,-0.582,-1.312,247,13.051249,0.605767,0.7,NGC_869,34.67430981971,57.1420736678
34.68213089984,57.12888914454,458372005198309888,134.5971490967,-3.7526216605,0.3067,-0.741,-1.28,223,15.494667,0.939969,0.4,NGC_869,34.68213677807,57.12889465565
34.83948918641,57.1771213492,458375269373453568,134.6617286321,-3.6787427976,0.398,-0.696,-0.921,236,15.41075,1.011484,0.7,NGC_869,34.83949471487,57.17712531462
34.69932171315,57.14441642609,458377880713568384,134.6008072918,-3.7348793463,0.4537,-0.802,-1.032,207,16.5381,1.273919,0.6,NGC_869,34.69932807796,57.14442086942
34.62488438746,57.06316414904,458371107540935808,134.5895538139,-3.8249364878,0.3788,-0.715,-1.26,271,15.529733,0.918098,0.8,NGC_869,34.62489004939,57.06316957404
34.68783588531,57.12184429652,458371799039880576,134.6024179102,-3.7582410924,0.4408,-0.622,-0.923,232,13.126696,0.545561,0.9,NGC_869,34.6878408186,57.12184827055
34.66335104672,57.22015089485,458378941559949056,134.5572163393,-3.6698907714,0.4319,-0.966,-1.174,245,14.019255,0.708256,0.6,NGC_869,34.66335872879,57.22015594957
34.92811611557,57.07303009429,458373757544658432,134.7420481572,-3.7607502667,0.383,-0.619,-1.071,274,13.954992,0.774496,0.6,NGC_869,34.9281210186,57.07303470554
34.81926101721,57.08392184678,458374341660210944,134.6825208875,-3.7702642608,0.3879,-0.605,-1.138,264,15.287068,0.94454,0.8,NGC_869,34.81926581076,57.0839267465
34.76492134026,57.08925296421,458368706663118848,134.6528406287,-3.77507437,0.396,-0.393,-1.359,255,11.99067,0.466411,0.2,NGC_869,34.76492445453,57.08925881546
34.74934106595,57.16662275298,458377846353419392,134.6190583286,-3.7049230521,0.3986,-0.799,-1.093,168,14.517685,0.868368,0.9,NGC_869,34.74934741076,57.16662745895
34.53040162069,56.94197998277,458368809742116864,134.5809647899,-3.9563131408,0.4546,-0.611,-0.997,253,14.760137,0.622241,0.6,NGC_869,34.53040644333,56.94198427541
34.81341369498,57.24751418719,458379903632621312,134.6248594736,-3.617092893,0.3856,-0.651,-0.801,258,11.754906,0.478647,0.7,NGC_869,34.81341887587,57.24751763594
34.75999171517,57.04440807412,458368294346313984,134.6652616906,-3.818255853,0.3588,-0.624,-0.785,230,15.209491,0.826872,0.4,NGC_869,34.759996654,57.04441145398
34.79605320809,57.29245976771,458380315950400896,134.6009838096,-3.577844857,0.3005,-1.035,-0.938,251,17.209463,1.517006,0.4,NGC_869,34.79606145504,57.29246380632
34.69938456353,57.09796022354,458371695960354816,134.6162869528,-3.7786924577,0.3944,-0.896,-0.69,194,13.127615,0.53987,0.6,NGC_869,34.69939166542,57.09796319437
34.89927655377,57.18553198755,458376575043513088,134.6895148406,-3.6599857602,0.3689,-0.976,-1.237,222,15.211688,0.892308,0.6,NGC_869,34.89928430809,57.18553731352
34.77074954844,56.9586230884,458366713798434432,134.6994127099,-3.8972012625,0.2965,-0.505,-1.056,242,10.44579,0.41788,0.6,NGC_869,34.7707535362,56.95862763507
34.66817740269,57.14697226046,458372069613021056,134.5839839443,-3.7380702386,0.4267,-0.869,-1.396,232,17.380865,1.34334,0.4,NGC_869,34.6681842997,57.14697827102
34.98441736474,57.069400141,458361972154395776,134.7721619379,-3.7539014827,0.3759,-0.683,-1.059,258,14.064429,0.706291,0.9,NGC_869,34.98442277418,57.06940470058
34.78450589734,57.38234429074,458381969521912960,134.565104765,-3.4951668217,0.423,-0.753,-1.282,246,16.138567,1.150888,0.5,NGC_869,34.784511912,57.38234981046
34.74262046006,57.12389848586,458377605835667200,134.6298467516,-3.7464291685,0.3466,-0.587,-1.122,239,16.756237,1.320814,0.7,NGC_869,34.74262511601,57.12390331669
34.6646563418,57.13956020572,458372005197940992,134.5846386768,-3.7456965757,0.3975,-0.988,-1.437,245,17.998775,1.640812,0.1,NGC_869,34.6646641817,57.1395663928
34.53765226374,56.94345587034,458368844101854848,134.5842204665,-3.9536165239,0.461,-1.089,-1.274,234,16.956818,1.451488,0.3,NGC_869,34.5376608596,56.94346135562
34.88339193087,57.12178974323,458374135501713280,134.7027479712,-3.7229374309,0.3529,-0.805,-1.341,210,13.643722,0.722693,0.7,NGC_869,34.88339831558,57.12179551698
34.50612890191,56.9570764268,458369084620022912,134.5634528802,-3.9464171249,0.2864,-0.625,-1.161,271,16.76241,1.376277,0.5,NGC_869,34.50613383706,56.95708142555
34.78292217036,56.94503140853,458366610719232256,134.710222944,-3.9078069439,0.4393,-0.953,-0.723,216,16.680584,0.744766,0.3,NGC_869,34.78292969304,56.94503452145
34.89291072711,57.17112362674,458376506324038400,134.6910876602,-3.6747181323,0.3616,-1.098,-1.26,201,15.242312,0.861464,0.2,NGC_869,34.89291944732,57.17112905174
34.88525867967,57.00099544911,458355581243152768,134.7441980695,-3.8364347775,0.3601,-0.62,-1.067,252,15.925308,1.090826,0.6,NGC_869,34.88526358111,57.00100004314
34.9995963854,57.23768542202,458376437604071552,134.7232730294,-3.5926333726,0.4134,-0.66,-1.085,281,15.217031,0.834761,0.9,NGC_869,34.99960163651,57.23769009355
34.67849296004,57.05718702706,458368225626832768,134.6191043273,-3.820923712,0.4159,-0.648,-1.064,217,15.871607,1.122444,0.7,NGC_869,34.67849809059,57.05719160817
34.68407217934,57.112846353,458371764680143744,134.6034762257,-3.767407511,0.4121,-0.778,-1.285,251,16.317535,1.27956,0.4,NGC_869,34.68407834842,57.11285188564
34.79192253055,57.2963067114,458381071864648192,134.5975913449,-3.5749610545,0.3778,-1.426,-0.638,262,17.6275,1.761057,0.2,NGC_869,34.79193389421,57.29630945834
34.73723336372,56.94163823603,458365408128396672,134.6877979742,-3.9192992261,0.402,-0.271,-1.331,235,17.704477,1.287508,0.1,NGC_869,34.73723550271,56.94164396672
34.75983176223,57.36007737761,458381832082961792,134.5599587252,-3.5205918708,0.3677,-1.105,-1.498,252,15.286724,0.929382,0.1,NGC_869,34.75984058317,57.36008382733
34.86458350539,57.11879254794,458374101141983104,134.6941085343,-3.729175713,0.2892,-0.951,-1.023,210,15.787244,1.15015,0.7,NGC_869,34.86459104746,57.11879695252
35.14845650499,57.08838476358,458362659349108864,134.849861812,-3.7059757308,0.3853,-0.393,-0.802,281,15.024152,0.867818,0.7,NGC_869,35.14845961919,57.08838821664
34.84998019628,57.04459891014,458373478362144896,134.7114528796,-3.8017577221,0.4446,-0.374,-0.847,239,17.4675,1.597076,0.3,NGC_869,34.84998315643,57.04460255695
34.88788241368,57.16216958575,458375028855290112,134.6915146764,-3.6840683291,0.4123,-1.101,-0.498,225,17.539587,1.510971,0.1,NGC_869,34.88789115559,57.16217172992
34.74739836731,57.13110646172,458377640195033472,134.6298963301,-3.7387690294,0.3433,-0.808,-1.066,156,16.802221,1.427348,0.6,NGC_869,34.74740477743,57.13111105144
34.77290080849,57.0202045909,458367504072356864,134.6799736578,-3.8387418934,0.3803,-0.96,-1.255,220,12.889667,0.608342,0.3,NGC_869,34.77290840174,57.02020999437
34.78897132629,57.01855976585,458367504072357120,134.6887899332,-3.8373796349,0.338,-0.952,-0.364,215,13.647694,0.83456,0.1,NGC_869,34.78897885593,57.01856133307
34.72112686284,57.07135826401,458368569224482688,134.6363065241,-3.7998636578,0.3474,-0.671,-1.021,239,16.763758,1.346472,0.6,NGC_869,34.72113217752,57.07136265998
34.73131810941,57.0955278916,458368775382910976,134.6334947923,-3.7752268951,0.4269,-1.108,-1.733,193,17.268265,1.357361,0.1,NGC_869,34.73132689108,57.09553535313
35.07626064232,57.11023343184,458363518342547968,134.8054786825,-3.698655561,0.4922,-0.644,-1.077,244,16.219782,1.286916,0.8,NGC_869,35.0762657485,57.11023806892
34.8815590928,57.14920299149,458374994495554048,134.6926216743,-3.6974352174,0.461,-0.631,-1.538,210,17.243538,1.570971,0.5,NGC_869,34.88156410117,57.14920961343
34.96867766523,56.916966695,458354275573166208,134.8153739287,-3.9003614184,0.3458,-0.642,-1.408,256,16.628716,1.435966,0.4,NGC_869,34.96868272916,56.91697275722
34.84514526292,57.14158712763,458374925776076800,134.6765135282,-3.7112143856,0.3903,-0.882,-1.079,208,11.204694,0.558793,0.5,NGC_869,34.84515226208,57.14159177332
34.76542742663,56.94051513868,458366679438714368,134.7027105825,-3.9152428041,0.4311,-0.681,-0.917,232,15.924495,1.018645,0.6,NGC_869,34.76543280158,56.94051908687
34.8715074455,57.1135595306,458374101142359808,134.6994118711,-3.7328513442,0.3989,-0.537,-0.94,227,15.634503,0.977984,0.5,NGC_869,34.87151170367,57.11356357782
34.90104584357,57.07450909987,458373448307015040,134.7276572723,-3.7642846448,0.3916,-0.758,-0.986,264,14.67579,0.847304,0.9,NGC_869,34.90105184785,57.07451334515
34.87009017833,57.11792406804,458374101142359424,134.6972230784,-3.7289950787,0.4252,-0.626,-1.121,256,10.940348,0.743849,0.7,NGC_869,34.87009514282,57.11792889457
34.63299907956,57.1467722093,458372791167536512,134.5660044088,-3.744577467,0.4431,-0.44,-1.07,208,14.685658,0.721997,0.4,NGC_869,34.6330025717,57.14677681624
34.72256290389,57.09550479116,458368741023172480,134.6290066638,-3.7768287189,0.3664,-1.454,-1.058,215,17.39699,1.149979,0.2,NGC_869,34.72257442785,57.09550934644
34.70616914873,57.09720877906,458371695960355072,134.6200210383,-3.7781782675,0.4199,-0.575,-1.302,271,9.902083,0.448507,0.8,NGC_869,34.70617370621,57.09721438489
34.67105094802,57.2942024154,458379766194593792,134.5365717092,-3.5986413247,0.4334,-0.963,-0.737,253,17.072733,1.499208,0.2,NGC_869,34.67105862164,57.29420558859
34.87656232837,57.13300742209,458374891416340992,134.6954880316,-3.7136050927,0.394,-0.507,-1.09,257,16.752594,1.594562,0.7,NGC_869,34.87656635077,57.13301211515
34.89767726032,57.18840465944,458376609403251072,134.6877332109,-3.6575687252,0.4875,-0.643,-0.661,237,17.35351,1.60494,0.3,NGC_869,34.89768236935,57.18840750541
34.73564742102,57.11151332834,458368775382909184,134.630393894,-3.7593684914,0.3993,-0.752,-1.341,250,16.614616,1.286516,0.7,NGC_869,34.73565338372,57.11151910209
34.88563285934,56.92684458439,458354756609501696,134.7692533691,-3.9062451351,0.435,-0.225,-0.635,270,15.145065,0.744449,0.1,NGC_869,34.88563463455,56.92684731842
34.79777878058,57.12355465422,458374719617277824,134.6582562157,-3.7367883416,0.4385,-0.611,-0.846,183,15.667448,1.12275,0.5,NGC_869,34.79778362685,57.12355829672
34.84953522674,57.12717072712,458374857056602240,134.6835879461,-3.724007782,0.3696,-0.735,-0.959,248,15.682079,1.035523,0.7,NGC_869,34.84954105711,57.12717485615
34.78690163175,57.12563015774,458374715313497984,134.6519844469,-3.736798321,0.4113,0.137,-0.994,197,10.90529,0.575286,0.1,NGC_869,34.78690054505,57.12563443746
34.91870182395,57.00516156416,458361388038927744,134.7600008981,-3.8264121448,0.3984,-0.623,-0.981,227,13.509857,0.629548,0.7,NGC_869,34.91870674966,57.00516578791
34.77957691245,57.16278005928,458378155585659392,134.6358324921,-3.7030919533,0.2887,-0.675,-0.213,220,16.689598,1.313103,0.3,NGC_869,34.77958227202,57.16278097636
34.85522130871,57.32509440526,458380766931078016,134.6202628896,-3.5364197394,0.4388,-0.68,-0.966,263,15.305505,0.985458,0.9,NGC_869,34.85522673181,57.32509856443
34.87035385676,57.15885959978,458375063214607744,134.6836467569,-3.6903661605,0.4454,-0.401,-0.805,210,13.91334,0.767711,0.7,NGC_869,34.87035704041,57.15886306575
34.4085125039,57.02104949405,458370252851116672,134.4920464043,-3.90345424,0.4173,-0.62,-1.13,288,13.735223,0.557469,0.7,NGC_869,34.40851740798,57.02105435933
34.80091001928,57.3288139183,458381488485584256,134.5913266641,-3.5426936974,0.378,-0.639,-0.915,262,17.457329,1.677492,0.5,NGC_869,34.80091511591,57.32881785788
34.88427256243,57.11366429718,458374101141988864,134.7059228417,-3.7304350466,0.3608,-0.819,-1.207,257,15.583075,1.233484,0.7,NGC_869,34.88427905675,57.11366949399
34.6519974209,57.0208476795,458368053828409856,134.6175404353,-3.8599866896,0.5238,-0.623,-1.142,224,17.670902,1.716547,0.3,NGC_869,34.65200234869,57.02085259644
34.8110872819,57.12099368431,458374513458849536,134.6659375204,-3.7367948636,0.2936,-0.726,-1.145,263,15.802978,1.094864,0.7,NGC_869,34.81109303991,57.12099861417
34.62430170244,57.1508732332,458372795471717888,134.5601830822,-3.7422678711,0.4424,-0.625,-1.555,271,9.324959,0.377954,0.3,NGC_869,34.62430666341,57.15087992834
34.66131415541,57.03351634028,458368088188146688,134.618129976,-3.8463536616,0.392,-0.629,-1.456,238,10.858016,0.389008,0.6,NGC_869,34.66131913235,57.03352260917
34.66824698106,57.05274020005,458371146204860672,134.6153126561,-3.8269660543,0.2935,-0.79,-0.692,239,16.610533,1.372013,0.1,NGC_869,34.66825323514,57.05274317949
34.63329276238,57.04085530199,458371043125401216,134.601275803,-3.8444763875,0.3573,-0.944,-0.767,238,16.2245,1.291927,0.4,NGC_869,34.63330023322,57.04085860435
34.73682866224,57.12860366604,458377605835302528,134.6253081617,-3.7430364092,0.3715,-0.542,-1.247,237,12.024322,0.533467,0.7,NGC_869,34.73683296181,57.12860903507
34.49150198337,57.03900788751,458370527729017472,134.5288969172,-3.8716664092,0.3944,-0.273,-1.043,252,16.367664,1.140493,0.2,NGC_869,34.49150414379,57.0390123782
34.79214565941,56.99630762227,458367057395781504,134.6978535146,-3.8577847093,0.319,-0.967,-1.03,256,16.061502,1.156804,0.5,NGC_869,34.79215330311,56.99631205699
35.06839696468,57.16036662697,458364132509426176,134.7845156097,-3.652896379,0.5247,-0.491,-1.18,213,17.33072,1.65122,0.5,NGC_869,35.06840086302,57.16037170753
34.83592049415,56.99211400802,458367194834734592,134.7217863338,-3.8537859779,0.4576,-0.784,-0.907,269,16.59324,1.325681,0.5,NGC_869,34.83592669062,56.99211791316
34.94279612381,57.10594214291,458373963703037824,134.7385229746,-3.7270687191,0.4416,-0.734,-1.074,256,16.363937,1.270001,0.9,NGC_869,34.94280194291,57.10594676708
34.74653869602,57.32184745376,458381351046633600,134.5659161676,-3.5590318193,0.3541,-0.664,-0.876,279,15.730391,1.026166,0.5,NGC_869,34.74654399105,57.32185122543
