col1,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,dist,dist_2264_center,PMemb
312,1635721458409799680,b'Gaia DR2 3326740998714107008',3326740998714107008,814181066,2015.5,100.20640296380114,0.03545349927326199,9.889709162774965,0.035396630265449695,1.3461862066753818,0.04132604312803198,32.574768,-1.4637893777297015,0.07362431786949829,-3.5811013420324858,0.06357823876905926,0.038672425,-0.08952615,-0.17016757,0.21576844,-0.4551176,0.15877563,-0.26501122,0.06641626,0.015973642,0.10101897,166,166,162,4,9.017793,375.94595,0.0,0.0,31,false,417.4888,1.7040664357608437,0.009273012019246433,0.022497816,19,11,0.04751713,0,19,false,162,529361.7778146826,245.95245099378576,2152.2932,11.378984,18,349734.183956665,615.8811895990041,567.8598,11.492043,18,275170.51283910393,338.70201155340607,812.4266,11.162915,1.180487,0,0.3291273,0.11305809,0.21606922,,,0,,,,b'NOT_AVAILABLE',202.9245858790745,2.1624123357626313,100.32827520110565,-13.184387909694847,100001.0,8331.75,8138.5,8536.0,0.66,0.517,0.844,0.3295,0.256,0.4148,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326740998714107008',b'',0.08663274549530499,0.08793232194492934,0.99299999833107
319,1635721458409799680,b'Gaia DR2 3326716126559368064',3326716126559368064,158976031,2015.5,100.2459951711457,0.05662372929837827,9.818376702950403,0.05309310380234695,1.334890898224104,0.061447565693422475,21.724064,-1.4678700172290935,0.11185499466338096,-3.6203745922209283,0.09777434330042259,-0.1408868,0.1168886,-0.29489005,0.17650688,-0.34350663,0.093932666,-0.38242322,0.17255995,0.11377137,-0.07668554,176,0,176,0,2.0363338,210.72328,0.1928150393236092,1.6379462385219234,31,true,4.9316006,1.3444803727152808,0.014107865480533815,-0.038621895,20,11,0.109098196,0,20,false,176,5482.393163996496,9.029116821023216,607.1904,16.34094,18,1569.0175666593607,37.283906512298074,42.08297,17.362318,17,6457.754296086732,13.820490281786915,467.25943,15.236716,1.4641,1,2.1256018,1.0213776,1.1042242,,,0,,,,b'NOT_AVAILABLE',203.00591740155087,2.1645481970458604,100.37355476912786,-13.25270273720159,100002.0,3827.2,3554.0,4198.01,,,,,,,200111.0,1.0849108,0.9017153,1.2581183,0.2275136,0.20510128,0.24992591,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326716126559368064',b'',0.0878329615491255,0.08822264832749976,0.9399999856948853
323,1635721458409799680,b'Gaia DR2 3326716328422492800',3326716328422492800,1550611925,2015.5,100.23958361757776,0.13118260635559226,9.822430588055905,0.126605413281357,1.1942629235175597,0.1461437068230019,8.17184,-1.2836344706003722,0.2522042868120766,-3.4144983288084276,0.22577203114117242,-0.22340813,0.06780975,-0.21436292,0.32025152,-0.25685778,0.2312336,-0.37228546,0.27457112,0.12491168,-0.22981277,167,0,167,0,17.34849,716.09674,0.920869103648268,26.19530332112512,31,false,0.899631,1.2730909484708088,0.03373176892815277,-0.077862576,19,11,0.24920644,0,19,false,166,3885.354288651316,6.237961626440174,622.8564,16.714788,16,842.0304477438327,11.260851063195354,74.775024,18.038069,18,5313.160119994904,23.302278035960878,228.01033,15.448538,1.5842031,0,2.589531,1.3232803,1.2662506,,,0,,,,b'NOT_AVAILABLE',202.99942170655706,2.1607782939341273,100.36677887557825,-13.249118653790132,102001.0,3790.4675,3300.0,4486.7065,,,,,,,200111.0,1.0538411,0.75215155,1.3903778,0.20654565,0.15527986,0.25781143,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326716328422492800',b'',0.08816910202962067,0.08866596499447794,0.5110000020265579
328,1635721458409799680,b'Gaia DR2 3326929294376833152',3326929294376833152,1347724500,2015.5,100.22876486430468,0.1683130043534403,9.952540000001601,0.19162066388498303,1.3105778497496272,0.232365272127634,5.6401625,-2.094409180955151,0.3268796642383653,-4.278592755259561,0.29072535124454735,-0.026447752,-0.13167484,-0.253285,0.24993701,-0.62621784,0.044936195,-0.40453732,0.2784991,0.22279803,-0.11239876,150,0,148,2,1.7467966,173.86137,0.2519479296394791,0.36969576576176677,31,false,0.65380275,1.200106313563125,0.04483596062171631,-0.04961894,17,11,0.3044329,0,17,false,148,961.6714113054256,2.4353697305034823,394.87695,18.230799,13,232.2069716202674,15.173694758288542,15.303258,19.4367,14,1431.257482276043,5.384036523128287,265.83353,16.872625,1.7297639,0,2.5640755,1.2059021,1.3581734,,,0,,,,b'NOT_AVAILABLE',202.87870949873448,2.210696352136293,100.34616116377623,-13.12012610095658,,,,,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326929294376833152',b'',0.0883730704792212,0.08908293669832708,0.7239999947696925
329,1635721458409799680,b'Gaia DR2 3326741788986708352',3326741788986708352,1240517227,2015.5,100.38130186233765,0.03259763103239169,9.915215304828921,0.03202562084964479,3.1516065983598764,0.03762164167165803,83.77111,14.245192581807423,0.060674217021922966,-3.659118910623043,0.05468397754112557,-0.28064668,0.22235872,-0.25256336,0.22762695,-0.39636645,0.07132365,-0.4188456,0.27089313,0.12784395,-0.13060428,179,179,178,1,2.4224467,221.29897,0.0,1.071183478194952E-15,31,true,365.3883,1.5974313768664676,0.008063786697178901,-0.09316861,20,11,0.042408157,0,20,false,175,379991.19259780936,113.43795116327782,3349.7712,11.738932,19,195714.88244432336,235.29081685933778,831.7999,12.122329,19,262674.9053428645,289.89639254240586,906.09924,11.213373,1.2063168,0,0.9089556,0.3833971,0.5255585,,,0,,,,b'NOT_AVAILABLE',202.9805672958802,2.327356009518749,100.50283480776609,-13.146372387066526,100001.0,5505.0,5384.033,5718.0,,,,,,,200111.0,1.366079,1.2661996,1.4281539,1.5441008,1.5166469,1.5715547,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326741788986708352',b'',0.08873707787787677,0.08999460154135054,0.7980000000447035
330,1635721458409799680,b'Gaia DR2 3326740998714965248',3326740998714965248,1158205277,2015.5,100.20462133710762,0.08215848474501404,9.90084917733103,0.08307430512014274,0.5951240224128138,0.09636455952779976,6.175756,-0.08488474448951346,0.16029125204717543,-4.106108555211102,0.14217662758389857,-0.04953044,-0.1368524,-0.2212083,0.3007642,-0.46187937,0.1931747,-0.358621,0.19736852,0.1173089,-0.12322858,163,0,163,0,2.0559895,196.66614,0.27072930579916754,1.815592887566906,31,false,2.5645149,1.3642748692504802,0.020574287244706026,-0.0017898785,19,11,0.15436001,0,19,false,163,3122.701348787597,3.2994495555451615,946.431,16.95204,18,927.4211847999127,9.598742115535803,96.61903,17.933195,18,3688.9642332518056,15.631443681107505,235.99638,15.844659,1.4783307,0,2.0885363,0.9811554,1.1073809,,,0,,,,b'NOT_AVAILABLE',202.9138659149571,2.165937477681445,100.32564915734625,-13.173404160990463,102001.0,3699.3333,3557.0,4100.4,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326740998714965248',b'',0.08877367088098466,0.09009478812156173,0.5930000074207783
341,1635721458409799680,b'Gaia DR2 3326713102902390656',3326713102902390656,1367373659,2015.5,100.26805958142523,0.02398024369017999,9.806112925073535,0.022577145880821842,1.3981688046649552,0.026015581221086097,53.743515,-1.459140726141662,0.04917307834430904,-3.822689619690722,0.042307966934771735,-0.10487568,0.088984676,-0.25844857,0.18600613,-0.3396842,0.14105296,-0.33889997,0.08335686,0.02644094,0.027849684,168,0,167,1,-5.0353813,86.77526,0.0,0.0,31,true,46.33681,1.4931795992053292,0.006041823738911938,-0.0016257438,19,11,0.055191085,0,19,false,168,36652.83463767287,71.88355874330738,509.89175,14.278097,19,15154.242702199912,126.26057914513915,120.02355,14.900053,19,31273.939677888473,153.53588545536076,203.6914,13.523964,1.266701,0,1.3760891,0.6219559,0.7541332,,,0,,,,b'NOT_AVAILABLE',203.0267692366464,2.1782931734402813,100.39674940050311,-13.263351873322467,100001.0,4800.0503,4506.2573,5059.0,1.5265,1.2475,1.7861,0.7713,0.597,0.8981,200111.0,1.3401608,1.2064773,1.5206054,0.85899717,0.8187392,0.89925516,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326713102902390656',b'',0.08988170052727727,0.08999746683309612,0.9909999978542328
342,1635721458409799680,b'Gaia DR2 3326928705964373376',3326928705964373376,610642648,2015.5,100.20528366702659,0.13793183772234732,9.911945443046262,0.13323288234136352,1.2860868183286438,0.1484191600702992,8.665235,-2.0842275656380655,0.29428297773918755,-3.4189510766119824,0.25041205857000143,0.14143823,-0.13321915,-0.3946422,-0.011954247,-0.43995178,-0.0666041,-0.4443299,0.15719147,0.12669,0.19123627,150,0,147,3,2.8157725,194.11192,0.4528191746219267,2.25565728718888,31,false,1.0573022,1.2822785699166217,0.03333450154432634,0.08100421,17,10,0.2795992,0,18,false,147,1569.567745845573,3.1499408011965735,498.28485,17.698915,16,411.2929544621126,17.745842883331665,23.176863,18.81601,16,2129.487388674048,12.61866367635416,168.75696,16.441233,1.6187772,0,2.3747768,1.117094,1.2576828,,,0,,,,b'NOT_AVAILABLE',202.90428494643223,2.171584539826151,100.32549266963164,-13.162289774263106,,,,,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326928705964373376',b'',0.08989350455447179,0.09117998715248346,0.8359999862313271
345,1635721458409799680,b'Gaia DR2 3326928882059976576',3326928882059976576,354049757,2015.5,100.21191589016343,0.038664619689136495,9.931381195359181,0.036575385657251824,1.3747028879680443,0.048005391964524,28.636427,-1.532892805423453,0.07169331649561748,-3.7001386211789393,0.060077722039940676,-0.044236623,0.24602576,0.0839376,0.36118397,-0.48388898,0.104767025,-0.2666766,0.3335547,0.22354625,0.14208585,142,0,142,0,-0.5030626,128.20154,0.0,0.0,31,false,20.7862,1.44036483100325,0.009185407982904415,0.043516017,16,10,0.07347053,0,17,false,142,17296.990057968098,153.74873268946791,112.50168,15.093439,14,6176.1929446500835,257.30327957981956,24.003553,15.874586,15,17242.851321768183,423.8252523940838,40.68387,14.170397,1.3539375,0,1.7041893,0.781147,0.9230423,,,0,,,,b'NOT_AVAILABLE',202.88996590852602,2.1862709462085226,100.33073906631806,-13.142432045171104,100001.0,4188.5737,4058.4827,4284.0,,,,,,,200111.0,1.3932066,1.3318304,1.4839541,0.5382579,0.49642795,0.58008784,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326928882059976576',b'',0.09012618531623644,0.09122668262816669,1.0
358,1635721458409799680,b'Gaia DR2 3326928916419712896',3326928916419712896,1284043446,2015.5,100.21747013466184,0.06594247352166198,9.945333199966917,0.06660991737373614,1.390267906210885,0.07878619879976774,17.646084,-1.3653520234622005,0.1309446021068581,-3.8323631898618085,0.11527294103359943,0.0437121,-0.13626485,-0.19939496,0.21402834,-0.49126485,0.12223639,-0.32590392,0.17592868,0.14534064,-0.034253385,168,0,168,0,0.289648,167.60577,0.0,0.0,31,false,3.8131788,1.355997761749116,0.016694682252640647,0.011897668,19,11,0.122612454,0,19,false,167,3689.45505401697,14.136922688894616,260.98007,16.77096,17,1039.7393644277308,28.090333170043497,37.014133,17.809076,18,4430.866433831401,70.8486451472128,62.53989,15.645699,1.4827679,0,2.1633778,1.0381165,1.1252613,,,0,,,,b'NOT_AVAILABLE',202.88004348532124,2.197508325262176,100.33530441240204,-13.1281204019918,102001.0,3702.7124,3503.0,4100.4,,,,,,,200111.0,0.95291865,0.77703995,1.0646712,0.15377519,0.13555117,0.1719992,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326928916419712896',b'',0.09247938904969626,0.09341287462981514,0.9929999989271164
