,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,dist,PMemb
25,1635721458409799680,b'Gaia DR2 3326741239231756416',3326741239231756416,1311216831,2015.5,100.30176800736032,0.12804093478153836,9.916685536380816,0.13025683230502774,1.5149392772257344,0.14556100964266802,10.40759,-2.8540638395179654,0.24605741517474633,-3.676578043952415,0.22191401315521134,-0.2785929,0.08023447,-0.19510922,0.37593636,-0.44705513,0.24969335,-0.3602419,0.16581658,0.096070096,-0.2195233,162,0,162,0,3.2234094,220.48877,0.49966984755940896,3.048514444678158,31,False,1.0569965,1.3021098067441106,0.030657025468060442,-0.08801193,18,11,0.24454883,0,18,False,161,1679.280569270883,3.605087378769027,465.80856,17.625557,15,398.0842561471472,10.251084364426593,38.83338,18.85145,14,2216.7146937196285,10.085852705643392,219.78456,16.397646,1.5570947,0,2.453804,1.225893,1.227911,,,0,,,,b'NOT_AVAILABLE',202.94348249577524,2.258311572184418,100.4224857349456,-13.150651177252703,,,,,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326741239231756416',b'',0.02557059134198183,0.6
26,1635721458409799680,b'Gaia DR2 3326740796851503744',3326740796851503744,1003479611,2015.5,100.26860406476405,0.03659623988615275,9.888417381696215,0.03577449111684697,1.3439424568157057,0.035680130393879836,37.666412,-1.3685419261713903,0.07122941736463886,-3.713483068587932,0.06648831702201319,-0.3605982,-0.026395025,-0.3473483,0.472375,-0.25199264,0.3970073,-0.47761917,0.17817129,0.008679084,-0.3199192,160,0,158,2,1.2202274,174.62419,0.0,0.0,31,False,18.610645,1.4211685188415408,0.008531999255674633,-0.08211273,18,10,0.08793058,0,18,False,159,15462.174963464417,74.74084864106433,206.87717,15.215189,13,5140.293573664717,61.82739786401128,83.13941,16.07392,14,15688.55659071835,221.04121661351124,70.97571,14.272963,1.3470842,1,1.8009567,0.8587303,0.9422264,,,0,,,,b'NOT_AVAILABLE',202.95373147853934,2.216341029813824,100.39114085080368,-13.181226960969628,100002.0,3934.6025,3857.94,4126.463,2.1785,1.7775,2.4761,1.107,0.9459,1.252,200111.0,1.651238,1.5012586,1.7175148,0.5887318,0.5521551,0.6253086,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326740796851503744',b'',0.025600688999687236,1.0
27,1635721458409799680,b'Gaia DR2 3326740418894376704',3326740418894376704,1649973228,2015.5,100.32145533699925,0.08701191339092378,9.894364332338364,0.0874103133355657,1.2576759447772023,0.09699759765591885,12.966052,-1.297357218000151,0.1685159062426043,-3.9137778224582154,0.16253865594124542,-0.36015838,0.13584253,-0.25748047,0.3350905,-0.390399,0.19970079,-0.38549197,0.22013092,0.15344374,-0.3412643,161,0,160,1,1.6929154,186.00446,0.2796337878960666,1.768977486636816,31,False,2.3030157,1.2782532662539428,0.021469319729585944,-0.16084908,18,11,0.18108295,0,19,False,161,2848.774261986049,4.812541600790976,591.948,17.051722,18,665.0115919090758,15.628831622952948,42.55031,18.294315,18,3582.490189427951,14.386010183241583,249.02597,15.876457,1.4909928,1,2.4178581,1.2425938,1.1752644,,,0,,,,b'NOT_AVAILABLE',202.97221666143506,2.265382014139585,100.44402563665908,-13.171494479117396,100002.0,3804.02,3413.6667,4167.1724,,,,,,,200111.0,0.84686273,0.70569277,1.051614,0.13529818,0.113784865,0.15681149,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326740418894376704',b'',0.026832906001566292,0.8
31,1635721458409799680,b'Gaia DR2 3326739766059353472',3326739766059353472,1389756099,2015.5,100.28952577915531,0.04803579224199113,9.863868217027003,0.04653094632653508,1.2875260443333427,0.05431295852618994,23.705688,-1.8273002409766674,0.09366477386752423,-4.060072857298125,0.08495366465813242,-0.18420519,0.09793419,-0.20121756,0.26148877,-0.3480602,0.15482329,-0.35303172,0.22166517,0.14181739,-0.16136393,188,0,188,0,11.9982815,520.5492,0.34125953534074666,13.383976746990646,31,False,6.1204863,1.3690172554366695,0.011694772302345812,-0.056795873,21,11,0.09596397,0,21,False,188,18943.27885992319,30.417012362927952,622.78564,14.994728,20,4726.810437864586,42.08442271733894,112.31734,16.164968,21,22779.655557554324,59.885528076314095,380.38666,13.8680525,1.4520435,0,2.296916,1.1702404,1.1266756,,,0,,,,b'NOT_AVAILABLE',202.98500567547617,2.2234750757717987,100.41409318055588,-13.204208112291088,100001.0,3636.5,3428.0,4009.95,2.5427,2.3489,2.7898,1.282,1.1846,1.4453,200111.0,2.4747784,2.0352867,2.7849786,0.9649431,0.8765099,1.0533763,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326739766059353472',b'',0.028714804257984013,1.0
32,1635721458409799680,b'Gaia DR2 3326741346606643840',3326741346606643840,1316120209,2015.5,100.30491388469278,0.10203981891534819,9.919068576259082,0.10243184175854854,1.202271389820563,0.11497064287060839,10.457203,-2.693117920864169,0.22611012844570175,-3.2325156809377225,0.24631771243525152,-0.28828743,0.12702292,-0.06407793,0.15041652,-0.32706997,0.10221822,-0.124098234,0.03409773,0.17731626,-0.44689193,116,0,116,0,15.97653,557.8009,0.6387194028864112,24.17548880486113,31,False,1.9634887,1.335253205850384,0.0248768874257581,-0.1636348,13,9,0.25630352,0,16,False,118,9703.549981806922,26.642397537440964,364.2146,15.721039,0,,,,,0,,,,,,2,,,,,,0,,,,b'NOT_AVAILABLE',202.94277572963338,2.262156451492094,100.42548073522492,-13.148048097099048,,,,,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326741346606643840',b'',0.02883437799948854,0.3
35,1635721458409799680,b'Gaia DR2 3326739800419090176',3326739800419090176,1141875842,2015.5,100.30544579225501,0.05793554649202735,9.865109635199461,0.05624441044677403,1.3784435673706215,0.06160431073135951,22.375765,-1.7201816650582356,0.113371850252834,-3.7377722336050447,0.10535207838517811,-0.3178216,0.14373992,-0.35202372,0.25620514,-0.37697062,0.15505853,-0.41487584,0.17140569,0.122682825,-0.2586347,153,0,153,0,0.34918663,153.40547,0.0,0.0,31,False,5.9434237,1.3609420910015837,0.014056600871957547,-0.12934381,17,11,0.121085815,0,17,False,153,5436.384525980819,21.088514482274643,257.78888,16.35009,14,1618.2439140401268,28.94124808713389,55.914795,17.328777,16,6096.346744191873,63.56441556062986,95.90817,15.299246,1.4190664,0,2.0295315,0.9786873,1.0508442,,,0,,,,b'NOT_AVAILABLE',202.9910642186143,2.237997435464736,100.43006751961019,-13.201824451168607,100001.0,3722.0,3653.0,4041.515,,,,,,,200111.0,1.1468363,0.97267056,1.1905696,0.22740656,0.2056486,0.24916452,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326739800419090176',b'',0.029223239051522666,0.9
36,1635721458409799680,b'Gaia DR2 3326740178376209536',3326740178376209536,1329068179,2015.5,100.32124907324024,0.07382413645459873,9.877924799846982,0.07109651913195221,1.2585590177226156,0.07294908194193832,17.25257,-1.1831228631388433,0.1384326400471976,-3.287794506330184,0.12322817081210886,-0.43057626,0.097547,-0.39598817,0.36312863,-0.26915905,0.2707766,-0.508907,0.22923456,0.06242349,-0.33215195,141,0,140,1,-0.74469763,122.50343,0.0,8.648450765494212e-16,31,False,4.4116397,1.3657932870004679,0.016628969529326718,-0.18365292,16,11,0.15136637,0,16,False,140,4221.020929490683,15.30781786996005,275.74283,16.624823,15,1187.938437362813,22.089189352253005,53.77918,17.664404,15,4771.421546020054,46.55434485845855,102.49143,15.565301,1.411829,0,2.099103,1.0395813,1.0595217,,,0,,,,b'NOT_AVAILABLE',202.98676329236395,2.2576992702482195,100.44505338287516,-13.187904785892638,100001.0,3840.0,3618.6667,4286.67,,,,,,,200111.0,0.998632,0.80136037,1.1245292,0.19535773,0.17152846,0.21918699,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326740178376209536',b'',0.030134958389348886,0.4
40,1635721458409799680,b'Gaia DR2 3326740796851503872',3326740796851503872,1022305669,2015.5,100.26210478751271,0.05537661574702417,9.893347716504033,0.054291990803972276,1.3841107688499494,0.06258209762243197,22.11672,-1.2365278735136231,0.11039834457910136,-3.426972051874471,0.0993348339470567,-0.108303726,-0.017601065,-0.14364938,0.29584807,-0.38158476,0.21965452,-0.29829112,0.1453109,0.09483999,-0.12056935,179,0,177,2,1.2338182,195.18758,0.10660209293676871,0.47047220697504594,31,False,4.9178743,1.3339666001833286,0.013902323356867193,-0.024423122,20,11,0.109157786,0,20,False,178,4865.183433306533,20.480202452076306,237.55544,16.470617,20,1416.3285158749025,49.90927001042958,28.378065,17.473478,20,5755.061315809872,66.98790601994153,85.91194,15.361795,1.4740225,0,2.111683,1.002861,1.1088219,,,0,,,,b'NOT_AVAILABLE',202.94641668871415,2.2128948414150598,100.38421377416293,-13.176775852633751,102001.0,3640.0,3554.0,3949.5498,,,,,,,200111.0,1.162947,0.9877966,1.2199103,0.21390462,0.1932322,0.23457704,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326740796851503872',b'',0.03174399481471306,0.7
42,1635721458409799680,b'Gaia DR2 3326740521973590656',3326740521973590656,721773016,2015.5,100.3218655893854,0.03456277386704929,9.908974817553744,0.03490709428680111,1.3441726067060868,0.03944296232784064,34.078896,-1.6113067451181178,0.06351107461543129,-3.6956364151875123,0.058234453654388646,-0.36687407,0.20313714,-0.240929,0.36776072,-0.42568088,0.18253471,-0.4473959,0.27158973,0.14384434,-0.22427854,167,0,167,0,1.5046374,189.87872,0.08909660906385163,0.8545802395576566,31,False,19.398779,1.4607546630684014,0.008390010292901366,-0.123713754,19,11,0.0725459,0,19,False,167,18872.396739736334,195.04782014352782,96.7578,14.998798,16,7085.153216958791,447.7915628303423,15.822435,15.725515,17,18562.58796969713,536.4419941785665,34.60316,14.090323,1.3590082,0,1.6351919,0.726717,0.9084749,,,0,,,,b'NOT_AVAILABLE',202.95939042976255,2.27240876534292,100.44334129722147,-13.156893603177075,100001.0,4349.7925,4153.5,5167.5,,,,,,,200111.0,1.3239444,0.93809295,1.4520395,0.5653383,0.5269559,0.6037207,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326740521973590656',b'',0.03191607363440245,1.0
43,1635721458409799680,b'Gaia DR2 3326741277887838080',3326741277887838080,156479806,2015.5,100.26902097762766,0.062138031386762216,9.912165684066421,0.05796652404844853,1.274248365212144,0.06049609531241224,21.063316,-1.209960586086966,0.11033569314807098,-3.9683785834878766,0.10264440940342105,-0.25360245,-0.22984493,-0.18560766,0.66441727,-0.24928673,0.5118769,-0.35463008,0.18889047,-0.23680532,-0.10745522,116,116,115,1,8.9935665,303.27203,0.0,1.3368447588157967e-15,31,False,253.9856,1.6883214301880292,0.014646835583702458,-0.073342025,13,9,0.07368377,0,15,False,107,1431961.3203024536,1347.11165030633,1062.9863,10.298537,11,847445.6160814154,1796.8424093706626,471.63046,10.531109,13,842967.1118133741,1254.5312286378535,671.9379,9.947393,1.1804878,0,0.58371544,0.2325716,0.35114384,,,0,,,,b'NOT_AVAILABLE',202.93277319697907,2.2275464409271213,100.38978532812631,-13.157511808063926,100001.0,6521.8247,6409.0,6698.3926,1.4163,0.9175,1.7006,0.7327,0.4649,0.8561,200111.0,4.5748405,4.336836,4.73733,34.11325,31.986635,36.23987,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326741277887838080',b'',0.031926791789514644,1.0
45,1635721458409799680,b'Gaia DR2 3326740899930718336',3326740899930718336,107534867,2015.5,100.26194876481452,0.0710153136706224,9.897964979505533,0.06944057292310071,1.4197676277635771,0.0799418502498381,17.760004,-2.7491757677534077,0.14157351728802384,-3.8171585701503803,0.12656590382332472,-0.115885526,0.0038027533,-0.14184219,0.30074602,-0.38469848,0.22565815,-0.29135585,0.13633452,0.09207219,-0.120601416,177,0,177,0,4.8523254,277.68802,0.28845950069113724,2.7178848675303042,31,False,2.9418,1.3107955663628046,0.017423087729557273,-0.0315513,20,11,0.13668469,0,20,False,174,3836.8117686106175,6.328985391830931,606.2286,16.72844,19,923.3369763989124,17.613486503266056,52.422157,17.937988,17,5093.154249324527,54.72107879758416,93.074814,15.494452,1.5680965,0,2.4435358,1.209549,1.2339869,,,0,,,,b'NOT_AVAILABLE',202.94223525376012,2.214865738392774,100.38371121037834,-13.172182020738207,102001.0,3576.6375,3418.0,4194.2266,,,,,,,200111.0,1.0672913,0.77612025,1.1686612,0.16794236,0.14819759,0.18768713,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326740899930718336',b'',0.03239466801218593,0.8
