,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,dist,PMemb
29,1635721458409799680,b'Gaia DR2 2061130139362333824',2061130139362333824,954418691,2015.5,305.99047314976906,0.013009530573994479,38.51435138717207,0.014309222353529617,0.5429928994785823,0.017657082175963755,30.75213,-3.402549509109511,0.029173155298995314,-5.793631363639731,0.029298249154884562,-0.12147327,0.013768208,-0.12033955,-0.0018738518,0.24943092,-0.026707755,-0.1178601,-0.1004462,-0.117522486,-0.10687496,275,0,275,0,-4.420243,179.2501,0.0,0.0,31,False,68.87455,1.5178077377486723,0.0037024244415660534,0.051633846,31,17,0.03817296,0,33,False,289,54799.40761010105,10.956110109478004,5001.721,13.841426,30,24278.943998679544,31.778906414958634,763.9956,14.388313,29,44899.76337799009,29.533824125403235,1520.2827,13.1313095,1.2623988,1,1.2570038,0.5468874,0.7101164,,,0,,,,b'NOT_AVAILABLE',76.91136115652614,0.5951117076221595,324.07499328999256,55.401971434864755,100002.0,4813.937,4715.2427,4982.02,,,,,,,200111.0,4.187072,3.9093113,4.3641844,8.482368,7.7018976,9.262839,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2061130139362333824',b'',0.01057942663555401,0.9
39,1635721458409799680,b'Gaia DR2 2061130173722072320',2061130173722072320,1141266204,2015.5,305.99864382216896,0.03366150895714231,38.52738971923679,0.022625064777893052,0.507027375855433,0.0342725484248141,14.79398,-3.1907183556008083,0.08166929636568722,-5.637011025231049,0.04585420441023283,-0.14653464,-0.39468378,0.41744056,0.13067803,0.26473844,-0.031605937,-0.12807184,-0.21135636,-0.19151129,0.09148557,197,0,196,1,-1.6136173,160.57156,0.0,0.0,31,False,21.75189,1.4947393339538277,0.0070178843746508904,0.08324876,22,12,0.08661355,0,29,False,204,17956.620693346158,14.475622569921125,1240.4731,15.052804,17,7682.2521386912,87.10655897790524,88.193726,15.637667,15,16025.856872582173,113.07351749013017,141.72954,14.2498665,1.320299,0,1.3878002,0.5848627,0.8029375,,,0,,,,b'NOT_AVAILABLE',76.9257062328765,0.5973709710870954,324.0947100777028,55.41122094319264,100001.0,4492.0,4425.5,4906.0,,,,,,,200111.0,3.1120381,2.6089714,3.206267,3.5525773,2.987486,4.1176686,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2061130173722072320',b'',0.01263878356448953,0.7
59,1635721458409799680,b'Gaia DR2 2061130070642666880',2061130070642666880,1477295721,2015.5,305.98957624036655,0.02178279787503618,38.509626280037786,0.021940343458689848,0.53788934395722,0.02815010307107798,19.107899,-3.4417722468779535,0.044039469943994075,-5.877576010899846,0.04345592673957022,-0.13381629,0.10827626,-0.14030252,-0.06158924,0.23761064,-0.10382087,-0.08363824,-0.24738859,-0.06845157,-0.05748382,248,248,247,1,0.012926997,241.61794,0.0,0.0,31,True,240.83301,1.5517015193876391,0.0064013368640705535,0.10911622,28,15,0.03251415,0,33,False,261,169042.06679303746,30.361482600791387,5567.6484,12.618379,30,79609.45745724694,102.17008917938588,779.18555,13.098976,29,130889.58511777612,107.13698757442744,1221.703,11.969657,1.2452465,0,1.1293192,0.4805975,0.6487217,,,0,,,,b'NOT_AVAILABLE',76.90709027641157,0.5929714457404004,324.0704415693165,55.39795413904471,100001.0,4938.6523,4866.31,5085.107,,,,,,,200111.0,6.9425416,6.5484004,7.1504908,25.832445,23.617132,28.047758,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2061130070642666880',b'',0.014555079481971126,1.0
81,1635721458409799680,b'Gaia DR2 2061130100701594752',2061130100701594752,1037082205,2015.5,305.99858548281907,0.07025287578036912,38.510090934906884,0.07994300613490057,0.5265756904706853,0.09528634750231181,5.526245,-3.564348103110965,0.16449078640143983,-5.650762491074493,0.17625841558607158,-0.12632455,0.011176633,-0.09319181,0.009504683,0.082709,-0.016678942,-0.28416178,-0.14859569,0.030190572,-0.07228992,247,0,247,0,2.8050277,308.32053,0.3548741208057567,2.5681949085357973,31,False,1.5358584,1.3579198648730793,0.02057849600967143,0.124195546,28,16,0.16343245,0,30,False,258,2056.9812853996273,3.5667455295911847,576.711,17.40529,23,527.4984409876611,15.267827643427129,34.54967,18.545835,24,2412.1718169466562,20.16591060395721,119.61631,16.305899,1.4291186,0,2.2399368,1.1405449,1.0993919,,,0,,,,b'NOT_AVAILABLE',76.91152131241856,0.5874684680986338,324.08209167833564,55.39547554710338,,,,,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2061130100701594752',b'',0.01782681007490091,0.6
117,1635721458409799680,b'Gaia DR2 2061130963996060672',2061130963996060672,999753622,2015.5,305.9617864174912,0.01374686706204074,38.53799426483743,0.014296308877640974,0.5671722017589393,0.018240524774597734,31.094072,-3.2054420664542036,0.028661895882212875,-5.476267737338257,0.027417370266624965,-0.23434721,-0.16368696,-0.0075294324,-0.014010805,0.38477275,-0.103292555,-0.1506393,-0.20058952,-0.054781247,-0.11872862,259,0,258,1,-5.1660614,153.19876,0.0,0.0,31,False,96.872925,1.4960207647511132,0.003562016202839536,0.03937257,29,15,0.036589593,0,32,False,276,75974.04442002371,16.43201294566039,4623.5386,13.486703,29,31421.46075927958,37.66945353615317,834.13635,14.108322,30,65713.00908878943,70.28805953203606,934.91,12.717792,1.2785218,0,1.3905306,0.6216192,0.76891136,,,0,,,,b'NOT_AVAILABLE',76.91782415008855,0.627062880061438,324.0561089458897,55.43275704219162,100001.0,4736.5,4496.5,4966.6665,,,,,,,200111.0,4.930345,4.483967,5.4707036,11.022485,10.030186,12.014784,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2061130963996060672',b'',0.022339939046558198,0.6
120,1635721458409799680,b'Gaia DR2 2061130105002593792',2061130105002593792,1337817306,2015.5,306.00972153794055,0.02010890949281938,38.513479058391,0.04074271826652868,0.5191890935591751,0.030495849534260044,17.02491,-3.311308198708511,0.044742222635011535,-5.795240125212814,0.0783100527532437,0.0014418048,0.048822388,-0.1111228,-0.053819638,-0.096150495,-0.094237305,-0.7497023,-0.14197327,0.25683486,0.0072416184,204,0,203,1,-2.9826956,143.83913,0.0,0.0,31,False,23.632921,1.4970190708124307,0.006984021738330287,-0.0031463297,23,14,0.09201077,0,30,False,220,18915.150303884147,8.647746928112145,2187.2922,14.996342,11,7877.3139602525425,18.70958867111347,421.03085,15.610443,12,16389.647950519884,22.199035336132898,738.3045,14.225496,1.2829379,0,1.3849468,0.6141014,0.7708454,,,0,,,,b'NOT_AVAILABLE',76.91930189780439,0.5822841194896234,324.0985306094679,55.394975377289754,100001.0,4931.88,4692.21,5141.02,,,,,,,200111.0,2.414523,2.2220697,2.6674814,3.1074724,2.6663435,3.5486014,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2061130105002593792',b'',0.022874863775766426,0.7
134,1635721458409799680,b'Gaia DR2 2061153568402257536',2061153568402257536,1241386958,2015.5,306.0137099188528,0.018027788231981513,38.51973130204716,0.019001298692030686,0.5642987788380387,0.023436722973032443,24.077547,-3.1048837846838953,0.03954093842177859,-5.56984095628032,0.03840424125886779,-0.13121155,-0.12767902,-0.13355279,-0.011147422,0.25526825,-0.04984506,-0.18231297,-0.09529487,-0.090745814,-0.07567142,257,133,248,9,7.386509,443.92355,0.0,0.0,31,True,160.20654,1.533859136028652,0.004982003973011972,0.0012576754,29,17,0.036363926,0,32,False,231,125451.18233191423,33.37654364525841,3758.663,12.942179,27,56264.39405950422,66.51905868831702,845.8387,13.475804,28,101750.03023618938,82.02247510368939,1240.514,12.243084,1.259569,0,1.2327204,0.5336256,0.6990948,,,0,,,,b'NOT_AVAILABLE',76.92621226894248,0.5833236048000214,324.1080722953621,55.39938761991886,100001.0,4870.21,4834.1274,5085.3335,,,,,,,200111.0,5.911609,5.422034,6.000189,17.713194,16.209227,19.217161,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2061153568402257536',b'',0.024032507161042323,0.5
137,1635721458409799680,b'Gaia DR2 2061130792197187328',2061130792197187328,181383557,2015.5,305.95952303068094,0.020951038748748013,38.507162974944976,0.023597850909265486,0.5761299576049349,0.029724933199216555,19.382044,-3.427257874241685,0.05013043675702704,-5.970087520330425,0.050821139808915276,-0.043364413,-0.088162,0.20468186,0.03858886,0.27735856,-0.057492714,-0.07904232,-0.2079009,0.09509759,0.120077096,255,0,255,0,-3.223339,184.08452,0.0,0.0,31,False,19.118917,1.4777553696840025,0.006023485174861683,0.03769224,29,15,0.057194863,0,34,False,259,15953.224824386316,5.334571280882133,2990.5354,15.181245,22,6462.075836729896,23.689520559651665,272.78204,15.825458,25,14115.304127193547,22.206870452172925,635.6278,14.387694,1.289857,1,1.4377632,0.6442127,0.7935505,,,0,,,,b'NOT_AVAILABLE',76.89156504242615,0.6108073006225659,324.0309091124069,55.4053866565402,100002.0,4404.6665,4367.7896,4550.755,,,,,,,200111.0,2.735039,2.562257,2.7814174,2.5367277,2.2184482,2.8550072,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2061130792197187328',b'',0.024677325900340857,0.8
149,1635721458409799680,b'Gaia DR2 2061130963996061696',2061130963996061696,472812569,2015.5,305.9606154196484,0.0190360178222058,38.542585351600536,0.020393147108830747,0.5528999751054641,0.025353901500392274,21.807293,-3.4124372649705395,0.04315130446241216,-5.846607077797018,0.040903438467552476,-0.21050702,-0.17624022,-0.10375119,0.08305175,0.38361326,0.047446515,-0.21520342,-0.018482158,-0.15416858,-0.15938671,276,9,273,3,-1.71094,229.7063,0.0,0.0,31,False,26.576483,1.5157379327582463,0.004737274940433461,0.057346985,31,16,0.049866114,0,34,False,290,21910.511360547316,7.046009745084882,3109.634,14.836735,31,9539.603855407555,28.581154451319012,333.77252,15.402562,31,18280.11264839679,21.129357357568296,865.15234,14.106973,1.2696973,0,1.2955894,0.56582737,0.7297621,,,0,,,,b'NOT_AVAILABLE',76.92105694382968,0.6304492187317943,324.0579695443321,55.437318041103296,100001.0,4921.0,4747.8726,5075.0,,,,,,,200111.0,2.4542131,2.3075275,2.6364582,3.1822383,2.8192594,3.5452173,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2061130963996061696',b'',0.02619972975619042,1.0
152,1635721458409799680,b'Gaia DR2 2061130860916678912',2061130860916678912,1113498125,2015.5,305.9495989445876,0.01863052230382138,38.526170939777714,0.019968007564897194,0.5433711791077691,0.024521418846981967,22.159042,-3.331925548001572,0.040841271783087905,-5.854030996281967,0.04285202673081976,-0.1243437,0.022896975,0.00027229424,-0.08835722,0.22006969,-0.12184839,-0.023655608,-0.18053569,-0.088699386,-0.082358286,277,0,276,1,-3.0823507,204.83401,0.0,0.0,31,False,21.873478,1.4975098034296264,0.005386462980163689,0.049937554,31,17,0.049110625,0,35,False,293,18059.731695669212,5.248468975421069,3440.9524,15.046588,28,7669.372474589827,21.434022965720242,357.81302,15.639488,31,15398.215865110076,16.94043757705543,908.9621,14.293244,1.277294,1,1.3462439,0.5929003,0.7533436,,,0,,,,b'NOT_AVAILABLE',76.90266899577527,0.628079029391344,324.0322196510124,55.42590597951902,100002.0,4676.55,4521.65,5009.0,,,,,,,200111.0,2.5982053,2.264762,2.7792702,2.9090016,2.573223,3.24478,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2061130860916678912',b'',0.026548895753083564,0.9
