,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,dist,dist_6231_center,PMemb
107,1635721458409799680,b'Gaia DR2 5966509812458921472',5966509812458921472,480311081,2015.5,253.51738408024815,0.045396446627590646,-41.82512483013007,0.03545385511512629,0.6356442712916138,0.05459181791826164,11.643581,-0.33945368863575964,0.08500234452905903,-2.401708187857618,0.05918391047607213,-0.2560685,-0.4174971,-0.3868477,0.043883003,0.089020945,0.16406602,-0.62560135,0.14005426,0.27905765,-0.12729953,167,115,165,2,1.4846361,187.313,0.0,1.2119057621226284e-15,31,True,179.54062,1.6748078468139054,0.007816011594213695,0.065638684,19,9,0.05946802,0,27,False,177,132045.65306964162,44.18803192334778,2988.2673,12.886556,11,81090.4693675251,285.33753701014234,284.19138,13.078963,7,78100.75503549818,82.1925342315845,950.21716,12.530282,1.2055771,0,0.54868126,0.19240761,0.35627365,,,0,,,,b'NOT_AVAILABLE',343.4528428339669,1.1980557685682682,257.0691492467039,-19.12290081677456,100001.0,7020.25,6854.75,7492.6665,,,,,,,200111.0,2.408262,2.1141512,2.5259552,12.691486,11.047084,14.335889,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+5966509812458921472',b'',0.013563272663838853,0.018139894549781602,0.9309999963641167
110,1635721458409799680,b'Gaia DR2 5966509816761428992',5966509816761428992,1298654485,2015.5,253.52116151683984,0.04432070524784972,-41.835268701784294,0.04202658633683989,0.6778303219007783,0.051436410721072336,13.178025,-0.5418375746512489,0.0888718033606323,-2.4679898858100446,0.07033589905593257,-0.13635182,-0.045745056,-0.43944854,0.070255384,-0.32650802,0.13568917,-0.77311575,-0.18267971,0.42634684,-0.23741743,223,223,215,8,13.145072,609.6509,0.0,0.39213090975045706,31,False,265.24933,1.7258061439027443,0.009749422637632269,0.08909208,26,12,0.058654435,0,30,False,232,3216695.6901159235,1561.2245186270675,2060.3672,9.419841,24,2168647.743568419,6241.420888522431,347.46057,9.510916,23,1594488.7586713086,3430.690671782189,464.77194,9.255366,1.1698765,0,0.25554943,0.09107494,0.16447449,,,0,,,,b'NOT_AVAILABLE',343.4467452490254,1.1894734586090532,257.0733894499295,-19.132635886939884,100001.0,8350.25,8201.0,8447.5,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+5966509816761428992',b'',0.013700850070927303,0.016685137618696496,0.5280000039935112
137,1635721458409799680,b'Gaia DR2 5966509885480910848',5966509885480910848,970591985,2015.5,253.5471294249726,0.044226010651418984,-41.815001139214694,0.034753414437200356,0.6378347295284675,0.046718413446858856,13.652748,-0.6695998867142225,0.0823196741958145,-2.3603098333264625,0.05892196412021392,0.13398452,-0.2529103,-0.42035815,-0.14528541,-0.22547972,-0.009042351,-0.7498858,-0.10529853,0.2812061,-0.09211997,227,227,226,1,10.433201,519.73615,0.0,0.0,31,False,245.44121,1.695248161036751,0.009071033015059932,0.1268455,27,12,0.052797273,0,30,False,254,3656220.511702709,1252.9601828227803,2918.066,9.280785,27,2450330.3660417544,9551.577417472246,256.5367,9.378326,28,1922484.6766450028,8509.050533083335,225.9341,9.052262,1.1959933,0,0.3260641,0.09754181,0.2285223,,,0,,,,b'NOT_AVAILABLE',343.4746837348741,1.187235938129976,257.0911641749214,-19.110203983976582,100001.0,8779.75,8146.8726,8990.333,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+5966509885480910848',b'',0.014542998494786573,0.016501486792479654,0.8340000054240226
145,1635721458409799680,b'Gaia DR2 5966509881178436864',5966509881178436864,600982955,2015.5,253.55441721354805,0.05175576021999447,-41.821530796220834,0.03950858896024581,0.6473704207138691,0.052273629773570786,12.384264,-0.334092854302914,0.10107171640437666,-2.0523145362316804,0.06496332420757925,0.14736107,-0.0996135,-0.4643147,-0.1697988,-0.019449828,-0.15526937,-0.75785035,-0.035126444,0.21083613,0.11556585,212,212,202,10,11.962344,541.31134,0.0579706720229757,1.204184087939183,31,False,158.16626,1.7189196089889327,0.009164109696220734,0.13605633,24,11,0.06370482,0,29,False,209,490103.5750245855,377.0458238085607,1299.8514,11.4626465,12,316546.27084287757,737.2703318936368,429.349,11.600295,11,267852.3948219292,616.6296061377835,434.38135,11.192182,1.1923983,0,0.40811348,0.13764858,0.2704649,,,0,,,,b'NOT_AVAILABLE',343.47303903787974,1.1789033628567123,257.09769518525496,-19.11603962214684,100001.0,8005.0,7591.25,8577.0,1.238,0.8939,1.4371,0.623,0.4629,0.7233,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+5966509881178436864',b'',0.015024100382224233,0.019642211302793786,0.8949999821186065
193,1635721458409799680,b'Gaia DR2 5966509782402032000',5966509782402032000,1502437623,2015.5,253.55297712739377,0.10481058988869128,-41.83799510019455,0.11917011726139119,0.7888821582602787,0.10126957993748828,7.789922,-0.9758263252351382,0.2038628670212294,-2.1743435872140466,0.19675144142318357,-0.683447,0.09202358,-0.6524082,0.60430586,-0.45745483,0.62931454,-0.8996165,-0.24730387,0.44566056,-0.72230715,179,179,176,3,18.700312,800.48456,0.19212109371058783,9.899142026570972,31,False,21.890448,1.6855914739348583,0.01582189424923808,-0.099987455,20,10,0.15882494,0,24,False,190,186953.95979052165,55.962628761839674,3340.6929,12.509029,14,116651.98584650991,320.3364533176422,364.15457,12.684157,13,107864.99471041723,224.70888755076047,480.02106,12.179719,1.2009212,0,0.5044384,0.17512798,0.32931042,,,0,,,,b'NOT_AVAILABLE',343.45957931321254,1.1693568125219824,257.09864465744334,-19.132514451651588,100001.0,7627.0,7221.0,8799.0,,,,,,,200111.0,1.978984,1.4869047,2.2077763,11.939723,10.098476,13.78097,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+5966509782402032000',b'',0.017280956758306328,0.020862444554663073,0.5280000024288892
209,1635721458409799680,b'Gaia DR2 5966509816761428224',5966509816761428224,114520426,2015.5,253.5172549207347,0.17493762211894898,-41.83815252326613,0.19750444000147532,0.5819331456878587,0.3302327182576692,1.762191,-0.03965993124897105,0.3403625709258394,-2.1047725003372797,0.3208532940675444,0.3846097,-0.41699767,0.08003439,-0.38257065,-0.77752495,0.26210254,-0.861948,-0.476721,0.7690285,-0.2211666,166,0,166,0,2.0959053,200.8407,0.33015580569976355,1.0542986412951711,31,False,0.9738041,1.3839797301134642,0.03709173015388373,0.13211279,19,10,0.4187983,0,21,False,170,1197.7983154743165,6.013874493457282,199.17249,17.992407,10,517.9301684945015,54.15885869151748,9.563167,18.56571,8,1659.4526753670673,65.92082588122193,25.17342,16.712008,1.8178209,0,1.8537025,0.5733032,1.2803993,,,0,,,,b'NOT_AVAILABLE',343.4426707056466,1.1899131164617307,257.07069530025575,-19.135846721843333,,,,,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+5966509816761428224',b'',0.017781877402925982,0.021524147698143342,0.5280000156909227
210,1635721458409799680,b'Gaia DR2 5966509778099223296',5966509778099223296,1187095976,2015.5,253.55591732065847,0.10869734893814907,-41.83587169544588,0.10109048716798125,0.677583335330501,0.11641564908479721,5.82038,-0.6954284881998326,0.19223254423775993,-2.3392652048449496,0.18190265226041083,-0.088670105,-0.45574114,-0.5767471,0.11818088,-0.4231108,0.40938574,-0.8204482,-0.118563615,0.4009281,-0.6195848,66,66,66,0,7.188129,178.45601,0.0,0.0,31,False,375.82916,1.7052106805461413,0.023832197605569684,-0.038025502,8,6,0.13377784,0,25,False,83,327304.5841486789,343.00811913140706,954.2182,11.900986,3,205594.75127838395,1564.2550726255167,131.43301,12.068858,4,187585.0749302623,532.0050228094283,352.6002,11.578924,1.2012658,0,0.48993397,0.16787243,0.32206154,,,0,,,,b'NOT_AVAILABLE',343.4626092310254,1.1689950006502106,257.1006788700879,-19.130145078090894,100001.0,7628.5,7165.6978,8038.0,,,,,,,200111.0,3.047544,2.7449365,3.4539125,28.336832,22.581299,34.092365,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+5966509778099223296',b'',0.017803883291409455,0.022434410895363868,0.6829999959468842
230,1635721458409799680,b'Gaia DR2 5966510057280001792',5966510057280001792,1376347754,2015.5,253.51589247257033,0.11904093682408937,-41.8152044162517,0.0840771939682536,0.6922508499399743,0.11905193044748962,5.814697,-0.6949298993362012,0.23771066921793713,-2.3281725216842983,0.1431909804705669,0.006663222,-0.52493924,-0.15153334,0.047873866,-0.26740357,0.28717276,-0.7539852,-0.05189748,0.27511048,-0.17171504,147,0,147,0,3.3696969,205.83833,0.2321979072592546,1.700997329544216,31,False,3.3391285,1.4196732134114338,0.019229107642525,0.080180325,17,9,0.21794355,0,20,False,154,4062.8509243408166,13.106565189556314,309.98593,16.666288,14,1571.5061944442907,42.19000297600862,37.248306,17.360598,13,4316.933493474278,95.80148921874276,45.061237,15.673982,1.4493369,0,1.686616,0.69430923,0.9923067,,,0,,,,b'NOT_AVAILABLE',343.4598412158728,1.2051757736721316,257.06672698505304,-19.113184217507587,102001.0,4302.91,3996.0,4394.885,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+5966510057280001792',b'',0.018550010951465565,0.022676111614407423,0.6250000175833702
255,1635721458409799680,b'Gaia DR2 5966503936943661824',5966503936943661824,250977615,2015.5,253.51882925994622,0.10404594284778633,-41.84148394911912,0.08583616340330111,0.6062909928369675,0.14844967091590794,4.0841517,-0.5265040015176748,0.2775030545514088,-1.91098081909361,0.19230395825596108,-0.0649912,-0.014663458,0.11536271,0.13732065,-0.30964664,-0.21184725,-0.642944,0.1398674,0.58787096,0.49381003,152,0,149,3,0.9635132,160.26105,0.10435296196078721,0.2184911433407772,31,False,2.4525065,1.3630183663185163,0.022516606954115764,0.09560259,18,9,0.27104154,0,22,False,164,2557.1935041586175,8.55246469524815,299.00076,17.168957,8,919.6628413888889,25.61755980139771,35.899704,17.942316,8,2815.750071727266,30.02302276434979,93.78636,16.137936,1.4607471,0,1.8043804,0.7733593,1.0310211,,,0,,,,b'NOT_AVAILABLE',343.4408249916893,1.1869016543580804,257.07234916500374,-19.139014182251703,,,,,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+5966503936943661824',b'',0.019323112214089774,0.022272802503232415,0.6249999944120646
262,1635721458409799680,b'Gaia DR2 5966509129566636160',5966509129566636160,1023639683,2015.5,253.55876082463482,0.046152955406198015,-41.835705207045194,0.03924465912818972,0.6843005963474639,0.050539974792073034,13.539789,-0.5427585249959069,0.09372635985406069,-1.9785166523678597,0.06734877278498662,-0.17719308,-0.28210637,-0.3658199,0.09764602,-0.17463225,0.19292663,-0.72760713,-0.0075780656,0.30445254,-0.22005315,218,218,214,4,10.931312,520.393,0.0,0.0,31,False,175.42386,1.7027392296135442,0.0101222070697438,0.091313474,26,12,0.059918728,0,30,True,247,6158444.880637124,2581.8318838820087,2385.3005,8.714688,29,4117552.683454727,6533.512418419133,630.2204,8.814791,22,3093269.5012277784,5199.493937226338,594.9174,8.535875,1.1708837,1,0.2789154,0.100102425,0.17881298,,,0,,,,b'NOT_AVAILABLE',343.4640743138827,1.167455350425711,257.10288429901766,-19.12972729662817,100002.0,8317.333,8006.0,8538.0,0.9023,0.5879,1.109,0.4593,0.295,0.5666,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+5966509129566636160',b'',0.01957024978534111,0.02499402744902166,0.9349999982118606
