,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,dist,dist_1893_center,PMemb
102,1635721458409799680,b'Gaia DR2 181173407155211776',181173407155211776,1234231962,2015.5,80.66158915546967,0.17776459602077826,33.36815561321076,0.13347391173587408,-0.04382007694178592,0.20439808331231618,-0.21438594,-0.6421815626087521,0.3094973905936316,-1.503591552858741,0.21361833636074407,-0.5662177,0.2547915,-0.11606727,0.44389176,-0.51501274,0.22853379,-0.57097185,0.21840663,0.4480686,-0.4036958,124,0,124,0,2.0919545,153.48724,0.16864092831200528,0.32133467227878826,31,False,1.4811395,1.320860224681781,0.03077390630057276,-0.32749766,14,8,0.29994312,0,16,False,121,1754.7529890746919,7.7474079187472755,226.4955,17.577826,14,617.6417354986438,28.29761167601494,21.82664,18.374546,13,2093.300712398381,50.76017051339598,41.23904,16.45984,1.544914,0,1.9147053,0.7967205,1.1179848,,,0,,,,b'NOT_AVAILABLE',173.61059578182895,-1.7200655532367393,82.0860334152031,10.185064448280247,,,,,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+181173407155211776',b'',0.021549202443190533,0.021558835044584196,0.5140000099688768
124,1635721458409799680,b'Gaia DR2 181173574656025984',181173574656025984,1606421836,2015.5,80.6895500167293,0.09407709833638733,33.393045988832306,0.07474446423347096,0.2613625501281751,0.11161801069495646,2.3415804,-0.1825303101969265,0.19025034865862286,-1.5333000718547076,0.13574028099725588,-0.35737357,0.2087652,-0.03376846,0.2686995,-0.4857742,0.15732522,-0.3789775,0.13300852,0.39817563,-0.40172586,134,0,134,0,1.4115504,152.28127,0.0,0.0,31,False,3.3387706,1.454009469814264,0.02199583180286431,-0.2088595,15,11,0.18312153,0,15,False,134,3311.9468785536255,7.751177971863266,427.28305,16.888157,15,1195.4781133017088,14.362227273540599,83.237656,17.657534,14,3358.533932685114,28.725102468899333,116.91982,15.946546,1.3750257,0,1.710988,0.76937675,0.9416113,,,0,,,,b'NOT_AVAILABLE',173.6032839548711,-1.6867300291712457,82.11136153180729,10.208372465683938,100001.0,4092.0,3950.7234,4287.0,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+181173574656025984',b'',0.024229940917998585,0.02894406853227838,0.585
132,1635721458409799680,b'Gaia DR2 181173402857209984',181173402857209984,859929791,2015.5,80.65587560336168,0.8179189767516173,33.364940087059885,0.5623083375554773,0.14829824575815823,0.3388010653717112,0.43771482,0.03032268492809949,1.1495863113031923,-1.5271699690523421,0.8135975827430987,-0.93233293,0.1632101,-0.8492373,0.90724915,-0.26620886,0.8343064,-0.9010254,0.10723085,0.17984071,-0.87097365,114,0,114,0,0.813744,120.7465,0.34202786783203026,0.3664484228357586,31,False,0.4366184,1.4651329992133841,0.06503249678453928,-0.31587,13,8,1.5140804,0,15,False,114,712.7456398756423,2.3458383281390303,303.83408,18.556028,14,306.4167919853108,10.582010444508724,28.956387,19.135607,12,825.7440665533954,16.574159489985096,49.821175,17.469807,1.5884501,0,1.6658001,0.5795784,1.0862217,,,0,,,,b'NOT_AVAILABLE',173.6105455917991,-1.7258194213086526,82.08098138911907,10.182168868906023,,,,,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+181173402857209984',b'',0.02509527361671888,0.025244860289837235,0.5000000115483999
133,1635721458409799680,b'Gaia DR2 181173544594151424',181173544594151424,708372502,2015.5,80.69107670613904,0.04927328305806441,33.38817534849721,0.039592269495931795,0.3368553998213394,0.05494120771099535,6.1311975,-0.2048776714569871,0.08977776181092174,-1.5175931738202708,0.06260673348842458,-0.27605417,0.191169,-0.3001986,0.43713972,-0.39957485,0.26174054,-0.44928923,0.28292173,0.2979394,-0.11255812,140,122,138,2,6.6825576,273.39178,0.0,0.0,31,True,237.86386,1.6830906821837386,0.012412189729926706,-0.105379336,16,11,0.058593355,0,16,False,126,184719.4284454172,69.70801605973266,2649.9023,12.522084,14,119277.44040385437,499.6313544519951,238.7309,12.659992,14,102943.37093455385,167.42001188272272,614.8809,12.230424,1.2030181,0,0.4295683,0.13790798,0.2916603,,,0,,,,b'NOT_AVAILABLE',173.60802331014148,-1.6884347187842272,82.11233036746498,10.203428904140441,100001.0,7757.0,7431.28,8459.333,1.1892,0.9895,1.4111,0.598,0.4663,0.706,200111.0,4.473893,3.7618454,4.874678,65.289154,50.335403,80.242905,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+181173544594151424',b'',0.02531812886834687,0.03031507045736904,0.9739999985694885
135,1635721458409799680,b'Gaia DR2 181174369227870336',181174369227870336,273058079,2015.5,80.66232633008288,0.11154995355518686,33.41505901034382,0.08916055138154465,0.2587273703127495,0.13290349111856642,1.9467312,-0.11549420894401793,0.22092268342759827,-1.3285300236767834,0.15967695579434005,-0.35785216,0.20478627,-0.064258225,0.29811767,-0.477381,0.17390849,-0.4116412,0.15976116,0.4039656,-0.3808002,134,0,133,1,2.99781,181.36334,0.36400106584287284,3.202146145366827,31,False,2.32243,1.5391355081509224,0.025644431298978084,-0.20635979,15,11,0.21155564,0,15,False,132,3424.758542135891,4.15218093615258,824.8096,16.851791,14,1617.7957334251719,15.58943751516911,103.775116,17.329079,15,2832.9404145806666,13.655273733341161,207.46127,16.131327,1.2995766,0,1.197752,0.4772873,0.7204647,,,0,,,,b'NOT_AVAILABLE',173.57226027634576,-1.6930100568763755,82.08978290553635,10.231826509825888,100001.0,4866.7,4762.0,4931.68,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+181174369227870336',b'',0.025395681987376538,0.02540490285633616,0.6020000156760216
148,1635721458409799680,b'Gaia DR2 181174296210497536',181174296210497536,1114756586,2015.5,80.62876873239674,0.09378561347973051,33.391840539000455,0.07282688134710665,0.28358924704508104,0.11014443411624934,2.5747035,-0.05729857054488499,0.16471184286699753,-1.3912794083637385,0.11228794790741457,-0.571038,0.36230266,-0.2014753,0.5305201,-0.5420447,0.16841167,-0.54361504,0.3678455,0.34504506,-0.33261102,134,0,133,1,-0.27966395,122.92724,0.0,0.0,31,False,5.2212534,1.4937049335775465,0.016243432514421362,-0.22814278,15,9,0.16128016,0,15,False,133,5054.1533806538455,4.621074490185473,1093.7183,16.429245,14,2223.570903545181,13.648119332647513,162.92142,16.98376,14,4356.298456943547,16.387964671826925,265.82303,15.664126,1.3018737,0,1.3196344,0.55451584,0.7651186,,,0,,,,b'NOT_AVAILABLE',173.57554026708436,-1.729247522575349,82.0598282734024,10.21049868440854,100001.0,4740.56,4371.66,5008.3335,2.6828,2.407,2.954,1.3618,1.1959,1.5011,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+181174296210497536',b'',0.02683715878410327,0.032102710344829796,0.8079999850690365
162,1635721458409799680,b'Gaia DR2 181173407155214592',181173407155214592,1604914031,2015.5,80.65968307927783,0.05819045373057294,33.36167913730268,0.04466990097101683,0.42682197079559053,0.06747654888962891,6.325486,-0.37589246364509554,0.09767573421847336,-1.7183986476239557,0.0672834928118889,-0.5760504,0.36431497,-0.26575685,0.56394774,-0.54203355,0.19880143,-0.6069273,0.35312974,0.3854547,-0.2819131,136,0,135,1,1.4403433,153.88812,0.03691568714569976,0.12053653993240726,31,False,19.594288,1.582672944183333,0.010620523322518633,-0.22336133,16,9,0.10051095,0,16,False,132,17296.90903307692,11.785699484272161,1467.6184,15.093445,16,9172.483660687087,26.905644280726694,340.913,15.44517,15,12622.078940125966,49.12827837604672,256.92084,14.509092,1.2600265,0,0.9360781,0.35172558,0.5843525,,,0,,,,b'NOT_AVAILABLE',173.61503589233314,-1.725043725643671,82.0839879460251,10.178706322186034,100001.0,5338.075,5087.5,5431.315,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+181173407155214592',b'',0.02803158021413097,0.028043114274301666,0.5349999997019768
166,1635721458409799680,b'Gaia DR2 181173643374509824',181173643374509824,12658542,2015.5,80.68804385443751,0.07314856084583532,33.406547218304766,0.0539594532828103,0.3148491352353351,0.08998132733209652,3.4990497,-0.5480145590161523,0.12962830364619216,-1.3721738225524474,0.09175478742846614,-0.23039234,0.37175155,-0.13036232,0.36237517,-0.40952426,0.10284866,-0.4578195,0.31568655,0.41804397,-0.08882565,139,139,134,5,16.238333,603.24115,0.15995128117069984,7.469649010797981,31,True,32.08525,1.6864893644444834,0.019009685733917463,-0.035128616,16,10,0.07111141,0,18,False,137,246736.72646488054,88.40859448432744,2790.8682,12.207781,17,160460.570958375,656.4783838867213,244.42628,12.337967,16,138473.32860360172,180.84002415475834,765.7228,11.9085045,1.2115501,0,0.42946243,0.13018608,0.29927635,,,0,,,,b'NOT_AVAILABLE',173.59143506574807,-1.6801278104859911,82.11098373563449,10.221927024314494,100001.0,7501.0,7178.5,7841.0,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+181173643374509824',b'',0.028302045417599588,0.03203211465421881,0.6250000128149986
183,1635721458409799680,b'Gaia DR2 181173578953888000',181173578953888000,782751303,2015.5,80.69611797645824,0.031788613642317984,33.389532988579965,0.024773668481403055,0.31529134148294596,0.03622876779656814,8.702789,-0.43069339852200694,0.05868462747710361,-1.4333010878073515,0.04112913687375065,-0.33153197,0.195218,-0.25815222,0.36655295,-0.42610535,0.22034936,-0.5273746,0.19895785,0.3939111,-0.22793037,142,0,142,0,-4.6438828,73.171104,0.0,0.0,31,False,79.21353,1.6428142768880056,0.007865387239831385,-0.18561,16,11,0.06374471,0,16,False,142,63667.61690945515,27.84082803247773,2286.8435,13.678569,16,37280.426523489914,118.40539947236583,314.8541,13.922686,15,40615.587474014224,90.38182009251994,449.37784,13.240189,1.2234794,0,0.682497,0.24411678,0.43838024,,,0,,,,b'NOT_AVAILABLE',173.60928579592752,-1.684195810512283,82.1166882631033,10.204508526534916,100001.0,6287.0,6072.0,6715.3335,,,,,,,200111.0,4.2000213,3.681317,4.5027194,24.829702,18.194439,31.464966,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+181173578953888000',b'',0.02948192815847255,0.03531837133730217,0.7920000085234642
189,1635721458409799680,b'Gaia DR2 181173578953885568',181173578953885568,1628588971,2015.5,80.69320935127496,0.03851415202589436,33.40238184006409,0.028078969842415334,0.19576819749711524,0.04695285319858897,4.169463,-0.5675692168670254,0.06591928009557853,-1.5566001954533437,0.046682880668843484,-0.2385416,0.40164122,-0.14290802,0.39742747,-0.42453706,0.12223435,-0.4846079,0.31050155,0.4258503,-0.036215622,141,0,141,0,-2.5186174,98.01048,0.0,0.0,31,False,40.030807,1.505471189363896,0.009245882964902037,-0.029019931,16,10,0.06569172,0,16,False,140,32471.98099804132,13.378952231885618,2427.0945,14.409594,14,14440.14957823296,49.43403986611005,292.10944,14.952459,15,27316.579013284696,62.38808233744797,437.8493,13.670855,1.285931,0,1.2816048,0.54286575,0.738739,,,0,,,,b'NOT_AVAILABLE',173.59731193739307,-1.6789289187679213,82.11507932078392,10.217488612596545,100001.0,4883.4927,4722.154,5052.0,0.3165,0.1599,2.5138,0.2703,0.077,1.175,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+181173578953885568',b'',0.02987825397225302,0.03480222862799419,0.688999991118908
190,1635721458409799680,b'Gaia DR2 181173647673361280',181173647673361280,1483864201,2015.5,80.68460280379875,0.03384327527137834,33.41208091240428,0.025595468283021904,0.35363923649922174,0.0362314667040898,9.760555,0.13733977022661153,0.0656283735612534,-1.251084142425802,0.0431566794206569,-0.40407088,0.12620029,-0.4158804,0.4640595,-0.3314843,0.28941008,-0.5437709,0.35291344,0.23273231,-0.32953364,142,0,142,0,0.8194983,150.30746,0.0,0.0,31,False,82.927475,1.6770495800667826,0.007350362520706017,-0.17012589,16,10,0.07392473,0,17,False,142,69596.21777507744,28.535713110162668,2438.9163,13.581902,13,44549.40909966892,134.32235558220916,331.66043,13.729283,12,40087.897709944315,88.81745542743603,451.35156,13.254387,1.2161193,0,0.47489643,0.14738178,0.32751465,,,0,,,,b'NOT_AVAILABLE',173.5852444325028,-1.679365114597121,82.1084390143481,10.22763676641717,100001.0,7270.93,7098.1,7807.0,,,,,,,200111.0,2.9392014,2.5494173,3.084076,21.752707,16.569754,26.93566,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+181173647673361280',b'',0.029928632722763394,0.03267229267636843,0.5500000151246787
