,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_weight_al,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,matched_observations,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp,l,b,Ecl_Lon,Ecl_Lat,ruwe,dist_869_center,dist_884_center,Cluster,PMemb
5957,4.58374e+17,34.95534,0.020185828,57.131786,0.031909447,0.44742823,0.040182117,11.13501,-0.45477632,0.06526963,-0.64805156,0.15725088,0.371381,-0.04070044,-0.1638233,-0.03483107,-0.09281062,-0.1049222,-0.1453435,0.05414669,-0.4149658,0.500958,196.0,196.0,-3.338152,132.3805,46.65716,0.08553537,23.0,10.0,0.1566575,27.0,213.0,36836.0,12.329293,2987.681,14.27269,22.0,19001.416,36.376404,522.3555,14.65442,23.0,26370.082,46.155384,571.3328,13.70914,1.231716,0.945281,0.3817377,0.5635433,134.73627,-3.7004385,54.31633,40.310417,0.989303,0.20536903,0.6405293,NGC_869,0.754
5986,4.584076e+17,35.54434,0.017243395,57.1113,0.025492696,0.49484667,0.03165204,15.63396,-0.6132846,0.047808547,-0.9588525,0.06762353,0.1435442,0.1535699,-0.0289045,-0.163453,-0.1674514,-0.3312719,-0.2189269,0.2575816,0.4800857,0.2447251,200.0,194.0,4.325884,285.3189,128.6212,0.09689701,23.0,11.0,0.07113697,27.0,213.0,114297.46,69.96934,1633.536,13.04327,26.0,71975.65,191.1,376.6387,13.20842,25.0,66214.38,96.672295,684.9365,12.70954,1.209038,0.4988852,0.1651506,0.3337345,135.04459,-3.6110885,54.683933,40.155827,0.99007887,0.7945226,0.05328464,NGC_884,0.927
6001,4.583739e+17,34.956787,0.039813098,57.10384,0.058245245,0.35796967,0.07076741,5.058397,-0.6627366,0.12029089,-1.2152519,0.15475656,0.2811798,0.01137568,-0.097248,-0.03845727,-0.1502698,-0.08271353,-0.1253158,0.3156481,0.07277727,0.2295084,247.0,247.0,0.1737435,245.1694,4.420703,0.03060775,28.0,12.0,0.1482887,32.0,263.0,4274.153,3.0900364,1383.205,16.61124,24.0,1787.0187,10.133649,176.345,17.22107,23.0,3754.2722,12.310352,304.9687,15.82561,1.296465,1.39546,0.6098251,0.785635,134.7464,-3.7265005,54.301598,40.28482,1.0063456,0.20823254,0.63939655,NGC_869,0.922
6007,4.584551e+17,35.53555,0.027573207,57.167828,0.034413133,0.38078645,0.0504668,7.545287,-0.68545455,0.07538514,-1.1668184,0.08282056,0.1038846,0.3537486,0.01136266,-0.04663291,-0.4251681,-0.3866399,-0.3754101,0.5161511,0.3810221,0.5058652,203.0,200.0,4.666746,301.5499,177.4492,0.007074316,23.0,11.0,0.06936643,31.0,196.0,134024.39,52.1621,2569.382,12.87041,27.0,81771.59,203.65302,401.5241,13.06988,25.0,79694.625,112.47779,708.5366,12.50835,1.204753,0.5615349,0.1994762,0.3620586,135.02061,-3.5596466,54.709625,40.209053,0.9696598,0.7865422,0.07394807,NGC_884,0.99
6010,4.5840777e+17,35.545677,0.020162627,57.13419,0.026800735,0.4090194,0.030935006,13.2219,-0.73813194,0.05673969,-1.0898181,0.06964634,0.4045033,0.07062028,-0.2090893,-0.1671771,-0.2107261,-0.2322005,-0.2126011,0.285413,0.1728396,0.4604748,247.0,243.0,-3.987831,160.6535,28.95158,0.099977,28.0,13.0,0.0828292,31.0,254.0,23745.338,8.597473,2761.897,14.74942,25.0,13423.188,23.653769,567.4863,15.03175,25.0,15657.223,19.280756,812.0648,14.27513,1.224679,0.7566156,0.2823286,0.474287,135.03738,-3.5893452,54.69748,40.176254,0.89137834,0.7956986,0.050991308,NGC_884,0.979
6016,4.583758e+17,34.96497,0.014692996,57.16919,0.022991654,0.43065742,0.024562947,17.53281,-0.64298326,0.041115403,-0.8534368,0.0596113,0.4103385,0.1300063,-0.1352282,-0.133785,0.01267602,-0.1028263,-0.3492723,0.3111877,-0.04139087,0.3084752,230.0,230.0,-3.932052,150.9599,125.2593,0.07649659,26.0,12.0,0.07012906,27.0,237.0,99685.07,22.116854,4507.199,13.19179,26.0,56608.707,124.54477,454.525,13.46918,26.0,64787.7,115.9417,558.7955,12.73319,1.217799,0.7359915,0.2773895,0.458602,134.72862,-3.663451,54.343502,40.341995,0.8971572,0.21881811,0.6324091,NGC_869,0.974
6041,4.5836197e+17,34.976032,0.09179601,57.063313,0.13113093,0.52624154,0.16041695,3.280461,-0.4968982,0.265806,-0.66634566,0.3044297,0.2952793,0.08899536,-0.02897385,0.005791945,-0.1525306,-0.06350898,-0.02539931,0.3316262,0.1300919,0.1953882,251.0,249.0,2.499443,302.7137,0.8102204,0.03525442,28.0,12.0,0.28317,32.0,270.0,1213.6317,2.4664266,492.0608,17.97815,24.0,427.72977,11.955021,35.77825,18.77346,25.0,1256.6666,9.23281,136.1088,17.01387,1.387897,1.759594,0.7953167,0.9642773,134.76991,-3.7611663,54.2913,40.24371,1.0635827,0.23519802,0.62286353,NGC_869,0.646
6047,4.584551e+17,35.537525,0.03184502,57.165516,0.043427743,0.32599667,0.055750936,5.847376,-0.8114444,0.09318353,-1.1320938,0.11571246,0.2107565,0.1356259,-0.1073309,-0.1158089,-0.187319,-0.2096395,-0.3842697,0.4159792,0.2378892,0.279445,225.0,224.0,-0.8919885,200.2288,9.097426,-0.04148689,26.0,13.0,0.1184187,32.0,242.0,8156.779,6.1945343,1316.77,15.90957,24.0,4147.7437,23.102268,179.5384,16.30686,23.0,6133.7437,17.965006,341.4273,15.29261,1.260484,1.014252,0.3972893,0.6169624,135.02242,-3.5614495,54.70961,40.206505,0.9950651,0.7884023,0.07100287,NGC_884,0.878
6054,4.5840585e+17,35.520336,0.029066816,57.058353,0.03801882,0.41414812,0.0468644,8.837157,-0.56350714,0.09170343,-1.1189348,0.09656029,0.3558809,0.04984584,-0.05908765,-0.1480112,-0.1679292,-0.2158478,-0.2347973,0.2633772,0.2238636,0.3883199,274.0,271.0,0.6615166,280.8597,9.069775,0.03630685,31.0,13.0,0.1093033,34.0,290.0,8161.322,4.420199,1846.37,15.90896,29.0,4158.079,39.533756,105.1779,16.30416,29.0,6193.1216,19.0728,324.7096,15.28215,1.268324,1.022009,0.3951912,0.6268177,135.05055,-3.6652913,54.639156,40.113384,1.0695611,0.77350813,0.100705855,NGC_884,0.961
6068,4.583739e+17,34.95657,0.016607478,57.098026,0.025960587,0.4000956,0.029306438,13.65214,-0.62489885,0.049231388,-0.8959705,0.072953135,0.3605547,0.07290708,-0.08167338,-0.1042183,-0.01848893,-0.09616698,-0.2153288,0.2768522,-0.001506121,0.2724486,245.0,243.0,-4.450783,153.0059,44.71587,0.04212812,28.0,12.0,0.0805072,30.0,260.0,36708.574,9.871901,3718.491,14.27645,25.0,19087.912,30.013256,635.9827,14.64949,26.0,26131.438,34.178925,764.5483,13.71901,1.231847,0.930481,0.373045,0.557436,134.74825,-3.7320175,54.298203,40.279613,0.94889873,0.20878147,0.63983214,NGC_869,0.968
6070,4.5837623e+17,34.98151,0.014164608,57.195362,0.022228692,0.543086,0.024189908,22.45093,1.3551948,0.041180573,-1.1563156,0.059809256,0.3231632,0.08772884,-0.1286775,-0.09703647,-0.04800029,-0.1044047,-0.3152709,0.305645,-0.007139008,0.3073085,232.0,232.0,-9.335344,80.19807,109.7765,0.07859188,26.0,12.0,0.07040489,27.0,237.0,87409.18,20.901892,4181.879,13.33447,25.0,43678.387,70.9707,615.4425,13.75072,25.0,64265.867,88.288765,727.9053,12.74197,1.23493,1.008753,0.4162483,0.5925045,134.72827,-3.6357863,54.368824,40.36182,0.78141296,0.2410181,0.61833966,NGC_869,0.517
6086,4.584076e+17,35.54641,0.017056935,57.10666,0.022990663,0.42160243,0.026787717,15.73865,-0.8197514,0.04768827,-1.0230652,0.056227695,0.3603908,0.09384736,-0.2301127,-0.201785,-0.2170269,-0.298063,-0.387462,0.3441219,0.2921101,0.4202563,246.0,245.0,-0.8224576,221.7949,50.50668,0.07354001,28.0,13.0,0.07055268,30.0,262.0,40653.67,14.410221,2821.169,14.16562,26.0,24442.79,72.67772,336.3175,14.38101,27.0,24918.453,46.735672,533.1785,13.77062,1.214189,0.6103935,0.215395,0.3949986,135.04724,-3.6150606,54.682693,40.151146,1.0292801,0.7967048,0.052716423,NGC_884,0.971
6088,4.584076e+17,35.547,0.01608173,57.109318,0.024073863,0.42962104,0.02923346,14.69621,-0.5635534,0.04543824,-0.92053604,0.059299137,0.3107944,0.1807642,-0.1155511,-0.1190669,-0.1127954,-0.2437145,-0.2803059,0.293332,0.3838056,0.3512738,235.0,234.0,0.0600774,229.6196,67.00815,0.1043683,27.0,12.0,0.06917828,31.0,252.0,54965.418,23.523424,2336.625,13.83814,21.0,33478.05,97.8734,342.0547,14.03949,18.0,33083.297,82.717896,399.9533,13.4629,1.210968,0.5765896,0.2013464,0.3752432,135.04663,-3.612454,54.684547,40.15342,1.071901,0.7972268,0.051289562,NGC_884,0.974
6091,4.5835743e+17,35.199627,0.014565342,56.965275,0.02015461,0.4033537,0.024999816,16.13427,-0.9506075,0.048803758,-1.5716425,0.053181827,0.2300805,-0.08814242,-0.1285257,-0.1568234,-0.1568902,-0.1603364,-0.4173247,0.3420911,0.2145591,0.1621665,247.0,246.0,-3.73185,167.4793,98.4146,-0.09368528,28.0,12.0,0.06349358,29.0,253.0,81241.945,19.785646,4106.105,13.41391,27.0,47927.953,111.559975,429.616,13.64992,23.0,50192.38,54.66027,918.2607,13.01033,1.207755,0.6395903,0.236001,0.4035892,134.91791,-3.8123791,54.380787,40.103153,0.92938197,0.47828072,0.42719027,NGC_869,0.474
6106,4.584074e+17,35.5462,0.030089952,57.103672,0.03939746,0.50730455,0.05287129,9.595085,-0.4763027,0.09547558,-1.188235,0.10031276,0.3775521,-0.1004343,-0.2895183,-0.2029932,-0.1271271,-0.2238619,-0.3275906,0.5002291,0.210173,0.3602826,256.0,256.0,-0.6780709,235.4726,9.901236,-0.003066514,29.0,12.0,0.1121711,33.0,278.0,8788.548,5.974658,1470.971,15.82857,29.0,4432.1,19.515797,227.1032,16.23487,28.0,6560.2427,15.824905,414.5518,15.21962,1.250758,1.015245,0.406292,0.6089535,135.04816,-3.6179035,54.680904,40.14849,1.0114107,0.79658186,0.054021765,NGC_884,0.91
6152,4.584077e+17,35.550022,0.032540523,57.124775,0.042191327,0.41811574,0.05378011,7.774542,-0.67751825,0.09618851,-0.9349151,0.10914257,0.3951317,-0.03725981,-0.2623447,-0.1646061,-0.2977929,-0.2497012,-0.1355853,0.3844711,0.1703596,0.4660693,239.0,238.0,-0.4379438,223.0253,9.298719,0.03538246,27.0,13.0,0.1206914,29.0,253.0,8245.7705,7.2577167,1136.138,15.89779,26.0,4040.9421,24.102308,167.6579,16.33518,27.0,6408.7583,14.279564,448.8063,15.24499,1.26728,1.090197,0.4373941,0.6528025,135.04285,-3.5973759,54.695057,40.166725,1.0206252,0.80002993,0.045811884,NGC_884,0.973
6153,4.584076e+17,35.549644,0.029712602,57.116047,0.041492246,0.49366608,0.051390477,9.606179,-0.5185738,0.086321674,-0.84088033,0.10388493,0.3947145,0.1633383,-0.1425217,-0.187555,-0.1079545,-0.270049,-0.2963063,0.358868,0.2511731,0.4461961,255.0,254.0,-3.000902,187.3044,9.767309,0.08248216,29.0,11.0,0.1134504,33.0,279.0,8649.895,9.513091,909.2623,15.84584,23.0,4925.8687,114.61373,42.978,16.12018,21.0,7204.995,143.27611,50.28749,15.11784,1.402429,1.002344,0.2743416,0.7280025,135.04565,-3.6056402,54.689976,40.15891,0.9044386,0.7997384,0.047049023,NGC_884,0.922
6162,4.5840736e+17,35.54654,0.027188534,57.099266,0.037775006,0.436569,0.0451772,9.663482,-0.58314043,0.081585556,-0.9976322,0.09612222,0.3467218,0.06673507,-0.1335427,-0.1642699,-0.1113285,-0.2013566,-0.3255251,0.3366276,0.1783517,0.3352607,270.0,270.0,1.858694,309.3951,10.2066,0.02831371,31.0,13.0,0.1038154,34.0,287.0,9137.759,4.5151863,2023.783,15.78627,28.0,4120.958,20.953835,196.6684,16.31389,27.0,7516.785,13.619414,551.9169,15.07184,1.273588,1.242053,0.527626,0.714427,135.04985,-3.6219764,54.678684,40.14442,1.1324215,0.7970702,0.055606395,NGC_884,0.983
6176,4.5836063e+17,35.06019,0.030700307,56.998432,0.04165102,0.31875193,0.052168082,6.110095,-0.57564735,0.10308896,-1.1227125,0.118762754,0.2587609,-0.06677001,0.03317256,-0.06376822,-0.2164986,-0.09767956,-0.1530107,0.1889029,0.04563472,0.2216396,265.0,264.0,0.2873929,264.9188,7.519327,-0.03669959,30.0,12.0,0.1197805,32.0,279.0,7099.4995,3.9833088,1782.312,16.0603,31.0,3324.5205,21.432957,155.1125,16.54707,32.0,5622.2764,13.910704,404.1691,15.38714,1.260201,1.159926,0.4867687,0.6731577,134.835,-3.806859,54.309303,40.16549,1.0472391,0.33629182,0.5503937,NGC_869,0.853
6192,4.5840736e+17,35.546417,0.027371649,57.09613,0.036938295,0.47619697,0.04426793,10.75715,-0.54291576,0.07936236,-0.88223296,0.09268178,0.3888959,0.08676923,-0.1462659,-0.1613204,-0.1430454,-0.2255477,-0.2363609,0.3214385,0.2152195,0.4040276,277.0,277.0,-0.1562009,267.7129,10.24444,0.06078812,32.0,13.0,0.1026506,34.0,294.0,9080.448,4.9598,1830.809,15.7931,27.0,4621.8716,19.427225,237.907,16.18934,26.0,6758.911,16.51557,409.2448,15.18723,1.253328,1.002114,0.396245,0.6058693,135.05087,-3.6249433,54.67687,40.14161,1.0376885,0.7970678,0.057231553,NGC_884,0.947
6195,4.583764e+17,35.02731,0.031676825,57.2354,0.04209285,0.4562858,0.051284786,8.897099,-0.56369865,0.09298792,-1.0189621,0.10827157,0.3718508,0.008595415,-0.1419531,-0.08050968,-0.1628733,-0.1331878,-0.09452853,0.3235064,0.1120539,0.3569103,264.0,263.0,-0.5290078,245.5233,7.714522,0.0508689,30.0,13.0,0.1144796,31.0,269.0,6960.7295,3.9229417,1774.365,16.08173,30.0,3022.7458,9.959075,303.5167,16.65038,30.0,5810.9097,10.73166,541.4735,15.35131,1.26907,1.299075,0.5686569,0.7304182,134.73819,-3.5897431,54.420727,40.387405,1.005038,0.297261,0.5791433,NGC_869,0.946
6207,4.584551e+17,35.54386,0.018357398,57.162228,0.022880564,0.38220286,0.029274855,13.05567,-0.7860237,0.058847766,-1.3135515,0.05885547,0.3603866,-0.04812319,-0.2125027,-0.2245764,-0.2469385,-0.3031033,-0.3494643,0.3667174,0.3032891,0.4330468,248.0,247.0,-3.295411,175.9602,40.5272,0.005764508,28.0,13.0,0.07714453,31.0,264.0,32572.42,10.161438,3205.493,14.40624,27.0,19068.732,40.399704,472.0018,14.65058,25.0,20545.191,22.363317,918.7005,13.98014,1.21618,0.6704388,0.2443428,0.426096,135.0268,-3.5633552,54.711864,40.202072,0.9180275,0.79458326,0.06393083,NGC_884,0.951
6208,4.584552e+17,35.528275,0.01374244,57.188477,0.018033395,0.3726568,0.021797359,17.09642,-0.6643184,0.0395833,-1.0168661,0.04536018,0.3582599,0.09209816,-0.1955277,-0.2014163,-0.1755984,-0.2868911,-0.3469181,0.3505024,0.2800532,0.4241871,263.0,260.0,-0.7815661,237.1182,136.011,0.05623619,30.0,13.0,0.06069799,32.0,271.0,109392.46,28.6215,3822.038,13.0909,30.0,63439.434,133.98033,473.4981,13.34549,31.0,69399.82,81.563576,850.8678,12.65852,1.214337,0.686965,0.2545919,0.432373,135.0098,-3.5416126,54.71641,40.229424,0.92560893,0.7805954,0.092700906,NGC_884,0.975
6210,4.5837623e+17,34.989777,0.030409899,57.208145,0.04293549,0.37149045,0.051552378,7.206078,-0.56617236,0.09001226,-1.2372974,0.109770015,0.3218047,0.05882788,-0.1022123,-0.05701231,-0.1935387,-0.1188265,-0.134423,0.3042799,0.1233569,0.3529654,266.0,266.0,0.5072483,272.0757,7.747743,0.07004543,30.0,13.0,0.114359,31.0,270.0,7084.2886,3.801221,1863.688,16.06263,26.0,3113.8064,11.313172,275.2372,16.61816,28.0,5882.0005,9.817103,599.1585,15.33811,1.269825,1.280051,0.5555325,0.7245188,134.7282,-3.6222441,54.381313,40.37146,1.05377,0.25271112,0.6117331,NGC_869,0.943
6212,4.5837396e+17,34.94934,0.027815651,57.11098,0.04168584,0.4850118,0.054228447,8.943863,-0.5614432,0.08249554,-1.1109115,0.11658983,0.1913127,0.1811695,-0.05295554,-0.07386868,-0.207952,-0.1694468,-0.2875012,0.4151461,0.05242144,0.2840595,217.0,204.0,9.036894,438.0804,315.713,-0.0610133,25.0,11.0,0.07184697,34.0,222.0,842648.7,4751.1836,177.3555,10.87425,18.0,479832.9,6724.141,71.35973,11.14866,18.0,586878.1,4891.44,119.9806,10.34055,1.265902,0.8081131,0.2744141,0.533699,134.74019,-3.721131,54.300808,40.293003,1.0423895,0.20009391,0.6466453,NGC_869,0.935
6216,4.584076e+17,35.551228,0.026591508,57.11489,0.037796058,0.31434527,0.049173623,6.392559,-0.7436959,0.076436184,-1.1169448,0.10738499,0.3116077,0.2782704,0.0334693,-0.0677496,-0.209922,-0.1365581,-0.1570074,0.3238197,-0.02666931,0.4427293,247.0,238.0,11.28783,570.2729,367.4366,0.02322225,28.0,13.0,0.06988428,32.0,261.0,514084.72,448.1103,1147.228,11.41078,25.0,337279.22,1151.1678,292.9887,11.53141,25.0,277645.88,303.48514,914.8582,11.15319,1.196155,0.3782225,0.120635,0.2575874,135.04686,-3.606432,54.690353,40.157497,0.9430099,0.80134076,0.04573672,NGC_884,0.857
6226,4.5845625e+17,35.482815,0.015043198,57.22964,0.020347407,0.42831686,0.024916794,17.18989,-0.6878725,0.04506548,-1.0997055,0.05208633,0.3164778,0.08797363,-0.1452794,-0.1670556,-0.2162307,-0.2641426,-0.3308831,0.3344132,0.2707855,0.4086603,279.0,278.0,-4.520548,179.9025,55.28844,0.05195293,32.0,13.0,0.06631844,34.0,293.0,45272.285,9.8998785,4573.014,14.04878,28.0,26465.873,40.788815,648.8513,14.29467,28.0,28479.572,39.4544,721.8351,13.62559,1.213666,0.6690865,0.2458887,0.4231977,134.97247,-3.5114017,54.710087,40.27715,0.89479655,0.73978436,0.15402167,NGC_884,0.982
6240,4.5840736e+17,35.54643,0.030196063,57.092995,0.038641278,0.4134357,0.046337597,8.922252,-0.5615713,0.105966225,-1.1781734,0.09445951,0.3503134,0.02344502,0.1290258,-0.1499698,-0.08038595,-0.2205354,-0.2194772,0.09308827,0.2128156,0.3340946,246.0,244.0,-0.9480538,218.2379,10.08069,0.04607656,28.0,12.0,0.1144042,32.0,262.0,8964.158,4.944375,1813.001,15.80709,31.0,4479.8555,25.865541,173.1978,16.22323,28.0,6773.8354,10.960029,618.049,15.18483,1.25541,1.038395,0.4161367,0.6222582,135.05196,-3.6278853,54.67514,40.138763,0.9998463,0.7972136,0.05886433,NGC_884,0.97
6272,4.5837585e+17,34.966965,0.023060806,57.18445,0.0349758,0.43913263,0.039519057,11.11192,-0.9072352,0.06723025,-1.1801924,0.09615166,0.3552798,0.08214686,-0.145666,-0.1122689,-0.02243507,-0.1067659,-0.3159087,0.3220924,-0.03039594,0.3022733,247.0,241.0,3.066466,308.2888,216.6119,0.04144963,28.0,12.0,0.06622203,29.0,239.0,157195.4,34.034718,4618.678,12.69727,26.0,95270.54,170.7586,557.9253,12.90399,28.0,94870.945,114.32747,829.8176,12.31909,1.209587,0.5849047,0.2067251,0.3781796,134.7245,-3.6487143,54.353348,40.355328,0.8837741,0.22410464,0.63167214,NGC_869,0.944
6298,4.5837568e+17,34.94779,0.076277845,57.14195,0.10115046,0.8689251,0.12542258,6.927979,3.3987274,0.21648778,-2.6929183,0.2489838,0.2632453,-0.0365654,-0.2268613,-0.0153604,-0.2283709,-0.1034515,-0.1073569,0.3660746,0.1296638,0.207906,218.0,217.0,2.10429,257.5892,1.45547,0.04131461,25.0,12.0,0.2346211,29.0,233.0,1752.8041,2.6796107,654.1264,17.57903,26.0,585.4545,10.1927805,57.43816,18.43266,25.0,1875.5125,9.605327,195.2576,16.57912,1.404017,1.853535,0.8536224,0.9999123,134.72899,-3.6922393,54.31717,40.321358,1.0503002,0.19825816,0.64826494,NGC_869,0.505
6319,4.584566e+17,35.41089,0.016518224,57.26528,0.021306403,0.3891031,0.02676192,14.53943,-0.7806932,0.047428776,-1.2554774,0.051684484,0.2881724,0.08490954,-0.1716857,-0.1261497,-0.2463731,-0.2375226,-0.2779263,0.3414568,0.3115439,0.3732495,266.0,266.0,-2.773542,202.0594,45.50428,0.03617213,30.0,13.0,0.06527039,32.0,281.0,37118.668,10.562104,3514.325,14.26438,28.0,20901.54,31.070387,672.7158,14.55094,27.0,24371.744,22.974182,1060.832,13.7947,1.21969,0.7562389,0.2865582,0.4696808,134.92361,-3.491243,54.683754,40.325947,0.9867918,0.6749296,0.23212607,NGC_884,0.968
6349,4.584077e+17,35.554733,0.031116161,57.13173,0.03838569,0.38270512,0.046751484,8.185946,-0.61889774,0.09898972,-1.2715162,0.11290341,0.4147432,-0.1389353,-0.2256323,-0.2876558,-0.1735511,-0.3064955,-0.1795224,0.2378574,0.2251658,0.4544667,214.0,209.0,-3.636925,138.4875,12.39335,0.04949805,25.0,12.0,0.126597,28.0,218.0,10737.3,5.5852804,1922.428,15.61113,21.0,5592.826,12.372337,452.0428,15.98231,19.0,7706.6255,19.02533,405.0718,15.04476,1.238622,0.9375505,0.3711824,0.5663681,135.04285,-3.5899642,54.701942,40.171947,0.8677667,0.8047402,0.041647688,NGC_884,0.952
6357,4.5837568e+17,34.948647,0.026013954,57.15117,0.038054682,0.38289642,0.04516636,8.477469,-0.5251711,0.075164065,-0.8745347,0.10133653,0.2675867,0.03529516,-0.1693109,-0.07027256,-0.1932308,-0.129943,-0.2079651,0.3238204,0.07305054,0.2565125,207.0,207.0,-1.682607,169.4387,15.28788,0.01362626,24.0,12.0,0.103168,28.0,225.0,12878.014,5.633259,2286.068,15.41374,27.0,6674.4937,12.813758,520.8849,15.79034,27.0,9245.215,16.206846,570.4512,14.84713,1.236193,0.9432144,0.3765984,0.5666161,134.72632,-3.683397,54.322895,40.32949,0.97771126,0.19995536,0.6477152,NGC_869,0.957
6364,4.5837396e+17,34.94557,0.019919455,57.113567,0.029482063,0.43333566,0.035868123,12.08136,-0.6741961,0.060043473,-1.068858,0.083344765,0.3345689,0.1392666,0.01487225,-0.06568012,-0.03225661,-0.06506164,-0.19574,0.335785,0.02875062,0.264438,237.0,237.0,-3.630975,161.7218,27.30656,0.01690185,27.0,12.0,0.08817734,29.0,255.0,22879.053,7.196611,3179.143,14.78977,26.0,12737.492,44.47843,286.3746,15.08868,25.0,15411.19,24.283495,634.6365,14.29233,1.230325,0.7963486,0.2989082,0.4974403,134.73738,-3.7193797,54.29983,40.296215,0.91287595,0.19612667,0.6503638,NGC_869,0.993
6382,4.5836204e+17,34.95651,0.025544923,57.07928,0.03685987,0.3472346,0.044206582,7.854817,-0.63201654,0.07718483,-0.87267923,0.103890836,0.345142,-0.01051258,-0.1057055,-0.08188057,-0.08865189,-0.1033931,-0.1220534,0.2972706,0.02017415,0.2649897,248.0,245.0,-1.207193,213.8934,12.682,0.01442258,28.0,12.0,0.1058979,30.0,263.0,11044.179,5.162651,2139.246,15.58053,26.0,5497.3774,18.430775,298.2716,16.001,26.0,8232.13,14.237049,578.2188,14.97314,1.243144,1.02786,0.4204674,0.6073923,134.75452,-3.749687,54.287666,40.26268,1.0028094,0.212256,0.64095604,NGC_869,0.961
6421,4.584078e+17,35.552998,0.045903303,57.149605,0.066589884,0.5289714,0.07354378,7.192605,-0.5072704,0.12008273,-0.9639031,0.14962643,0.3971086,0.2112376,-0.2023192,-0.2588009,-0.1402737,-0.3599703,-0.3567019,0.3366761,0.2170713,0.4454581,202.0,200.0,0.5962375,206.3203,5.130387,0.1213055,23.0,9.0,0.1570693,28.0,224.0,4841.477,5.094711,950.2948,16.47592,20.0,2440.478,33.39667,73.07549,16.8827,20.0,4226.869,38.262897,110.4691,15.69687,1.377131,1.185827,0.4067783,0.7790489,135.0358,-3.5735059,54.710735,40.188534,1.0422407,0.8032797,0.049399104,NGC_884,0.622
6470,4.5845893e+17,35.187,0.01965682,57.288338,0.028919272,0.39944407,0.033985678,11.75331,-0.76360345,0.060479328,-1.1097401,0.0843558,0.3065512,0.03194847,-0.07361476,-0.06206031,-0.1379478,-0.09531887,-0.2366239,0.2601924,-0.05355524,0.30008,261.0,261.0,7.008394,448.611,21.81855,0.02742478,30.0,12.0,0.09097883,32.0,277.0,51632.164,11.649558,4432.114,13.90606,31.0,29184.68,42.324417,689.5472,14.1885,30.0,33493.977,35.314583,948.446,13.4495,1.213946,0.7389975,0.2824354,0.456562,134.80174,-3.5107582,54.552944,40.39837,1.5146773,0.46537134,0.44025448,NGC_869,0.85
6475,4.5840578e+17,35.530167,0.02109212,57.05659,0.027902544,0.40732923,0.03436667,11.85245,-0.49437618,0.06191758,-1.023426,0.075456925,0.3847038,0.1188807,-0.09024231,-0.1174245,-0.189327,-0.1914957,-0.1521937,0.3214639,0.1580721,0.4628924,257.0,256.0,-1.698004,214.2449,23.10116,0.06339492,29.0,13.0,0.08752238,33.0,267.0,19348.508,6.3744664,3035.314,14.97175,28.0,11174.909,27.48875,406.5266,15.23078,27.0,12277.394,20.420303,601.2347,14.53915,1.212099,0.6916237,0.2590303,0.4325933,135.05618,-3.665111,54.644512,40.109524,0.9744852,0.78345877,0.09482613,NGC_884,0.935
6481,4.5845632e+17,35.450775,0.0189363,57.251633,0.027265992,0.3989923,0.033752736,11.82104,-0.6893414,0.053644326,-1.0605068,0.06264943,0.2322432,0.1659455,-0.09570232,-0.02914081,-0.365715,-0.1694556,-0.1709758,0.2955586,0.2422627,0.4051325,239.0,239.0,-5.641851,131.4841,34.56932,0.07742598,27.0,13.0,0.07309016,29.0,251.0,28563.73,8.91869,3202.682,14.54883,26.0,14748.851,36.16301,407.8436,14.92949,27.0,20529.486,21.862019,939.0481,13.98098,1.235075,0.9485178,0.3806648,0.567853,134.94861,-3.4966862,54.70175,40.30442,0.8668774,0.71153945,0.19255605,NGC_884,0.983
