,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,dist,dist_3293_center,PMemb
1,1635721458409799680,b'Gaia DR2 5351448505437777280',5351448505437777280,3140375,2015.5,158.96552070714333,0.03403233589473358,-58.227545615023686,0.03525868236133614,0.34028624401986773,0.04359287210291907,7.8060064,-7.750375701606136,0.07086323220109962,3.1083458193817823,0.0735140871870069,0.22211461,-0.3871992,0.06267636,0.20967561,0.051695187,0.3733348,0.037220906,-0.11383344,0.26338434,0.13598259,186,151,184,2,10.521373,459.74133,0.0,0.0,31,False,202.74112,1.7512895514919564,0.007474540190870447,-0.15163715,21,11,0.052266043,0,28,False,210,157534.72004885448,46.03698468205112,3421.9165,12.694925,13,111751.89881088705,471.2415754274702,237.14355,12.730751,12,76174.40673188434,121.29902998246644,627.9886,12.557397,1.19292,1,0.17335415,0.03582573,0.13752842,,,0,,,,b'NOT_AVAILABLE',285.8563193959992,0.07653130297803906,198.53460825657123,-58.778618056670275,100002.0,9283.5,8456.25,9696.0,0.7537,0.6924,0.8717,0.379,0.3416,0.4556,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+5351448505437777280',b'',0.0024176427538666755,0.002566119967803499,0.728999992609024
4,1635721458409799680,b'Gaia DR2 5351448505437778944',5351448505437778944,303552022,2015.5,158.9693960873153,0.028301642653083207,-58.22969517963128,0.031075361318837116,0.35419452853537153,0.033925772129432444,10.440279,-7.802339084709285,0.05737045367109063,3.477494439601757,0.058179877741289625,0.14433272,-0.26216134,-0.03415204,0.39063755,0.27702808,0.5030597,0.26263145,0.13075797,0.20597395,0.2200435,195,0,194,1,0.060136814,189.50298,0.0,0.0,31,False,26.036049,1.6667820793439725,0.006588880086818509,-0.05440703,22,13,0.069819316,0,29,False,223,21473.650902940066,10.671148319708418,2012.3093,14.858601,11,13676.673996554744,54.188758523002775,252.38951,15.011436,16,13132.233682095135,86.39311686140852,152.00555,14.466073,1.248456,0,0.5453634,0.15283585,0.39252758,,,0,,,,b'NOT_AVAILABLE',285.8591576814645,0.07567780844212263,198.54032564140505,-58.77865651602331,100001.0,7020.0,6668.15,7416.0,1.04,0.606,1.2281,0.491,0.298,0.6231,200111.0,1.7429976,1.5618222,1.9317918,6.647169,5.1456037,8.148735,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+5351448505437778944',b'',0.0025793874103504457,0.004900369616927462,0.9849999976158142
10,1635721458409799680,b'Gaia DR2 5351448509755016832',5351448509755016832,703038847,2015.5,158.97089916105233,0.029117986078212966,-58.23046909414919,0.033807871826873226,0.45487209603728096,0.033128372824577014,13.73059,-7.717534412682756,0.05147115442160391,3.0970178455184305,0.07833386422304446,0.34095556,-0.47136432,-0.13846584,0.55934846,-0.18365078,0.4010886,0.5538901,0.1382947,-0.35394764,0.19573258,161,0,161,0,-0.43961358,147.71921,0.0,0.0,31,False,44.724674,1.7037192554205114,0.006820953711352469,-0.15283822,18,11,0.08892988,0,29,False,174,35980.84223564461,14.608062400584362,2463.081,14.298187,13,24154.08025757859,69.11755807025628,349.46375,14.393912,16,19506.76807946245,59.034092034508994,330.43225,14.036457,1.2134471,1,0.35745525,0.09572506,0.2617302,,,0,,,,b'NOT_AVAILABLE',285.86022879956624,0.07539863445748547,198.54246046413644,-58.7786297066048,100002.0,8456.0,8071.0,8950.0,0.528,0.25,0.7901,0.2665,0.0687,0.392,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+5351448509755016832',b'',0.0034093452605408,0.006424416730293028,0.631000018119812
11,1635721458409799680,b'Gaia DR2 5351448505437776896',5351448505437776896,22024831,2015.5,158.9648625010018,0.07653191747701908,-58.226442131475196,0.06800660302460276,0.007761974098783594,0.09506046857592171,0.081653014,-7.682935181778488,0.15462935544104858,3.601543762448382,0.1495122510591797,0.18490489,-0.5461123,-0.10735746,0.06779396,-0.03485281,0.20214103,-0.21297629,-0.15390523,0.1374196,0.17925523,151,0,151,0,-1.4227763,122.41839,0.0,0.0,31,False,4.159259,1.5216859946498353,0.01696673466527472,-0.25443602,17,11,0.14949293,0,24,False,178,3822.69941382072,10.485520901314729,364.56934,16.73244,14,2697.0846082698463,104.24707595397831,25.872042,16.77415,12,3844.050664913987,52.906628787680745,72.65726,15.799947,1.7111299,0,0.97420406,0.0417099,0.93249416,,,0,,,,b'NOT_AVAILABLE',285.85547083880397,0.07731727179003334,198.53261687470388,-58.77809624239425,102001.0,5143.45,4425.0,6938.0,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+5351448505437776896',b'',0.003467092945652601,0.0034768177563894703,0.598000003695488
31,1635721458409799680,b'Gaia DR2 5351447032286265728',5351447032286265728,1389977299,2015.5,158.96087852456816,0.030580898070594137,-58.236293593519946,0.02847567484329809,0.3584434507193342,0.03202267349533559,11.193427,-7.642993246881292,0.0523529723274311,3.189178314834931,0.055872355949127775,0.14352039,-0.43842137,-0.24735194,0.2898116,0.045120418,0.28904703,-0.17424206,0.10665508,-0.055159554,0.23572637,186,0,186,0,-1.1178433,159.93907,0.0,0.0,31,False,28.81385,1.660154978562544,0.007312263608534456,-0.09031907,21,13,0.063296035,0,27,False,188,24237.73829491209,15.592333840371339,1554.4651,14.727136,14,15175.958235764263,62.98913583551436,240.92978,14.898498,16,14461.216739478316,37.96798228290896,380.87924,14.361408,1.2227699,0,0.53708935,0.17136192,0.36572742,,,0,,,,b'NOT_AVAILABLE',285.8585396301315,0.06772386508579128,198.54340857904427,-58.78647278659456,100001.0,7177.75,6838.125,7636.0,,,,,,,200111.0,1.7535151,1.5493672,1.9320222,7.3530426,5.7835436,8.922542,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+5351447032286265728',b'',0.0066696447649150165,0.00734800125215151,0.9909999984502792
35,1635721458409799680,b'Gaia DR2 5351448509755017728',5351448509755017728,1473992288,2015.5,158.97770754947464,0.06662339505334368,-58.230215239915374,0.056055879750741555,0.23841604181960735,0.05922597961643907,4.0255313,-7.822927918145669,0.10862586817951429,3.563670287483027,0.10823860925590284,-0.247936,-0.50908756,-0.5535998,0.43846896,0.14500004,0.453338,-0.41305393,0.21669543,-0.14333118,-0.060167756,151,151,140,11,11.906682,438.91376,0.12007307598966327,4.353917311587902,31,False,52.717148,1.7360865398233645,0.0146019090848346,-0.1092985,17,10,0.07647787,0,28,False,199,1079910.2306165085,715.0179638784726,1510.326,10.604897,12,786388.4788128603,2531.9418029310455,310.5871,10.612295,12,486946.7224882907,1521.5660105558502,320.02997,10.543217,1.1791121,1,0.069078445,0.0073986053,0.06167984,,,0,,,,b'NOT_AVAILABLE',285.8632150763588,0.07739772416960171,198.54693530642334,-58.77588496431185,100002.0,9575.0,9439.5,9613.0,0.5105,0.1522,0.75,0.2793,0.1133,0.389,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+5351448509755017728',b'',0.006953893818753703,0.013211311037507403,0.6440000073611736
37,1635721458409799680,b'Gaia DR2 5351447238444375936',5351447238444375936,627262602,2015.5,158.9520114676486,0.02902716142962474,-58.23253859272778,0.02797974434848482,0.34362601514550717,0.030317728202890918,11.334161,-7.77548742017951,0.05821996311622604,3.24251028655138,0.05421065067754205,-0.027468333,-0.07974104,-0.13532527,0.51309675,0.1136226,0.5657348,-0.05924961,0.1344919,0.20468813,0.107116565,192,0,190,2,-0.44258395,175.97107,0.0,0.0,31,False,30.069584,1.6626179254166267,0.00624553538162705,0.016850429,22,12,0.06616091,0,28,False,201,24453.141351856793,12.300036555860821,1988.0543,14.717529,11,15311.339379361812,66.26987068397186,231.04526,14.888855,12,14923.416629567066,41.59936831503646,358.74142,14.32725,1.2364365,0,0.56160545,0.17132568,0.39027977,,,0,,,,b'NOT_AVAILABLE',285.85262333605476,0.0686661764535119,198.53193297900762,-58.787197015542766,100001.0,6851.0,6484.075,7365.25,1.232,0.9549,1.4393,0.6385,0.4949,0.7351,200111.0,2.0103476,1.7394186,2.2443109,8.021451,6.3086114,9.734291,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+5351447238444375936',b'',0.007089647028318651,0.012764231738533699,1.0
39,1635721458409799680,b'Gaia DR2 5351448509754735360',5351448509754735360,1262557291,2015.5,158.96826751266173,0.043230103741049006,-58.222813901324045,0.039872840094038416,0.3841735540556985,0.051167077859273304,7.508218,-7.742674898835856,0.1013916521897994,3.544401860988527,0.08295838162433324,-0.0074744346,-0.28049678,-0.037882607,0.35127708,-0.12325776,0.5788928,-0.23394535,-0.15594465,0.35534808,-0.16932403,139,0,138,1,-1.8515042,104.46206,0.0,0.0,31,False,18.4584,1.6367077033811746,0.009002451762744784,-0.13307296,16,10,0.10405726,0,24,False,168,15160.466232822126,10.389663798517397,1459.1874,15.236585,13,9373.074260072199,76.72681740924799,122.161644,15.421683,12,9847.231042271713,60.80773202852276,161.94044,14.778635,1.2677912,0,0.6430483,0.18509865,0.45794964,,,0,,,,b'NOT_AVAILABLE',285.85522680359486,0.08135701397033848,198.530017895096,-58.774279968576494,100001.0,6621.0,6246.0,7185.3335,1.0393,0.685,1.308,0.552,0.3145,0.6564,200111.0,1.5148212,1.2862183,1.7021765,3.9729378,2.8140755,5.1318,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+5351448509754735360',b'',0.007360869707995401,0.008025393828451063,0.6810000151395798
40,1635721458409799680,b'Gaia DR2 5351448715913147904',5351448715913147904,1172023644,2015.5,158.95542659407977,0.03793391893829813,-58.22426696367314,0.04106646960437381,0.3611106073575848,0.04768012242893632,7.573609,-7.745213742878207,0.0705156716601087,3.2344971736551145,0.07885905766429491,0.09781469,-0.3561714,-0.2123394,0.097971,0.004786322,0.24862517,-0.32179102,0.067942664,0.2738232,0.03996834,213,213,205,8,14.10681,634.159,0.11300720474034144,4.174741768675149,31,False,54.696457,1.7743625897982696,0.009639153757870713,-0.05866638,24,14,0.049765896,0,34,False,275,49346334.90765035,40885.966176895905,1206.926,6.4552283,27,35596721.277206935,87084.6908908057,408.7598,6.472863,27,21428277.36601628,55856.58815937032,383.63025,6.434452,1.1556076,0,0.03841114,0.017634869,0.020776272,,,0,,,,b'NOT_AVAILABLE',285.8500777189261,0.07673916525375894,198.52292168193506,-58.780137151939634,100001.0,9002.0,7904.5,9478.0,0.0763,0.0189,0.3038,0.048,0.0113,0.138,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+5351448715913147904',b'',0.0073940836373265284,0.010679784326138031,0.933999999165535
47,1635721458409799680,b'Gaia DR2 5351448509755018752',5351448509755018752,40459662,2015.5,158.9731464382714,0.01855436152326707,-58.2231633321654,0.01840513562452425,0.3492245705600144,0.020922991813680607,16.690948,-7.4988207984085085,0.03754139942020733,3.2285872663701527,0.039694228462658965,0.085405305,-0.3147734,-0.21170244,0.30038166,0.091748856,0.31507507,-0.038924303,0.017617365,-0.062329337,0.2510228,205,0,205,0,0.17913064,202.93015,0.0,0.0,31,False,94.74121,1.6995915903100742,0.004303292248536846,-0.1392234,23,13,0.05105868,0,28,False,207,73989.76651641706,30.70540033692522,2409.6663,13.515436,18,48671.50459048631,111.3524842594123,437.09402,13.633202,15,39842.893741778076,50.52067459772221,788.6453,13.261043,1.196306,0,0.372159,0.11776543,0.25439358,,,0,,,,b'NOT_AVAILABLE',285.8576308461287,0.08232864594024193,198.53395950487345,-58.77268375120432,100001.0,7880.6665,7500.0,8426.0,,,,,,,200111.0,2.6601217,2.3269362,2.9370062,24.589487,20.641617,28.537357,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+5351448509755018752',b'',0.008130599189121401,0.010961003069763059,0.8769999843835831
